sa2_code,sa2,dhbresidence,ethnicity_priority,population,partially_vaccinated,fully_vaccinated,eligible_for_booster,boosted
337500,Allenton South,Canterbury,Maori,118,115,113,60,23
337500,Allenton South,Canterbury,Pacific Peoples,91,91,87,61,12
337600,Rakaia,Canterbury,Maori,113,102,98,56,30
337600,Rakaia,Canterbury,Pacific Peoples,50,62,60,32,13
337700,Ashburton North,Canterbury,Maori,46,40,38,26,10
337700,Ashburton North,Canterbury,Pacific Peoples,7,6,6,6,1
337800,Allenton East,Canterbury,Maori,88,82,77,49,23
337800,Allenton East,Canterbury,Pacific Peoples,120,117,115,76,25
337900,Tinwald North,Canterbury,Maori,61,58,57,34,15
337900,Tinwald North,Canterbury,Pacific Peoples,21,22,22,14,3
338000,Ashburton Central,Canterbury,Maori,7,6,6,4,1
338000,Ashburton Central,Canterbury,Pacific Peoples,9,12,12,5,3
338100,Ashburton West,Canterbury,Maori,33,37,37,24,15
338100,Ashburton West,Canterbury,Pacific Peoples,25,24,23,16,5
338200,Tinwald South,Canterbury,Maori,146,135,128,83,33
338200,Tinwald South,Canterbury,Pacific Peoples,88,99,96,58,20
338300,Ashburton East,Canterbury,Maori,75,71,67,40,25
338300,Ashburton East,Canterbury,Pacific Peoples,138,138,132,79,28
338400,Netherby,Canterbury,Maori,184,160,146,76,37
338400,Netherby,Canterbury,Pacific Peoples,197,200,193,129,42
338500,Hampstead,Canterbury,Maori,217,212,205,110,53
338500,Hampstead,Canterbury,Pacific Peoples,287,276,267,162,54
338600,Ben McLeod,South Canterbury,Maori,2,1,1,1,0
338700,Arundel,South Canterbury,Maori,29,29,28,22,11
338700,Arundel,South Canterbury,Pacific Peoples,16,13,13,10,3
338800,Levels Valley,South Canterbury,Maori,41,39,38,21,11
338800,Levels Valley,South Canterbury,Pacific Peoples,1,1,1,1,1
338900,Geraldine,South Canterbury,Maori,134,131,126,70,42
338900,Geraldine,South Canterbury,Pacific Peoples,21,18,18,14,5
339000,Rangitata,South Canterbury,Maori,63,57,57,34,20
339000,Rangitata,South Canterbury,Pacific Peoples,14,14,13,9,3
339100,Waitohi (Timaru District),South Canterbury,Maori,107,92,89,66,44
339100,Waitohi (Timaru District),South Canterbury,Pacific Peoples,10,11,11,7,3
339200,Pleasant Point,South Canterbury,Maori,114,89,86,58,42
339200,Pleasant Point,South Canterbury,Pacific Peoples,6,7,6,4,2
339300,Temuka West,South Canterbury,Maori,194,175,166,106,67
339300,Temuka West,South Canterbury,Pacific Peoples,24,26,25,16,8
339400,Hadlow,South Canterbury,Maori,44,42,41,26,15
339400,Hadlow,South Canterbury,Pacific Peoples,6,5,5,2,2
339500,Levels,South Canterbury,Maori,83,76,73,49,37
339500,Levels,South Canterbury,Pacific Peoples,12,72,72,56,10
339600,Temuka East,South Canterbury,Maori,216,200,187,100,57
339600,Temuka East,South Canterbury,Pacific Peoples,27,31,31,13,4
339700,Gleniti North,South Canterbury,Maori,34,33,31,21,14
339700,Gleniti North,South Canterbury,Pacific Peoples,14,18,18,12,5
339800,Washdyke,South Canterbury,Maori,83,77,76,39,24
339800,Washdyke,South Canterbury,Pacific Peoples,28,33,33,24,6
339900,Fairview,South Canterbury,Maori,86,78,76,39,20
339900,Fairview,South Canterbury,Pacific Peoples,13,13,13,8,0
340000,Gleniti South,South Canterbury,Maori,66,61,61,39,28
340000,Gleniti South,South Canterbury,Pacific Peoples,22,24,23,13,5
340100,Glenwood,South Canterbury,Maori,127,125,115,73,35
340100,Glenwood,South Canterbury,Pacific Peoples,49,45,45,32,14
340200,Marchwiel West,South Canterbury,Maori,103,85,80,48,27
340200,Marchwiel West,South Canterbury,Pacific Peoples,31,32,32,20,7
340300,Marchwiel East,South Canterbury,Maori,139,124,118,57,27
340300,Marchwiel East,South Canterbury,Pacific Peoples,64,70,69,54,21
340400,Highfield North,South Canterbury,Maori,102,87,84,61,36
340400,Highfield North,South Canterbury,Pacific Peoples,29,26,26,15,8
340500,Highfield South,South Canterbury,Maori,64,66,62,32,14
340500,Highfield South,South Canterbury,Pacific Peoples,22,21,21,13,3
340600,Waimataitai-Maori Hill,South Canterbury,Maori,149,129,125,86,56
340600,Waimataitai-Maori Hill,South Canterbury,Pacific Peoples,48,51,50,38,11
340700,Fraser Park,South Canterbury,Maori,157,145,134,92,52
340700,Fraser Park,South Canterbury,Pacific Peoples,50,55,53,40,17
340800,Seaview,South Canterbury,Maori,173,165,155,82,42
340800,Seaview,South Canterbury,Pacific Peoples,63,77,76,41,10
341000,Watlington,South Canterbury,Maori,190,176,163,95,52
341000,Watlington,South Canterbury,Pacific Peoples,52,54,54,40,20
341100,Timaru Central,South Canterbury,Maori,47,43,42,23,13
341100,Timaru Central,South Canterbury,Pacific Peoples,32,36,35,23,3
341200,Timaru East,South Canterbury,Maori,22,24,24,13,8
341200,Timaru East,South Canterbury,Pacific Peoples,14,16,16,11,6
341300,Parkside,South Canterbury,Maori,186,170,163,103,60
341300,Parkside,South Canterbury,Pacific Peoples,64,59,56,39,14
341400,Kensington (Timaru District),South Canterbury,Maori,122,108,100,55,28
341400,Kensington (Timaru District),South Canterbury,Pacific Peoples,26,27,26,22,13
341500,Mackenzie Lakes,South Canterbury,Maori,28,21,21,14,8
341500,Mackenzie Lakes,South Canterbury,Pacific Peoples,17,16,16,8,3
341800,Twizel,South Canterbury,Maori,91,88,85,46,22
341800,Twizel,South Canterbury,Pacific Peoples,9,8,8,7,5
341900,Opua (Mackenzie District),South Canterbury,Maori,46,35,33,19,8
341900,Opua (Mackenzie District),South Canterbury,Pacific Peoples,7,9,9,2,0
342000,Fairlie,South Canterbury,Maori,48,46,44,21,10
342000,Fairlie,South Canterbury,Pacific Peoples,7,6,6,6,4
342100,Hakataramea,South Canterbury,Maori,28,22,22,13,3
342100,Hakataramea,South Canterbury,Pacific Peoples,1,1,1,1,0
342200,Maungati,South Canterbury,Maori,27,29,27,18,12
342200,Maungati,South Canterbury,Pacific Peoples,11,11,11,8,2
342300,Lyalldale,South Canterbury,Maori,35,32,32,22,14
342300,Lyalldale,South Canterbury,Pacific Peoples,2,2,2,2,1
342400,Makikihi-Willowbridge,South Canterbury,Maori,43,36,32,21,10
342400,Makikihi-Willowbridge,South Canterbury,Pacific Peoples,9,9,9,6,2
342500,Waimate North,South Canterbury,Maori,23,21,21,14,8
342500,Waimate North,South Canterbury,Pacific Peoples,5,6,5,5,4
342600,Morven-Glenavy-Ikawai,South Canterbury,Maori,53,44,44,30,13
342600,Morven-Glenavy-Ikawai,South Canterbury,Pacific Peoples,21,21,20,16,6
342700,Waimate West,South Canterbury,Maori,66,55,51,32,18
342700,Waimate West,South Canterbury,Pacific Peoples,6,8,8,6,3
342800,Waimate East,South Canterbury,Maori,83,80,76,48,30
342800,Waimate East,South Canterbury,Pacific Peoples,13,10,10,8,2
343000,Chatham Islands,Canterbury,Maori,136,128,126,111,85
343000,Chatham Islands,Canterbury,Pacific Peoples,1,2,2,2,1
343100,Aviemore,Southern,Maori,26,21,21,12,7
343100,Aviemore,Southern,Pacific Peoples,4,5,5,4,2
343300,Danseys Pass,Southern,Maori,59,56,50,30,12
343300,Danseys Pass,Southern,Pacific Peoples,11,12,11,4,0
343400,Ngapara,Southern,Maori,63,62,60,27,11
343400,Ngapara,Southern,Pacific Peoples,11,13,12,6,2
343500,Lower Waitaki,Southern,Maori,47,37,35,27,17
343500,Lower Waitaki,Southern,Pacific Peoples,5,7,7,5,2
343600,Waihemo,Southern,Maori,85,78,75,54,32
343600,Waihemo,Southern,Pacific Peoples,12,12,12,8,4
343700,Maheno,Southern,Maori,88,69,67,40,25
343700,Maheno,Southern,Pacific Peoples,11,9,8,4,2
343800,Weston,Southern,Maori,49,48,48,31,18
343800,Weston,Southern,Pacific Peoples,11,10,10,8,4
343900,Oamaru North Milner Park,Southern,Maori,156,135,130,74,45
343900,Oamaru North Milner Park,Southern,Pacific Peoples,148,157,154,101,61
344000,Oamaru North Orana Park,Southern,Maori,170,157,151,88,47
344000,Oamaru North Orana Park,Southern,Pacific Peoples,184,191,188,118,51
344100,Oamaru Gardens,Southern,Maori,58,52,52,36,18
344100,Oamaru Gardens,Southern,Pacific Peoples,34,37,37,26,15
344200,Glen Warren,Southern,Maori,107,96,93,59,33
344200,Glen Warren,Southern,Pacific Peoples,118,98,95,57,18
344300,Holmes Hill,Southern,Maori,58,57,55,38,19
344300,Holmes Hill,Southern,Pacific Peoples,19,25,24,13,7
344400,Oamaru Central,Southern,Maori,27,21,21,10,5
344400,Oamaru Central,Southern,Pacific Peoples,25,29,29,21,15
344500,South Hill,Southern,Maori,152,141,137,87,43
344500,South Hill,Southern,Pacific Peoples,67,66,65,44,26
344700,Palmerston,Southern,Maori,94,76,73,39,28
344700,Palmerston,Southern,Pacific Peoples,13,9,9,4,4
344800,Lindis-Nevis Valleys,Southern,Maori,94,90,89,53,30
344800,Lindis-Nevis Valleys,Southern,Pacific Peoples,19,42,39,34,8
344900,Cromwell West,Southern,Maori,201,191,187,123,65
344900,Cromwell West,Southern,Pacific Peoples,73,122,107,80,27
345000,Cromwell East,Southern,Maori,144,134,130,75,39
345000,Cromwell East,Southern,Pacific Peoples,42,62,62,38,9
345100,Manuherikia-Ida Valleys,Southern,Maori,57,49,46,28,14
345100,Manuherikia-Ida Valleys,Southern,Pacific Peoples,5,6,6,4,4
345200,Earnscleugh,Southern,Maori,39,42,40,26,19
345200,Earnscleugh,Southern,Pacific Peoples,14,144,143,72,32
345300,Dunstan-Galloway,Southern,Maori,89,86,84,55,36
345300,Dunstan-Galloway,Southern,Pacific Peoples,4,15,15,7,5
345400,Clyde,Southern,Maori,54,55,55,41,27
345400,Clyde,Southern,Pacific Peoples,10,12,12,6,5
345500,Alexandra North,Southern,Maori,241,223,216,123,78
345500,Alexandra North,Southern,Pacific Peoples,29,103,96,56,27
345600,Alexandra South,Southern,Maori,152,140,134,85,58
345600,Alexandra South,Southern,Pacific Peoples,22,22,21,14,9
345700,Maniototo,Southern,Maori,118,108,102,62,39
345700,Maniototo,Southern,Pacific Peoples,14,12,12,10,5
345800,Teviot Valley,Southern,Maori,150,117,109,63,35
345800,Teviot Valley,Southern,Pacific Peoples,33,123,117,71,26
345900,Outer Wanaka,Southern,Maori,18,14,13,9,5
345900,Outer Wanaka,Southern,Pacific Peoples,1,1,1,0,0
346000,Glenorchy,Southern,Maori,15,13,13,11,7
346000,Glenorchy,Southern,Pacific Peoples,7,6,6,5,3
346200,Outer Wakatipu,Southern,Maori,18,19,19,12,9
346200,Outer Wakatipu,Southern,Pacific Peoples,2,2,2,2,1
346400,Cardrona,Southern,Maori,28,24,24,16,12
346400,Cardrona,Southern,Pacific Peoples,2,2,2,2,1
346600,Wanaka Waterfront,Southern,Maori,58,51,50,37,21
346600,Wanaka Waterfront,Southern,Pacific Peoples,9,8,8,7,1
346700,Wanaka North,Southern,Maori,119,122,122,78,33
346700,Wanaka North,Southern,Pacific Peoples,13,14,14,12,7
346800,Wanaka West,Southern,Maori,45,35,35,28,15
346800,Wanaka West,Southern,Pacific Peoples,9,7,6,6,1
346900,Albert Town,Southern,Maori,80,79,78,56,25
346900,Albert Town,Southern,Pacific Peoples,8,8,8,6,3
347000,Wanaka Central,Southern,Maori,38,36,36,25,13
347000,Wanaka Central,Southern,Pacific Peoples,2,3,3,2,2
347100,Lake Hawea,Southern,Maori,77,65,62,43,13
347100,Lake Hawea,Southern,Pacific Peoples,4,4,3,1,0
347200,Upper Clutha Valley,Southern,Maori,50,44,42,28,14
347200,Upper Clutha Valley,Southern,Pacific Peoples,7,3,3,3,0
347300,Kingston,Southern,Maori,16,15,14,11,6
347300,Kingston,Southern,Pacific Peoples,4,5,5,4,3
347400,Arthurs Point,Southern,Maori,46,45,44,26,17
347400,Arthurs Point,Southern,Pacific Peoples,8,6,6,4,1
347500,Wakatipu Basin,Southern,Maori,60,59,57,40,28
347500,Wakatipu Basin,Southern,Pacific Peoples,5,5,5,5,2
347600,Queenstown Hill,Southern,Maori,1,1,1,1,1
347700,Warren Park,Southern,Maori,44,40,40,23,15
347700,Warren Park,Southern,Pacific Peoples,8,12,12,10,5
347800,Sunshine Bay-Fernhill,Southern,Maori,128,112,110,69,34
347800,Sunshine Bay-Fernhill,Southern,Pacific Peoples,19,24,23,16,8
347900,Arrowtown,Southern,Maori,95,93,91,64,38
347900,Arrowtown,Southern,Pacific Peoples,9,10,10,7,5
348000,Quail Rise,Southern,Maori,22,20,20,15,13
348000,Quail Rise,Southern,Pacific Peoples,2,3,3,3,2
348100,Queenstown Central,Southern,Maori,35,32,32,22,11
348100,Queenstown Central,Southern,Pacific Peoples,8,7,7,7,3
348200,Queenstown East,Southern,Maori,29,27,26,16,8
348200,Queenstown East,Southern,Pacific Peoples,9,9,9,8,2
348300,Frankton Arm,Southern,Maori,68,60,60,45,24
348300,Frankton Arm,Southern,Pacific Peoples,20,19,19,15,5
348400,Frankton,Southern,Maori,113,107,103,71,45
348400,Frankton,Southern,Pacific Peoples,46,47,46,34,14
348500,Lake Hayes,Southern,Maori,15,13,13,8,4
348500,Lake Hayes,Southern,Pacific Peoples,1,0,0,0,0
348600,Kelvin Heights,Southern,Maori,42,37,35,22,16
348600,Kelvin Heights,Southern,Pacific Peoples,4,8,7,4,1
348700,Shotover Country,Southern,Maori,147,141,140,97,52
348700,Shotover Country,Southern,Pacific Peoples,56,61,61,50,29
348800,Lake Hayes Estate,Southern,Maori,116,118,116,80,49
348800,Lake Hayes Estate,Southern,Pacific Peoples,35,31,31,24,14
348900,Jacks Point,Southern,Maori,58,57,56,44,26
348900,Jacks Point,Southern,Pacific Peoples,13,18,18,14,4
349000,Strath Taieri,Southern,Maori,26,22,22,14,11
349000,Strath Taieri,Southern,Pacific Peoples,1,1,1,0,0
349100,Bucklands Crossing,Southern,Maori,130,114,111,86,62
349100,Bucklands Crossing,Southern,Pacific Peoples,15,13,13,8,4
349200,Waikouaiti,Southern,Maori,89,73,69,45,25
349200,Waikouaiti,Southern,Pacific Peoples,16,12,12,10,7
349300,Momona,Southern,Maori,105,100,98,72,42
349300,Momona,Southern,Pacific Peoples,6,7,7,6,5
349400,Taieri,Southern,Maori,61,57,57,33,22
349400,Taieri,Southern,Pacific Peoples,5,6,6,2,2
349600,Mount Cargill,Southern,Maori,105,102,98,63,43
349600,Mount Cargill,Southern,Pacific Peoples,12,11,11,8,8
349700,Bush Road,Southern,Maori,99,96,93,53,31
349700,Bush Road,Southern,Pacific Peoples,22,20,20,12,11
349800,Mosgiel East,Southern,Maori,119,120,120,83,52
349800,Mosgiel East,Southern,Pacific Peoples,16,15,14,11,7
349900,Mosgiel Central,Southern,Maori,94,98,97,76,54
349900,Mosgiel Central,Southern,Pacific Peoples,38,39,38,30,14
350000,Seddon Park,Southern,Maori,168,164,152,95,62
350000,Seddon Park,Southern,Pacific Peoples,49,46,44,31,17
350100,Wingatui,Southern,Maori,39,41,40,25,17
350100,Wingatui,Southern,Pacific Peoples,10,10,10,7,5
350200,Saddle Hill-Chain Hills,Southern,Maori,42,43,42,27,16
350200,Saddle Hill-Chain Hills,Southern,Pacific Peoples,7,8,8,7,6
350300,East Taieri,Southern,Maori,93,96,94,69,52
350300,East Taieri,Southern,Pacific Peoples,25,23,23,14,9
350400,Halfway Bush,Southern,Maori,103,101,97,63,35
350400,Halfway Bush,Southern,Pacific Peoples,51,49,48,37,17
350500,Helensburgh,Southern,Maori,49,47,45,35,24
350500,Helensburgh,Southern,Pacific Peoples,9,11,11,8,5
350600,Glenleith,Southern,Maori,60,59,57,40,27
350600,Glenleith,Southern,Pacific Peoples,40,44,44,28,21
350700,Fairfield (Dunedin City),Southern,Maori,117,121,121,91,63
350700,Fairfield (Dunedin City),Southern,Pacific Peoples,20,23,22,14,9
350900,Brockville,Southern,Maori,237,223,206,106,61
350900,Brockville,Southern,Pacific Peoples,98,98,95,75,41
351000,Wakari,Southern,Maori,256,248,244,159,97
351000,Wakari,Southern,Pacific Peoples,96,93,92,67,42
351100,Abbotsford,Southern,Maori,148,142,140,100,66
351100,Abbotsford,Southern,Pacific Peoples,41,43,42,28,19
351200,Brighton,Southern,Maori,101,98,94,52,28
351200,Brighton,Southern,Pacific Peoples,13,8,8,2,2
351300,Pine Hill-Dalmore,Southern,Maori,174,165,160,115,64
351300,Pine Hill-Dalmore,Southern,Pacific Peoples,58,57,56,33,24
351400,Kaikorai-Bradford,Southern,Maori,71,72,72,50,26
351400,Kaikorai-Bradford,Southern,Pacific Peoples,35,36,35,25,19
351500,Maori Hill,Southern,Maori,105,104,102,72,52
351500,Maori Hill,Southern,Pacific Peoples,22,19,18,13,10
351600,Roslyn (Dunedin City),Southern,Maori,140,137,137,94,67
351600,Roslyn (Dunedin City),Southern,Pacific Peoples,41,41,41,26,20
351700,North East Valley Chingford,Southern,Maori,138,121,116,74,48
351700,North East Valley Chingford,Southern,Pacific Peoples,49,54,54,36,20
351800,Roseneath-Sawyers Bay,Southern,Maori,87,85,81,50,40
351800,Roseneath-Sawyers Bay,Southern,Pacific Peoples,17,12,12,10,8
351900,Normanby ,Southern,Maori,77,75,75,51,30
351900,Normanby ,Southern,Pacific Peoples,24,28,28,19,10
352000,North East Valley Knox,Southern,Maori,181,179,173,141,76
352000,North East Valley Knox,Southern,Pacific Peoples,80,86,86,70,38
352100,Belleknowes,Southern,Maori,106,99,99,75,47
352100,Belleknowes,Southern,Pacific Peoples,29,29,29,26,15
352200,Gardens (Dunedin City),Southern,Maori,229,233,230,196,91
352200,Gardens (Dunedin City),Southern,Pacific Peoples,86,104,103,88,37
352300,Kenmure,Southern,Maori,107,102,100,67,38
352300,Kenmure,Southern,Pacific Peoples,36,38,38,25,17
352400,Campus West,Southern,Maori,87,89,89,73,36
352400,Campus West,Southern,Pacific Peoples,59,70,70,58,30
352500,Waldronville,Southern,Maori,74,79,78,47,29
352500,Waldronville,Southern,Pacific Peoples,13,15,15,9,5
352600,Green Island,Southern,Maori,178,167,158,98,55
352600,Green Island,Southern,Pacific Peoples,42,37,37,27,15
352700,Port Chalmers,Southern,Maori,102,93,83,62,44
352700,Port Chalmers,Southern,Pacific Peoples,16,14,13,9,6
352800,Royal Terrace,Southern,Maori,90,91,91,74,39
352800,Royal Terrace,Southern,Pacific Peoples,30,31,31,28,15
352900,Arthur Street,Southern,Maori,108,102,99,78,50
352900,Arthur Street,Southern,Pacific Peoples,61,55,55,39,17
353000,Opoho,Southern,Maori,58,60,60,41,30
353000,Opoho,Southern,Pacific Peoples,17,18,16,12,8
353100,Campus North,Southern,Maori,168,176,176,154,83
353100,Campus North,Southern,Pacific Peoples,117,123,122,106,44
353200,Campus South,Southern,Maori,134,140,139,117,63
353200,Campus South,Southern,Pacific Peoples,87,95,95,78,38
353300,Mornington,Southern,Maori,224,207,202,127,76
353300,Mornington,Southern,Pacific Peoples,89,91,90,67,32
353400,Dunedin Central,Southern,Maori,179,170,165,133,75
353400,Dunedin Central,Southern,Pacific Peoples,74,87,87,69,40
353500,Maryhill,Southern,Maori,130,124,122,79,49
353500,Maryhill,Southern,Pacific Peoples,79,78,78,57,32
353600,Ravensbourne-St Leonards,Southern,Maori,131,121,118,91,58
353600,Ravensbourne-St Leonards,Southern,Pacific Peoples,26,24,23,18,10
353700,Harbourside,Southern,Maori,3,3,3,2,0
353700,Harbourside,Southern,Pacific Peoples,2,2,2,2,0
353800,Fernhill,Southern,Maori,148,136,131,92,56
353800,Fernhill,Southern,Pacific Peoples,65,70,69,47,19
353900,Otago Peninsula,Southern,Maori,115,101,99,73,53
353900,Otago Peninsula,Southern,Pacific Peoples,2,2,2,2,1
354000,Concord,Southern,Maori,116,106,98,56,34
354000,Concord,Southern,Pacific Peoples,57,59,57,44,28
354100,Calton Hill,Southern,Maori,128,113,110,55,34
354100,Calton Hill,Southern,Pacific Peoples,70,67,65,40,20
354200,Caversham,Southern,Maori,225,200,190,129,76
354200,Caversham,Southern,Pacific Peoples,121,118,114,74,44
354300,Hillside-Portsmouth Drive,Southern,Maori,10,10,9,4,1
354300,Hillside-Portsmouth Drive,Southern,Pacific Peoples,4,4,4,3,2
354400,Kew (Dunedin City),Southern,Maori,88,91,89,57,40
354400,Kew (Dunedin City),Southern,Pacific Peoples,46,46,45,38,21
354500,Corstorphine,Southern,Maori,153,137,128,80,55
354500,Corstorphine,Southern,Pacific Peoples,106,94,91,69,41
354600,Forbury,Southern,Maori,130,122,111,68,44
354600,Forbury,Southern,Pacific Peoples,70,71,70,48,24
354700,Bathgate Park,Southern,Maori,255,231,221,147,99
354700,Bathgate Park,Southern,Pacific Peoples,126,127,123,89,53
354800,St Clair,Southern,Maori,127,124,122,84,51
354800,St Clair,Southern,Pacific Peoples,56,56,55,41,24
354900,Waverley ,Southern,Maori,118,117,113,94,70
354900,Waverley ,Southern,Pacific Peoples,38,41,41,26,18
355000,Macandrew Bay-Company Bay,Southern,Maori,75,72,72,47,35
355000,Macandrew Bay-Company Bay,Southern,Pacific Peoples,22,18,18,16,9
355100,Broad Bay-Portobello,Southern,Maori,76,76,73,53,39
355100,Broad Bay-Portobello,Southern,Pacific Peoples,5,5,5,5,3
355200,St Kilda South,Southern,Maori,239,239,237,159,107
355200,St Kilda South,Southern,Pacific Peoples,128,138,136,95,54
355300,Musselburgh,Southern,Maori,98,101,98,62,41
355300,Musselburgh,Southern,Pacific Peoples,28,28,27,22,10
355400,Shiel Hill,Southern,Maori,68,70,70,48,35
355400,Shiel Hill,Southern,Pacific Peoples,19,21,21,15,11
355500,St Kilda North,Southern,Maori,173,173,171,108,67
355500,St Kilda North,Southern,Pacific Peoples,122,127,125,86,49
355600,Andersons Bay,Southern,Maori,139,139,137,87,55
355600,Andersons Bay,Southern,Pacific Peoples,39,40,39,24,14
355700,Tainui,Southern,Maori,110,102,99,66,43
355700,Tainui,Southern,Pacific Peoples,54,48,46,38,21
355800,West Otago,Southern,Maori,157,139,134,85,42
355800,West Otago,Southern,Pacific Peoples,9,9,9,7,5
355900,Tuapeka,Southern,Maori,93,75,74,53,31
355900,Tuapeka,Southern,Pacific Peoples,1,1,1,1,1
356000,Clinton,Southern,Maori,76,59,55,34,18
356000,Clinton,Southern,Pacific Peoples,3,2,1,0,0
356100,Clutha Valley,Southern,Maori,78,64,64,38,16
356100,Clutha Valley,Southern,Pacific Peoples,20,69,68,59,3
