sa2_code,sa2,dhbresidence,ethnicity_priority,population,partially_vaccinated,fully_vaccinated,eligible_for_booster,boosted
121800,Beach Haven West,Waitemata,Pacific Peoples,151,157,155,112,51
121900,Totara Vale South,Waitemata,Maori,201,194,187,125,56
121900,Totara Vale South,Waitemata,Pacific Peoples,158,150,150,113,47
122000,Swanson,Waitemata,Maori,284,255,250,162,89
122000,Swanson,Waitemata,Pacific Peoples,223,230,223,169,105
122100,Bayview South,Waitemata,Maori,137,139,135,105,51
122100,Bayview South,Waitemata,Pacific Peoples,119,106,106,76,44
122200,Campbells Bay,Waitemata,Maori,82,84,82,65,43
122200,Campbells Bay,Waitemata,Pacific Peoples,8,8,8,7,4
122300,Royal Heights South,Waitemata,Maori,489,440,420,255,127
122300,Royal Heights South,Waitemata,Pacific Peoples,638,599,581,415,181
122400,Beach Haven East,Waitemata,Maori,596,530,506,305,141
122400,Beach Haven East,Waitemata,Pacific Peoples,522,481,472,351,153
122500,Massey East,Waitemata,Maori,470,419,399,250,115
122500,Massey East,Waitemata,Pacific Peoples,841,797,777,515,230
122600,Forrest Hill North,Waitemata,Maori,65,64,61,47,32
122600,Forrest Hill North,Waitemata,Pacific Peoples,23,26,26,20,12
122700,Glenfield North,Waitemata,Maori,148,133,129,92,47
122700,Glenfield North,Waitemata,Pacific Peoples,133,127,125,100,43
122800,Birkdale North,Waitemata,Maori,416,390,375,248,135
122800,Birkdale North,Waitemata,Pacific Peoples,337,331,326,248,107
122900,Massey South,Waitemata,Maori,640,577,557,368,169
122900,Massey South,Waitemata,Pacific Peoples,817,768,745,548,262
123000,Ranui North,Waitemata,Maori,666,601,571,322,144
123000,Ranui North,Waitemata,Pacific Peoples,979,924,901,642,281
123100,Glenfield West,Waitemata,Maori,144,136,133,101,60
123100,Glenfield West,Waitemata,Pacific Peoples,108,107,107,80,41
123200,Te Atatu Peninsula North West,Waitemata,Maori,481,444,423,288,151
123200,Te Atatu Peninsula North West,Waitemata,Pacific Peoples,279,253,247,189,79
123300,Glenfield South West,Waitemata,Maori,181,170,168,128,58
123300,Glenfield South West,Waitemata,Pacific Peoples,167,164,159,120,70
123400,Forrest Hill West,Waitemata,Maori,119,121,118,85,38
123400,Forrest Hill West,Waitemata,Pacific Peoples,100,95,93,68,38
123500,Wairau Valley ,Waitemata,Maori,17,18,17,14,9
123500,Wairau Valley ,Waitemata,Pacific Peoples,11,14,14,11,3
123600,Forrest Hill East,Waitemata,Maori,98,90,88,61,34
123600,Forrest Hill East,Waitemata,Pacific Peoples,69,66,66,60,30
123700,Castor Bay,Waitemata,Maori,115,115,115,93,57
123700,Castor Bay,Waitemata,Pacific Peoples,38,32,31,28,15
123800,Ranui Domain,Waitemata,Maori,615,542,514,296,127
123800,Ranui Domain,Waitemata,Pacific Peoples,675,649,627,421,177
123900,Beach Haven South,Waitemata,Maori,170,169,168,126,82
123900,Beach Haven South,Waitemata,Pacific Peoples,81,78,76,56,31
124000,Glenfield Central,Waitemata,Maori,167,163,158,123,60
124000,Glenfield Central,Waitemata,Pacific Peoples,94,95,90,72,44
124100,Piha,Waitemata,Maori,94,83,81,69,39
124100,Piha,Waitemata,Pacific Peoples,9,7,6,5,0
124200,Ranui South West,Waitemata,Maori,376,336,316,193,89
124200,Ranui South West,Waitemata,Pacific Peoples,476,468,444,334,162
124300,Henderson Larnoch,Waitemata,Maori,610,566,542,310,136
124300,Henderson Larnoch,Waitemata,Pacific Peoples,910,866,842,605,281
124400,Birkdale South,Waitemata,Maori,322,310,306,225,128
124400,Birkdale South,Waitemata,Pacific Peoples,295,278,275,198,105
124500,Te Atatu Peninsula Central,Waitemata,Maori,549,533,518,355,183
124500,Te Atatu Peninsula Central,Waitemata,Pacific Peoples,428,405,390,295,145
124600,Glenfield East,Waitemata,Maori,97,88,86,65,34
124600,Glenfield East,Waitemata,Pacific Peoples,80,82,82,58,23
124700,Henderson Valley,Waitemata,Maori,123,112,109,78,42
124700,Henderson Valley,Waitemata,Pacific Peoples,52,54,52,37,18
124800,Te Atatu Peninsula West,Waitemata,Maori,540,511,489,337,178
124800,Te Atatu Peninsula West,Waitemata,Pacific Peoples,423,415,409,295,167
124900,Henderson Lincoln West,Waitemata,Maori,433,380,359,229,99
124900,Henderson Lincoln West,Waitemata,Pacific Peoples,579,549,541,404,186
125000,Ranui South East,Waitemata,Maori,298,267,256,147,79
125000,Ranui South East,Waitemata,Pacific Peoples,446,427,420,297,140
125100,Henderson Lincoln East,Waitemata,Maori,15,13,13,7,3
125100,Henderson Lincoln East,Waitemata,Pacific Peoples,13,12,12,8,0
125200,Birkenhead West,Waitemata,Maori,188,191,187,153,82
125200,Birkenhead West,Waitemata,Pacific Peoples,86,87,86,67,39
125300,Te Atatu Peninsula East,Waitemata,Maori,281,273,265,186,110
125300,Te Atatu Peninsula East,Waitemata,Pacific Peoples,238,221,219,176,96
125400,Milford West,Waitemata,Maori,80,77,77,63,39
125400,Milford West,Waitemata,Pacific Peoples,37,33,33,31,17
125500,Westlake,Waitemata,Maori,68,66,65,50,30
125500,Westlake,Waitemata,Pacific Peoples,39,43,43,34,16
125600,Hillcrest North (Auckland),Waitemata,Maori,155,142,142,92,57
125600,Hillcrest North (Auckland),Waitemata,Pacific Peoples,76,68,68,62,31
125700,Henderson Lincoln South,Waitemata,Maori,250,223,219,151,83
125700,Henderson Lincoln South,Waitemata,Pacific Peoples,366,342,330,249,106
125800,Hillcrest West (Auckland),Waitemata,Maori,137,126,126,92,47
125800,Hillcrest West (Auckland),Waitemata,Pacific Peoples,60,57,57,46,20
125900,Milford Central,Waitemata,Maori,38,39,39,36,26
125900,Milford Central,Waitemata,Pacific Peoples,14,16,16,12,9
126000,Summerland South,Waitemata,Maori,184,175,169,115,57
126000,Summerland South,Waitemata,Pacific Peoples,277,253,248,179,109
126100,Summerland North,Waitemata,Maori,153,154,149,102,50
126100,Summerland North,Waitemata,Pacific Peoples,177,178,176,131,63
126200,Hillcrest East (Auckland),Waitemata,Maori,187,183,181,120,67
126200,Hillcrest East (Auckland),Waitemata,Pacific Peoples,84,85,85,67,33
126300,Chatswood,Waitemata,Maori,108,94,93,70,41
126300,Chatswood,Waitemata,Pacific Peoples,60,56,56,50,25
126400,Te Atatu South-Edmonton,Waitemata,Maori,439,409,395,247,127
126400,Te Atatu South-Edmonton,Waitemata,Pacific Peoples,594,537,523,397,216
126500,Birkenhead North,Waitemata,Maori,131,131,126,99,55
126500,Birkenhead North,Waitemata,Pacific Peoples,61,51,51,44,22
126600,Takapuna West,Waitemata,Maori,149,130,120,94,57
126600,Takapuna West,Waitemata,Pacific Peoples,77,75,75,60,37
126700,Henderson North,Waitemata,Maori,450,407,397,262,135
126700,Henderson North,Waitemata,Pacific Peoples,592,556,546,395,191
126800,Takapuna Central,Waitemata,Maori,78,77,76,66,45
126800,Takapuna Central,Waitemata,Pacific Peoples,34,31,31,24,14
126900,Western Heights (Auckland),Waitemata,Maori,333,301,293,207,107
126900,Western Heights (Auckland),Waitemata,Pacific Peoples,465,456,449,347,166
127000,Te Atatu South-Central,Waitemata,Maori,405,391,385,275,153
127000,Te Atatu South-Central,Waitemata,Pacific Peoples,541,510,500,369,191
127100,Northcote Central (Auckland),Waitemata,Maori,188,175,168,112,55
127100,Northcote Central (Auckland),Waitemata,Pacific Peoples,219,203,202,140,51
127200,Akoranga,Waitemata,Maori,97,88,87,71,42
127200,Akoranga,Waitemata,Pacific Peoples,88,91,87,63,23
127300,Northcote South (Auckland),Waitemata,Maori,119,115,115,79,42
127300,Northcote South (Auckland),Waitemata,Pacific Peoples,63,68,68,56,30
127400,Birkenhead South,Waitemata,Maori,77,80,80,57,43
127400,Birkenhead South,Waitemata,Pacific Peoples,30,29,27,26,15
127500,Henderson Central,Waitemata,Maori,160,148,135,88,49
127500,Henderson Central,Waitemata,Pacific Peoples,142,129,126,95,51
127600,Waiatarua,Waitemata,Maori,184,165,162,127,80
127600,Waiatarua,Waitemata,Pacific Peoples,65,64,64,45,23
127700,Te Atatu South-McLeod North,Waitemata,Maori,353,337,326,219,116
127700,Te Atatu South-McLeod North,Waitemata,Pacific Peoples,497,472,464,346,170
127800,Henderson Valley Park,Waitemata,Maori,329,299,281,172,81
127800,Henderson Valley Park,Waitemata,Pacific Peoples,550,537,529,375,174
127900,Henderson North East,Waitemata,Maori,229,203,194,121,65
127900,Henderson North East,Waitemata,Pacific Peoples,376,342,332,249,109
128000,Waitakere Ranges South,Waitemata,Maori,87,85,85,54,27
128000,Waitakere Ranges South,Waitemata,Pacific Peoples,33,29,27,21,19
128100,Northcote Tuff Crater,Waitemata,Maori,70,72,72,59,28
128100,Northcote Tuff Crater,Waitemata,Pacific Peoples,57,56,56,49,34
128200,Northcote Point (Auckland),Waitemata,Maori,126,127,122,99,60
128200,Northcote Point (Auckland),Waitemata,Pacific Peoples,67,69,69,56,30
128300,McLaren Park,Waitemata,Maori,501,477,456,290,143
128300,McLaren Park,Waitemata,Pacific Peoples,1077,980,952,700,345
128400,Henderson East,Waitemata,Maori,262,243,234,160,83
128400,Henderson East,Waitemata,Pacific Peoples,476,440,432,332,157
128500,Te Atatu South-McLeod South,Waitemata,Maori,382,335,326,227,117
128500,Te Atatu South-McLeod South,Waitemata,Pacific Peoples,548,524,517,377,188
128600,Takapuna South,Waitemata,Maori,46,47,47,36,23
128600,Takapuna South,Waitemata,Pacific Peoples,20,20,20,18,12
128700,Rosebank Peninsula,Auckland,Maori,4,3,3,2,1
128700,Rosebank Peninsula,Auckland,Pacific Peoples,1,2,2,0,0
128800,Hauraki,Waitemata,Maori,155,150,148,121,71
128800,Hauraki,Waitemata,Pacific Peoples,47,52,48,37,21
128900,Glendene North,Waitemata,Maori,473,450,431,273,142
128900,Glendene North,Waitemata,Pacific Peoples,971,920,901,675,332
129000,Sunnyvale West-Parrs Park,Waitemata,Maori,292,280,264,145,72
129000,Sunnyvale West-Parrs Park,Waitemata,Pacific Peoples,649,610,599,412,181
129100,Sunnyvale East,Waitemata,Maori,565,535,517,337,179
129100,Sunnyvale East,Waitemata,Pacific Peoples,766,723,710,499,230
129200,Point Chevalier West,Auckland,Maori,216,209,203,149,98
129200,Point Chevalier West,Auckland,Pacific Peoples,189,177,175,140,68
129300,Belmont (Auckland),Waitemata,Maori,144,143,143,115,71
129300,Belmont (Auckland),Waitemata,Pacific Peoples,74,66,65,52,25
129400,Bayswater,Waitemata,Maori,193,188,184,148,95
129400,Bayswater,Waitemata,Pacific Peoples,107,96,95,71,35
129500,Glendene South,Waitemata,Maori,289,251,245,166,103
129500,Glendene South,Waitemata,Pacific Peoples,689,669,660,499,257
129600,Glen Eden West,Waitemata,Maori,441,402,390,232,122
129600,Glen Eden West,Waitemata,Pacific Peoples,703,673,651,465,207
129700,Herne Bay,Auckland,Maori,117,119,119,96,63
129700,Herne Bay,Auckland,Pacific Peoples,35,35,35,29,22
129800,Westmere North,Auckland,Maori,117,111,107,80,51
129800,Westmere North,Auckland,Pacific Peoples,79,81,80,73,44
129900,Point Chevalier East,Auckland,Maori,282,270,266,208,136
129900,Point Chevalier East,Auckland,Pacific Peoples,309,291,287,210,107
130000,Oratia,Waitemata,Maori,82,81,80,53,26
130000,Oratia,Waitemata,Pacific Peoples,58,56,54,41,29
130100,Glen Eden Rosier,Waitemata,Maori,368,341,331,219,96
130100,Glen Eden Rosier,Waitemata,Pacific Peoples,577,562,551,385,179
130200,Saint Marys Bay,Auckland,Maori,83,74,74,67,51
130200,Saint Marys Bay,Auckland,Pacific Peoples,53,45,44,40,24
130300,Westmere South-Western Springs,Auckland,Maori,216,210,207,162,105
130300,Westmere South-Western Springs,Auckland,Pacific Peoples,149,149,148,121,61
130400,Ponsonby West,Auckland,Maori,136,126,124,95,48
130400,Ponsonby West,Auckland,Pacific Peoples,149,142,135,110,64
130500,Kelston North,Waitemata,Maori,337,326,314,208,104
130500,Kelston North,Waitemata,Pacific Peoples,791,737,714,538,264
130600,Avondale Rosebank ,Auckland,Maori,450,418,406,274,155
130600,Avondale Rosebank ,Auckland,Pacific Peoples,1171,1093,1059,788,406
130700,Narrow Neck,Waitemata,Maori,190,189,185,133,93
130700,Narrow Neck,Waitemata,Pacific Peoples,58,56,55,46,31
130800,Glen Eden North,Waitemata,Maori,265,256,250,157,69
130800,Glen Eden North,Waitemata,Pacific Peoples,485,483,476,349,165
130900,Glen Eden Woodglen,Waitemata,Maori,408,379,363,245,106
130900,Glen Eden Woodglen,Waitemata,Pacific Peoples,622,590,576,412,202
131000,Kelston South,Waitemata,Maori,293,268,258,154,62
131000,Kelston South,Waitemata,Pacific Peoples,643,604,591,406,174
131100,Waterview,Auckland,Maori,365,348,339,249,123
131100,Waterview,Auckland,Pacific Peoples,580,563,544,386,162
131200,Ponsonby East,Auckland,Maori,172,154,152,127,84
131200,Ponsonby East,Auckland,Pacific Peoples,184,177,175,150,88
131300,Wynyard-Viaduct,Auckland,Maori,50,46,46,43,33
131300,Wynyard-Viaduct,Auckland,Pacific Peoples,17,13,13,11,6
131400,Stanley Point,Waitemata,Maori,65,63,63,55,36
131400,Stanley Point,Waitemata,Pacific Peoples,31,31,30,22,14
131500,Glen Eden Central,Waitemata,Maori,311,283,276,176,80
131500,Glen Eden Central,Waitemata,Pacific Peoples,313,297,292,224,109
131600,Grey Lynn North,Auckland,Maori,202,200,198,164,97
131600,Grey Lynn North,Auckland,Pacific Peoples,246,237,234,188,122
131700,Avondale West (Auckland),Auckland,Maori,379,344,324,208,100
131700,Avondale West (Auckland),Auckland,Pacific Peoples,1056,987,961,719,339
131800,Freemans Bay,Auckland,Maori,249,249,243,202,127
131800,Freemans Bay,Auckland,Pacific Peoples,173,154,153,125,77
131900,Mount Albert West,Auckland,Maori,181,181,174,128,77
131900,Mount Albert West,Auckland,Pacific Peoples,248,217,214,154,97
132000,Avondale North (Auckland),Auckland,Maori,326,304,299,214,105
132000,Avondale North (Auckland),Auckland,Pacific Peoples,599,549,535,403,208
132100,Grey Lynn West,Auckland,Maori,234,220,212,153,85
132100,Grey Lynn West,Auckland,Pacific Peoples,365,342,337,277,139
132200,Mount Albert North,Auckland,Maori,258,239,238,173,107
132200,Mount Albert North,Auckland,Pacific Peoples,302,288,286,212,102
132300,New Lynn North,Waitemata,Maori,271,244,235,159,75
132300,New Lynn North,Waitemata,Pacific Peoples,507,490,476,336,148
132400,Victoria Park ,Auckland,Maori,123,118,117,99,43
132400,Victoria Park ,Auckland,Pacific Peoples,70,69,68,53,24
132500,Konini,Waitemata,Maori,251,237,235,164,79
132500,Konini,Waitemata,Pacific Peoples,185,167,165,122,62
132600,New Lynn North West,Waitemata,Maori,214,189,183,135,74
132600,New Lynn North West,Waitemata,Pacific Peoples,412,397,390,286,146
132700,Hobson Ridge North,Auckland,Maori,134,108,104,75,36
132700,Hobson Ridge North,Auckland,Pacific Peoples,91,87,84,65,31
132800,Grey Lynn Central,Auckland,Maori,179,188,184,148,78
132800,Grey Lynn Central,Auckland,Pacific Peoples,357,345,337,274,167
132900,Fruitvale,Waitemata,Maori,260,239,232,153,73
132900,Fruitvale,Waitemata,Pacific Peoples,325,307,299,229,112
133000,Devonport,Waitemata,Maori,129,135,133,100,69
133000,Devonport,Waitemata,Pacific Peoples,48,42,42,38,25
133100,Avondale Central (Auckland),Auckland,Maori,225,205,194,144,76
133100,Avondale Central (Auckland),Auckland,Pacific Peoples,435,428,416,334,174
133200,Queen Street,Auckland,Maori,111,110,105,82,42
133200,Queen Street,Auckland,Pacific Peoples,67,69,60,45,25
133300,Quay Street-Customs Street,Auckland,Maori,99,84,83,62,37
133300,Quay Street-Customs Street,Auckland,Pacific Peoples,91,83,81,63,29
133400,Hobson Ridge Central,Auckland,Maori,232,205,190,131,56
133400,Hobson Ridge Central,Auckland,Pacific Peoples,119,124,119,96,37
133500,Grey Lynn East,Auckland,Maori,130,122,121,105,59
133500,Grey Lynn East,Auckland,Pacific Peoples,132,132,127,108,50
133600,Morningside (Auckland),Auckland,Maori,276,268,260,208,117
133600,Morningside (Auckland),Auckland,Pacific Peoples,332,313,306,247,143
133700,Shortland Street,Auckland,Maori,102,99,98,82,41
133700,Shortland Street,Auckland,Pacific Peoples,30,28,28,25,13
133800,Hobson Ridge South,Auckland,Maori,123,107,105,73,31
133800,Hobson Ridge South,Auckland,Pacific Peoples,50,47,46,33,14
133900,New Lynn Central,Waitemata,Maori,47,40,40,28,16
133900,New Lynn Central,Waitemata,Pacific Peoples,43,45,45,36,14
134000,Cheltenham,Waitemata,Maori,54,55,54,48,33
134000,Cheltenham,Waitemata,Pacific Peoples,20,24,24,15,12
134100,Queen Street South West,Auckland,Maori,136,120,117,87,37
134100,Queen Street South West,Auckland,Pacific Peoples,68,58,56,41,18
134200,Mount Albert Central,Auckland,Maori,207,203,196,152,89
134200,Mount Albert Central,Auckland,Pacific Peoples,192,181,180,142,73
134300,Karangahape,Auckland,Maori,152,141,139,116,60
134300,Karangahape,Auckland,Pacific Peoples,105,98,97,78,41
134400,Kingsland,Auckland,Maori,275,259,255,189,110
134400,Kingsland,Auckland,Pacific Peoples,338,321,318,262,150
134500,Anzac Avenue,Auckland,Maori,162,148,142,98,58
134500,Anzac Avenue,Auckland,Pacific Peoples,83,71,70,58,24
134600,Waima-Woodlands Park,Waitemata,Maori,116,110,107,79,49
134600,Waima-Woodlands Park,Waitemata,Pacific Peoples,54,54,54,39,26
134700,Kaurilands,Waitemata,Maori,238,223,220,153,104
134700,Kaurilands,Waitemata,Pacific Peoples,113,109,107,84,51
134800,Auckland-University,Auckland,Maori,9,7,7,5,2
134800,Auckland-University,Auckland,Pacific Peoples,4,4,4,4,1
134900,New Lynn Seabrook,Waitemata,Maori,195,183,180,123,53
134900,New Lynn Seabrook,Waitemata,Pacific Peoples,351,318,314,227,110
135000,Avondale South (Auckland),Auckland,Maori,244,227,223,171,75
135000,Avondale South (Auckland),Auckland,Pacific Peoples,728,698,677,535,299
135100,Symonds Street North West,Auckland,Maori,147,131,126,85,50
135100,Symonds Street North West,Auckland,Pacific Peoples,89,82,80,64,22
135200,Mount Albert South,Auckland,Maori,119,109,104,83,46
135200,Mount Albert South,Auckland,Pacific Peoples,106,90,89,73,45
135300,Symonds Street West,Auckland,Maori,197,182,174,117,44
135300,Symonds Street West,Auckland,Pacific Peoples,113,116,112,86,24
135400,West Lynn,Waitemata,Maori,210,200,196,145,79
135400,West Lynn,Waitemata,Pacific Peoples,202,186,184,142,79
135500,Owairaka West,Auckland,Maori,191,169,162,121,61
135500,Owairaka West,Auckland,Pacific Peoples,323,295,289,210,94
135600,New Lynn Central South,Waitemata,Maori,218,192,183,121,63
135600,New Lynn Central South,Waitemata,Pacific Peoples,370,362,350,245,112
135700,The Strand,Auckland,Maori,81,79,76,63,27
135700,The Strand,Auckland,Pacific Peoples,64,58,57,52,14
135800,St Lukes,Auckland,Maori,99,98,96,75,32
135800,St Lukes,Auckland,Pacific Peoples,162,142,138,107,51
135900,Symonds Street East,Auckland,Maori,178,170,165,120,55
135900,Symonds Street East,Auckland,Pacific Peoples,108,96,90,75,20
136000,Eden Terrace,Auckland,Maori,253,241,232,190,100
136000,Eden Terrace,Auckland,Pacific Peoples,169,169,162,135,81
136100,Grafton,Auckland,Maori,133,124,117,89,57
136100,Grafton,Auckland,Pacific Peoples,50,47,47,42,24
136200,Eden Park,Auckland,Maori,98,90,89,67,44
136200,Eden Park,Auckland,Pacific Peoples,119,113,112,86,53
136300,Sandringham North,Auckland,Maori,164,163,160,122,69
136300,Sandringham North,Auckland,Pacific Peoples,285,264,255,193,104
136400,Parnell West,Auckland,Maori,215,215,209,175,83
136400,Parnell West,Auckland,Pacific Peoples,81,84,84,67,28
136500,New Lynn South,Waitemata,Maori,326,302,292,193,93
136500,New Lynn South,Waitemata,Pacific Peoples,507,493,475,357,185
136600,New Windsor North,Auckland,Maori,191,172,165,116,55
136600,New Windsor North,Auckland,Pacific Peoples,453,425,415,328,169
136700,Titirangi South,Waitemata,Maori,153,144,142,107,63
136700,Titirangi South,Waitemata,Pacific Peoples,95,97,95,72,44
136800,Owairaka East,Auckland,Maori,113,110,105,82,47
136800,Owairaka East,Auckland,Pacific Peoples,248,228,223,165,85
136900,Eden Valley,Auckland,Maori,137,130,127,99,56
136900,Eden Valley,Auckland,Pacific Peoples,73,70,69,53,23
137000,Sandringham Central,Auckland,Maori,108,109,107,79,47
137000,Sandringham Central,Auckland,Pacific Peoples,236,217,209,151,74
137100,Glenavon,Auckland,Maori,252,224,208,112,45
137100,Glenavon,Auckland,Pacific Peoples,714,664,637,432,170
137200,Blockhouse Bay North,Auckland,Maori,155,139,134,86,47
137200,Blockhouse Bay North,Auckland,Pacific Peoples,437,403,396,292,146
137300,Green Bay North,Waitemata,Maori,115,107,101,73,37
137300,Green Bay North,Waitemata,Pacific Peoples,149,148,148,119,59
137400,Parnell East,Auckland,Maori,103,99,98,84,54
137400,Parnell East,Auckland,Pacific Peoples,71,66,66,60,28
137500,Laingholm,Waitemata,Maori,132,118,117,82,46
137500,Laingholm,Waitemata,Pacific Peoples,33,31,31,23,12
137600,Sandringham West,Auckland,Maori,116,107,106,80,43
137600,Sandringham West,Auckland,Pacific Peoples,198,184,181,145,102
137700,Mount Eden North East,Auckland,Maori,90,83,73,57,20
137700,Mount Eden North East,Auckland,Pacific Peoples,59,52,47,33,18
137800,Mount Eden North,Auckland,Maori,114,112,112,88,52
137800,Mount Eden North,Auckland,Pacific Peoples,111,96,96,82,46
137900,Wesley West,Auckland,Maori,204,180,161,101,45
137900,Wesley West,Auckland,Pacific Peoples,1086,986,953,689,304
138000,Green Bay South,Waitemata,Maori,150,147,138,98,43
138000,Green Bay South,Waitemata,Pacific Peoples,139,134,134,102,54
138100,Balmoral,Auckland,Maori,132,127,125,90,48
138100,Balmoral,Auckland,Pacific Peoples,203,188,183,147,82
