SA2 CODE 2018,SA2 2018,DHB, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
142700,Saint Heliers West,Auckland,3234,3048,2970, 942 , 918 
142800,One Tree Hill,Auckland,3770,Masked,3417, >950 , 906 
142900,Hillsborough East (Auckland),Auckland,2141,Masked,2002, >950 , 935 
143000,Saint Heliers North,Auckland,3655,3429,3326, 938 , 910 
143100,Remuera Abbotts Park,Auckland,3330,Masked,3118, >950 , 936 
143200,Meadowbank East,Auckland,2197,Masked,2059, >950 , 937 
143300,Ellerslie Central,Auckland,2864,2703,2588, 944 , 904 
143400,Royal Oak East (Auckland),Auckland,2470,2339,2257, 947 , 914 
143500,Saint Heliers South,Auckland,3760,3512,3422, 934 , 910 
143600,Hillsborough South (Auckland),Auckland,2539,2408,2304, 948 , 907 
143700,Saint Johns West,Auckland,2731,Masked,2521, >950 , 923 
143800,Greenlane South,Auckland,3330,3156,3009, 948 , 904 
143900,Remuera Waiatarua,Auckland,2042,Masked,1912, >950 , 936 
144000,Glendowie North,Auckland,3696,Masked,Masked, >950 , >950 
144100,Onehunga West,Auckland,3269,Masked,2997, >950 , 917 
144200,Ellerslie West,Auckland,166,Masked,Masked, >950 , >950 
144300,Onehunga North,Auckland,3147,Masked,2845, >950 , 904 
144400,Ellerslie East,Auckland,2530,Masked,2348, >950 , 928 
144500,Saint Johns East,Auckland,2299,Masked,2122, >950 , 923 
144600,Oneroa West,Auckland,1209,1105,1031, 914 , 853 
144700,Glen Innes West,Auckland,3597,3232,2921, 899 , 812 
144800,Ellerslie South,Auckland,2127,Masked,1977, >950 , 929 
144900,Stonefields West,Auckland,1830,Masked,1689, >950 , 923 
145000,Onehunga Central,Auckland,2795,Masked,2556, >950 , 914 
145100,Glendowie South,Auckland,3861,3655,3530, 947 , 914 
145200,Oranga,Auckland,2335,2131,1922, 913 , 823 
145300,Mount Wellington North West,Auckland,2765,Masked,2561, >950 , 926 
145400,Panmure Glen Innes Industrial,Auckland,351,316,286, 900 , 815 
145500,Onehunga-Te Papapa Industrial,Auckland,1087,1021,963, 939 , 886 
145600,Te Papapa,Auckland,2694,Masked,2398, >950 , 890 
145700,Stonefields East,Auckland,1606,1492,1440, 929 , 897 
145800,Glen Innes East-Wai O Taiki Bay,Auckland,3739,3413,3069, 913 , 821 
145900,Penrose,Auckland,1071,994,952, 928 , 889 
146000,Mount Wellington North East,Auckland,1695,Masked,Masked, >950 , >950 
146100,Mangere Bridge Ambury,Counties Manukau,2974,2768,2611, 931 , 878 
146200,Mount Wellington Ferndale,Auckland,3370,Masked,3152, >950 , 935 
146300,Point England,Auckland,3905,3408,2972, 873 , 761 
146400,Bucklands Beach North,Counties Manukau,2658,2468,2395, 929 , 901 
146500,Mount Wellington East,Auckland,2152,Masked,1936, >950 , 900 
146600,Mount Wellington West,Auckland,2585,Masked,2330, >950 , 901 
146700,Panmure West,Auckland,252,Masked,233, >950 , 925 
146800,Mangere Bridge,Counties Manukau,2474,2252,2132, 910 , 862 
146900,Oneroa East-Palm Beach,Auckland,1122,1027,960, 915 , 856 
147000,Tamaki,Auckland,3484,3107,2785, 892 , 799 
147100,Panmure East,Auckland,2885,Masked,2578, >950 , 894 
147200,Mount Wellington Central,Auckland,4196,3981,3778, 949 , 900 
147400,Sylvia Park,Auckland,99,93,89, 939 , 899 
147500,Mangere Mountain View,Counties Manukau,3481,3069,2817, 882 , 809 
147600,Surfdale,Auckland,1758,1609,1488, 915 , 846 
147800,Half Moon Bay West,Counties Manukau,2533,2365,2290, 934 , 904 
147900,Auckland Airport,Counties Manukau,540,475,405, 880 , 750 
148000,Eastern Beach,Counties Manukau,2044,1896,1835, 928 , 898 
148100,Sunnyhills West-Pakuranga North,Counties Manukau,2785,2639,2541, 948 , 912 
148200,Favona North,Counties Manukau,2422,2108,1903, 870 , 786 
148300,Bucklands Beach Central,Counties Manukau,1733,Masked,1585, >950 , 915 
148400,Farm Cove,Counties Manukau,2148,Masked,1996, >950 , 929 
148500,Mangere North,Counties Manukau,1812,1565,1379, 864 , 761 
148600,Favona West,Counties Manukau,2798,2478,2196, 886 , 785 
148700,Ostend,Auckland,1756,1566,1448, 892 , 825 
148800,Half Moon Bay North East,Counties Manukau,1858,1744,1686, 939 , 907 
148900,Mangere West,Counties Manukau,3533,2953,2585, 836 , 732 
149000,Pakuranga West,Counties Manukau,3612,3410,3201, 944 , 886 
149100,Mount Wellington South West,Auckland,2355,Masked,2111, >950 , 896 
149200,Sunnyhills East,Counties Manukau,2958,Masked,2718, >950 , 919 
149300,Half Moon Bay South East,Counties Manukau,2609,Masked,2371, >950 , 909 
149400,Favona East,Counties Manukau,3290,2923,2625, 888 , 798 
149500,Mount Wellington South East,Auckland,2514,2280,2034, 907 , 809 
149600,Otahuhu Industrial,Counties Manukau,43,Masked,Masked, >950 , >950 
149700,Bucklands Beach South,Counties Manukau,3711,3520,3329, 949 , 897 
149800,Pakuranga Central,Counties Manukau,2876,Masked,2581, >950 , 897 
149900,Awhitu,Counties Manukau,2438,2124,1963, 871 , 805 
150000,Harania North,Counties Manukau,3338,2899,2518, 868 , 754 
150100,Otahuhu Central,Auckland,1467,1354,1243, 923 , 847 
150200,Mangere Central,Counties Manukau,3111,2686,2395, 863 , 770 
150300,Otahuhu North,Auckland,3038,2856,2606, 940 , 858 
150400,Howick West,Counties Manukau,3396,3180,3011, 936 , 887 
150500,Pakuranga Heights North West,Counties Manukau,2271,2061,1930, 908 , 850 
150600,Mellons Bay,Counties Manukau,3690,3483,3367, 944 , 912 
150700,Pakuranga Heights East,Counties Manukau,2540,2401,2271, 945 , 894 
150800,Sutton Park,Counties Manukau,3177,2778,2485, 874 , 782 
150900,Otahuhu East,Auckland,1950,1788,1634, 917 , 838 
151000,Mangere South,Counties Manukau,3089,2721,2460, 881 , 796 
151100,Onetangi,Auckland,1107,995,914, 899 , 826 
151200,Harania South,Counties Manukau,2791,2475,2199, 887 , 788 
151300,Highland Park (Auckland),Counties Manukau,3990,3725,3544, 934 , 888 
151400,Otahuhu South West,Auckland,3055,2809,2565, 919 , 840 
151500,Pakuranga Heights South West,Counties Manukau,2767,Masked,2489, >950 , 900 
151600,Mangere Mascot,Counties Manukau,3206,2787,2460, 869 , 767 
151700,Waiheke East,Auckland,892,771,722, 864 , 809 
151800,Massey Road West,Counties Manukau,3127,2697,2401, 862 , 768 
151900,Otahuhu South,Auckland,3068,2850,2595, 929 , 846 
152000,Howick Central,Counties Manukau,3047,2852,2713, 936 , 890 
152100,Massey Road North,Counties Manukau,2820,2580,2337, 915 , 829 
152200,Botany Downs West,Counties Manukau,2515,2344,2237, 932 , 889 
152300,East Tamaki,Counties Manukau,380,Masked,340, >950 , 895 
152400,Howick East,Counties Manukau,2975,2787,2662, 937 , 895 
152500,Burswood,Counties Manukau,1353,Masked,1263, >950 , 933 
152600,Massey Road South,Counties Manukau,1537,1349,1202, 878 , 782 
152800,Mangere South East,Counties Manukau,3342,3017,2763, 903 , 827 
152900,Botany Downs East,Counties Manukau,1878,Masked,1768, >950 , 941 
153000,Grange,Counties Manukau,1810,1612,1439, 891 , 795 
153100,Golflands,Counties Manukau,2185,2073,1998, 949 , 914 
153200,Aorere North,Counties Manukau,1288,1154,1017, 896 , 790 
153300,Mangere East,Counties Manukau,3264,Masked,2859, >950 , 876 
153400,Cockle Bay,Counties Manukau,3766,Masked,3447, >950 , 915 
153500,Otara West,Counties Manukau,2751,2240,1886, 814 , 686 
153600,Aorere Central,Counties Manukau,1820,1662,1523, 913 , 837 
153700,Northpark North,Counties Manukau,2555,2349,2251, 919 , 881 
153800,Somerville,Counties Manukau,4024,3706,3591, 921 , 892 
153900,Northpark South,Counties Manukau,1988,1846,1778, 929 , 894 
154000,Papatoetoe North,Counties Manukau,4095,Masked,3739, >950 , 913 
154100,Dingwall,Counties Manukau,3010,Masked,2813, >950 , 935 
154200,Aorere South,Counties Manukau,3972,3634,3385, 915 , 852 
154300,Shelly Park,Counties Manukau,2487,Masked,2269, >950 , 912 
154400,Otara Central,Counties Manukau,2333,1952,1684, 837 , 722 
154500,Huntington Park,Counties Manukau,1731,1618,1553, 935 , 897 
154700,Botany North,Counties Manukau,2405,2222,2129, 924 , 885 
154800,Papatoetoe West,Counties Manukau,3939,3712,3477, 942 , 883 
154900,Papatoetoe Central,Counties Manukau,4573,Masked,4162, >950 , 910 
155000,Sunkist Bay,Counties Manukau,2714,Masked,2495, >950 , 919 
155100,Otara East,Counties Manukau,3154,2698,2338, 855 , 741 
155200,Redcastle,Counties Manukau,2212,2020,1926, 913 , 871 
155300,Botany East,Counties Manukau,1737,Masked,1609, >950 , 926 
155400,Botany South,Counties Manukau,2479,2342,2257, 945 , 910 
155500,Manukau Central,Counties Manukau,1006,912,828, 907 , 823 
155600,Papatoetoe East,Counties Manukau,3775,Masked,3367, >950 , 892 
155700,Otara South,Counties Manukau,3167,2610,2254, 824 , 712 
155800,Ferguson,Counties Manukau,3693,3075,2617, 833 , 709 
155900,Papatoetoe South West,Counties Manukau,3085,2864,2654, 928 , 860 
156000,Botany Junction,Counties Manukau,137,118,110, 861 , 803 
156100,Dannemora North,Counties Manukau,2175,Masked,2002, >950 , 920 
156200,Papatoetoe South,Counties Manukau,3584,Masked,3257, >950 , 909 
156300,East Tamaki Heights,Counties Manukau,2611,2419,2321, 926 , 889 
156400,Te Puru,Counties Manukau,3538,Masked,3285, >950 , 928 
156500,Puhinui North,Counties Manukau,3272,Masked,3008, >950 , 919 
156600,Dannemora South,Counties Manukau,2467,Masked,2264, >950 , 918 
156700,Puhinui South,Counties Manukau,2108,Masked,1927, >950 , 914 
156800,Rongomai West,Counties Manukau,2043,1686,1457, 825 , 713 
156900,Baverstock,Counties Manukau,3536,3321,3178, 939 , 899 
157000,Puhinui East,Counties Manukau,2309,Masked,2092, >950 , 906 
157100,Turanga,Counties Manukau,2781,2611,2498, 939 , 898 
157200,Rongomai East,Counties Manukau,1827,1539,1364, 842 , 747 
157300,Ormiston North,Counties Manukau,2175,Masked,2021, >950 , 929 
157400,Maraetai,Counties Manukau,2112,2004,1931, 949 , 914 
157500,Chapel Downs,Counties Manukau,2870,2688,2521, 937 , 878 
157600,Wiri West,Counties Manukau,754,631,542, 837 , 719 
157700,Clover Park North,Counties Manukau,3793,3315,2950, 874 , 778 
157800,Mission Heights North,Counties Manukau,3032,Masked,2758, >950 , 910 
157900,Clover Park South,Counties Manukau,3449,3196,2953, 927 , 856 
158000,Donegal Park,Counties Manukau,3605,Masked,3360, >950 , 932 
158100,Ormiston South,Counties Manukau,5627,Masked,Masked, >950 , >950 
158200,Mission Heights South,Counties Manukau,2935,Masked,2714, >950 , 925 
158300,Hilltop (Auckland),Counties Manukau,3189,Masked,2865, >950 , 898 
158400,Wiri East,Counties Manukau,3701,3092,2717, 835 , 734 
158500,Goodwood Heights,Counties Manukau,3936,3712,3487, 943 , 886 
158600,Ormiston East,Counties Manukau,2892,Masked,Masked, >950 , >950 
158700,Clendon Park North,Counties Manukau,2580,2212,1861, 857 , 721 
158800,Burbank,Counties Manukau,3151,2697,2347, 856 , 745 
158900,Tuscany Heights,Counties Manukau,1407,1298,1247, 923 , 886 
159000,Totara Heights,Counties Manukau,2474,2328,2195, 941 , 887 
159100,Homai East,Counties Manukau,2911,2643,2428, 908 , 834 
159200,Homai West,Counties Manukau,3920,3381,2970, 863 , 758 
159300,The Gardens (Auckland),Counties Manukau,3398,3217,3080, 947 , 906 
159400,Clarks Beach,Counties Manukau,1157,Masked,1040, >950 , 899 
159500,Clendon Park West,Counties Manukau,2553,2259,1971, 885 , 772 
159600,Hillpark North,Counties Manukau,1770,1647,1540, 931 , 870 
159700,Clendon Park East,Counties Manukau,1746,1546,1331, 885 , 762 
159800,Karaka Creek,Counties Manukau,1243,1173,1117, 944 , 899 
159900,Rowandale West,Counties Manukau,2774,2382,2052, 859 , 740 
160000,Rowandale East,Counties Manukau,3154,2773,2474, 879 , 784 
160100,Manurewa Central,Counties Manukau,3044,2846,2603, 935 , 855 
160200,Weymouth North,Counties Manukau,3870,3449,3046, 891 , 787 
160300,Hillpark South,Counties Manukau,2377,2235,2109, 940 , 887 
160400,Alfriston,Counties Manukau,3477,3179,2988, 914 , 859 
160500,Weymouth East,Counties Manukau,3000,2613,2318, 871 , 773 
160600,Leabank,Counties Manukau,3536,3125,2727, 884 , 771 
160700,Weymouth South,Counties Manukau,3078,2690,2424, 874 , 788 
160800,Manurewa East,Counties Manukau,2415,2159,1889, 894 , 782 
160900,Manurewa South,Counties Manukau,3298,2981,2682, 904 , 813 
161000,Randwick Park East,Counties Manukau,2125,1896,1738, 892 , 818 
161100,Wattle Downs West,Counties Manukau,3165,2962,2801, 936 , 885 
161200,Wattle Downs North,Counties Manukau,1945,1642,1367, 844 , 703 
161300,Randwick Park West,Counties Manukau,2735,2297,1985, 840 , 726 
161400,Kingseat-Karaka,Counties Manukau,2364,2179,2003, 922 , 847 
161500,Wattle Downs East,Counties Manukau,1979,1810,1697, 915 , 858 
161600,Takanini North,Counties Manukau,2038,1825,1637, 895 , 803 
161800,Conifer Grove West,Counties Manukau,2663,Masked,2472, >950 , 928 
161900,Conifer Grove East,Counties Manukau,1745,1557,1441, 892 , 826 
162000,Takanini West,Counties Manukau,2223,2049,1842, 922 , 829 
162100,Takanini South,Counties Manukau,5195,Masked,4912, >950 , 946 
162200,Takanini Central,Counties Manukau,1007,Masked,931, >950 , 925 
162300,Ardmore,Counties Manukau,1057,979,915, 926 , 866 
162400,Glenbrook,Counties Manukau,1973,1793,1686, 909 , 855 
162500,Hingaia,Counties Manukau,2190,2026,1943, 925 , 887 
162600,Takanini South East,Counties Manukau,2336,Masked,2069, >950 , 886 
162700,Kawakawa Bay-Orere,Counties Manukau,1593,1447,1365, 908 , 857 
162800,Papakura West,Counties Manukau,1501,1342,1249, 894 , 832 
162900,Clevedon,Counties Manukau,1226,1151,1106, 939 , 902 
163000,Papakura North,Counties Manukau,3176,2861,2597, 901 , 818 
163100,Pahurehure,Counties Manukau,2675,2524,2397, 944 , 896 
163200,Papakura Central,Counties Manukau,2732,2477,2260, 907 , 827 
163300,Papakura North East,Counties Manukau,2996,Masked,2677, >950 , 894 
163400,Karaka Lakes,Counties Manukau,2011,Masked,1826, >950 , 908 
163500,Papakura Kelvin,Counties Manukau,3324,2856,2427, 859 , 730 
163600,Papakura Massey Park,Counties Manukau,2121,1914,1669, 902 , 787 
163700,Rosehill,Counties Manukau,3351,3051,2722, 910 , 812 
163800,Patumahoe,Counties Manukau,1852,Masked,1669, >950 , 901 
163900,Papakura East,Counties Manukau,2527,2249,2011, 890 , 796 
164000,Opaheke,Counties Manukau,2345,2158,1986, 920 , 847 
164100,Papakura Industrial,Counties Manukau,180,165,136, 917 , 756 
164200,Red Hill,Counties Manukau,2083,1860,1644, 893 , 789 
164300,Drury,Counties Manukau,1148,1024,933, 892 , 813 
164400,Tamakae,Counties Manukau,1951,1806,1667, 926 , 854 
164500,Hamilton Estate,Counties Manukau,2064,1889,1738, 915 , 842 
164600,Drury Rural,Counties Manukau,2312,2117,1996, 916 , 863 
164700,Waiuku Central,Counties Manukau,1030,930,856, 903 , 831 
164800,Waiuku East,Counties Manukau,1336,1257,1159, 941 , 868 
164900,Kendallvale,Counties Manukau,859,779,729, 907 , 849 
165000,Puni,Counties Manukau,1372,1297,1212, 945 , 883 
165100,Ramarama,Counties Manukau,1939,1818,1722, 938 , 888 
165200,Hunua,Counties Manukau,1166,1047,993, 898 , 852 
165300,Pukekohe North West,Counties Manukau,3575,3240,2920, 906 , 817 
165400,Anselmi Ridge,Counties Manukau,2300,2163,2093, 940 , 910 
165500,Pukekohe West,Counties Manukau,4710,4420,3995, 938 , 848 
165600,Cape Hill,Counties Manukau,1181,Masked,1055, >950 , 893 
165700,Rosa Birch Park,Counties Manukau,1715,1599,1537, 932 , 896 
165800,Rooseville Park,Counties Manukau,1945,1804,1690, 928 , 869 
165900,Cloverlea (Auckland),Counties Manukau,2007,1887,1797, 940 , 895 
166000,Pukekohe Central,Counties Manukau,311,274,247, 881 , 794 
166100,Pukekohe Hospital,Counties Manukau,1262,Masked,1136, >950 , 900 
166200,Buckland,Counties Manukau,922,873,823, 947 , 893 
166300,Bombay Hills,Counties Manukau,1648,1476,1394, 896 , 846 
166400,Ararimu,Counties Manukau,1733,1558,1472, 899 , 849 
166500,Colville,Waikato,1327,1004,873, 757 , 658 
166700,Coromandel,Waikato,1579,1297,1184, 821 , 750 
166900,Mercury Bay North,Waikato,1563,1269,1174, 812 , 751 
167000,Whitianga North,Waikato,1461,1254,1182, 858 , 809 
167100,Whitianga South,Waikato,3641,3210,2946, 882 , 809 
167200,Thames Coast,Waikato,1516,1328,1227, 876 , 809 
167300,Cooks Beach-Ferry Landing,Waikato,421,364,339, 865 , 805 
167400,Mercury Bay South,Waikato,1128,959,860, 850 , 762 
167500,Kauaeranga,Waikato,493,406,377, 824 , 765 
167600,Thames North,Waikato,1721,1516,1409, 881 , 819 
167700,Thames Central,Waikato,993,872,802, 878 , 808 
167800,Thames South,Waikato,2951,2556,2344, 866 , 794 
167900,Hikuai,Waikato,185,136,121, 735 , 654 
168000,Totora-Kopu,Waikato,747,676,627, 905 , 839 
168100,Tairua,Waikato,1333,1144,1042, 858 , 782 
168200,Pauanui,Waikato,849,758,707, 893 , 833 
168300,Matatoki-Puriri,Waikato,952,755,671, 793 , 705 
168400,Whangamata Rural,Waikato,380,322,288, 847 , 758 
168500,Whangamata,Waikato,3589,3141,2910, 875 , 811 
168600,Miranda-Pukorokoro,Counties Manukau,757,663,613, 876 , 810 
168700,Hauraki Plains North,Waikato,960,812,729, 846 , 759 
168800,Hauraki Plains East,Waikato,1119,955,848, 853 , 758 
168900,Ngatea,Waikato,1241,1137,1061, 916 , 855 
169000,Hauraki Plains South,Waikato,1173,936,794, 798 , 677 
169100,Paeroa Rural,Waikato,1624,1291,1143, 795 , 704 
169200,Paeroa,Waikato,3905,3300,2970, 845 , 761 
169300,Waihi Rural,Waikato,1924,1535,1396, 798 , 726 
169400,Waihi North,Waikato,1612,1283,1150, 796 , 713 
169500,Waihi East,Waikato,1234,978,861, 793 , 698 
169600,Waihi South,Waikato,2010,1639,1479, 815 , 736 
169700,Aka Aka,Counties Manukau,2425,2211,2089, 912 , 861 
169800,Mangatangi,Counties Manukau,825,767,700, 930 , 848 
169900,Tuakau Rural,Counties Manukau,1291,1198,1113, 928 , 862 
170000,Tuakau North,Counties Manukau,2511,2300,2058, 916 , 820 
170100,Onewhero,Counties Manukau,1240,1083,989, 873 , 798 
170200,Pokeno Rural,Counties Manukau,1403,1260,1167, 898 , 832 
170300,Tuakau South,Counties Manukau,1511,1410,1272, 933 , 842 
170400,Port Waikato-Waikaretu,Counties Manukau,580,499,449, 860 , 774 
170500,Pokeno,Counties Manukau,3435,Masked,3118, >950 , 908 
170600,Pukekawa,Counties Manukau,1253,1145,1073, 914 , 856 
170700,Maramarua,Waikato,1338,1169,1047, 874 , 783 
170800,Rangiriri,Waikato,1430,1230,1110, 860 , 776 
170900,Te Akau,Counties Manukau,261,229,210, 877 , 805 
170900,Te Akau,Waikato,1346,1186,1070, 881 , 795 
171100,Te Kauwhata,Waikato,1383,1202,1076, 869 , 778 
171200,Huntly Rural,Waikato,1828,1580,1402, 864 , 767 
171300,Waerenga,Waikato,739,619,565, 838 , 765 
171400,Huntly West,Waikato,2404,1892,1546, 787 , 643 
171500,Huntly East,Waikato,4029,3553,3167, 882 , 786 
171600,Raglan,Waikato,2997,2489,2203, 830 , 735 
171700,Whitikahu,Waikato,1553,1430,1306, 921 , 841 
171800,Te Uku,Waikato,2301,1892,1677, 822 , 729 
171900,Taupiri-Lake Kainui,Waikato,2026,1761,1601, 869 , 790 
172000,Ngaruawahia North,Waikato,1402,1183,1024, 844 , 730 
172100,Ngaruawahia Central,Waikato,2481,2083,1829, 840 , 737 
172200,Ngaruawahia South,Waikato,1498,1308,1142, 873 , 762 
172300,Kainui-Gordonton,Waikato,1370,1264,1160, 923 , 847 
172400,Te Kowhai,Waikato,1713,1594,1498, 931 , 874 
172500,Whatawhata West,Waikato,374,331,302, 885 , 807 
172600,Horotiu,Waikato,504,426,378, 845 , 750 
172700,Horsham Downs,Waikato,625,570,540, 912 , 864 
172800,Whatawhata East,Waikato,2388,2172,1981, 910 , 830 
172900,Rotokauri ,Waikato,858,780,714, 909 , 832 
173000,Hamilton Park,Waikato,1287,1184,1099, 920 , 854 
173100,Eureka-Tauwhare,Waikato,1664,1538,1419, 924 , 853 
173200,Tamahere North,Waikato,3809,3553,3380, 933 , 887 
173300,Pukemoremore,Waikato,1976,1870,1714, 946 , 867 
173400,Tamahere South,Waikato,1801,1700,1609, 944 , 893 
173500,Tahuna-Mangateparu,Waikato,1245,1095,986, 880 , 792 
173600,Mangaiti,Waikato,1043,868,749, 832 , 718 
173700,Tatuanui,Waikato,1075,962,872, 895 , 811 
173800,Tahuroa,Waikato,1457,1331,1213, 914 , 833 
173900,Morrinsville East,Waikato,4274,3963,3682, 927 , 861 
174000,Morrinsville West,Waikato,2478,2207,1984, 891 , 801 
174100,Te Aroha East,Waikato,2186,1761,1541, 806 , 705 
174200,Te Aroha West,Waikato,1729,1529,1411, 884 , 816 
174300,Waihou-Manawaru,Waikato,955,773,692, 809 , 725 
174400,Waitoa-Ngarua,Waikato,904,816,722, 903 , 799 
174500,Richmond Downs-Wardville,Waikato,979,857,740, 875 , 756 
174600,Waharoa-Peria,Waikato,1295,1124,974, 868 , 752 
174700,Okauia,Waikato,826,724,644, 877 , 780 
174800,Hinuera,Waikato,1008,906,814, 899 , 808 
174900,Matamata North,Waikato,2787,2481,2288, 890 , 821 
175000,Matamata South,Waikato,4507,4055,3737, 900 , 829 
175100,Te Poi,Waikato,669,567,519, 848 , 776 
175200,Te Rapa North,Waikato,137,117,107, 854 , 781 
175300,Flagstaff North,Waikato,3325,Masked,3021, >950 , 909 
175400,Rotokauri-Waiwhakareke,Waikato,694,Masked,625, >950 , 901 
175500,Flagstaff South,Waikato,2814,Masked,2625, >950 , 933 
175600,Rototuna North,Waikato,1544,Masked,1432, >950 , 927 
175700,Pukete West,Waikato,1743,1617,1458, 928 , 836 
175800,Flagstaff East,Waikato,3351,Masked,3037, >950 , 906 
175900,Rototuna Central,Waikato,4031,3821,3600, 948 , 893 
176000,Pukete East,Waikato,1955,Masked,1760, >950 , 900 
176100,Te Manatu,Waikato,3163,Masked,2823, >950 , 893 
176200,Rototuna South,Waikato,3779,Masked,3412, >950 , 903 
176300,Te Rapa South,Waikato,215,Masked,187, >950 , 870 
176400,Saint Andrews West,Waikato,2430,2134,1918, 878 , 789 
176500,Saint Andrews East,Waikato,2209,2025,1906, 917 , 863 
176600,Queenwood (Hamilton City),Waikato,2074,1967,1856, 948 , 895 
176700,St James,Waikato,1656,1571,1489, 949 , 899 
176800,Crawshaw,Waikato,2410,2011,1695, 834 , 703 
176900,Huntington,Waikato,2219,Masked,2067, >950 , 932 
177000,Western Heights (Hamilton City),Waikato,2600,Masked,2360, >950 , 908 
177100,Nawton West,Waikato,3066,2818,2535, 919 , 827 
177200,Nawton East,Waikato,3397,2994,2644, 881 , 778 
177300,Chartwell,Waikato,2071,1836,1644, 887 , 794 
177400,Forest Lake (Hamilton City),Waikato,2106,1929,1760, 916 , 836 
177500,Chedworth,Waikato,1542,1419,1332, 920 , 864 
177600,Beerescourt,Waikato,2004,1852,1739, 924 , 868 
177700,Miropiko,Waikato,2751,2580,2417, 938 , 879 
177800,Porritt,Waikato,2108,1877,1685, 890 , 799 
177900,Dinsdale North,Waikato,3593,3273,2971, 911 , 827 
178000,Maeroa,Waikato,3125,2818,2509, 902 , 803 
178100,Dinsdale South,Waikato,3353,3081,2807, 919 , 837 
178200,Fairfield (Hamilton City),Waikato,3609,3067,2615, 850 , 725 
178300,Whitiora,Waikato,2294,2148,1965, 936 , 857 
178400,Enderley North,Waikato,1927,1592,1326, 826 , 688 
178500,Fairview Downs,Waikato,2726,2547,2293, 934 , 841 
178600,Temple View,Waikato,1038,877,768, 845 , 740 
178700,Swarbrick,Waikato,2100,1938,1748, 923 , 832 
178800,Kahikatea,Waikato,2714,2378,2097, 876 , 773 
178900,Frankton Junction ,Waikato,592,531,472, 897 , 797 
179000,Kirikiriroa,Waikato,447,424,360, 949 , 805 
179100,Enderley South,Waikato,2281,2023,1755, 887 , 769 
179200,Ruakura,Waikato,1692,Masked,1585, >950 , 937 
179300,Claudelands,Waikato,2513,Masked,2239, >950 , 891 
179400,Hamilton Central,Waikato,759,721,662, 950 , 872 
179500,Hamilton Lake,Waikato,3050,Masked,2751, >950 , 902 
179600,Peachgrove,Waikato,3051,2883,2666, 945 , 874 
179700,Hamilton East Village,Waikato,2691,Masked,2415, >950 , 897 
179800,Hamilton West,Waikato,1437,1364,1270, 949 , 884 
179900,Greensboro,Waikato,2900,Masked,2574, >950 , 888 
180000,Hamilton East Cook,Waikato,1676,Masked,1417, >950 , 845 
180100,Melville North,Waikato,2505,2322,2131, 927 , 851 
180200,Hamilton East,Waikato,3255,3015,2798, 926 , 860 
180300,Melville South,Waikato,1864,1734,1524, 930 , 818 
180400,Deanwell,Waikato,1687,1505,1360, 892 , 806 
180500,Bader,Waikato,2062,1731,1474, 839 , 715 
180600,Hillcrest West (Hamilton City),Waikato,2162,Masked,1913, >950 , 885 
180700,Hillcrest East (Hamilton City),Waikato,2456,Masked,2204, >950 , 897 
180800,Silverdale (Hamilton City),Waikato,1696,Masked,1461, >950 , 861 
180900,Glenview,Waikato,1825,1697,1534, 930 , 841 
181000,Resthill,Waikato,2095,1905,1771, 909 , 845 
181100,Fitzroy ,Waikato,2865,2720,2535, 949 , 885 
181200,Riverlea,Waikato,2356,2223,2110, 944 , 896 
181300,Peacockes,Waikato,267,244,230, 914 , 861 
181400,Te Pahu,Waikato,1128,1012,908, 897 , 805 
181500,Ngahinapouri,Waikato,1350,1257,1148, 931 , 850 
181600,Lake Cameron,Waikato,1154,1090,1020, 945 , 884 
181700,Lake Ngaroto,Waikato,942,867,802, 920 , 851 
181800,Kaipaki,Waikato,1324,1199,1111, 906 , 839 
181900,Pirongia,Waikato,1029,926,870, 900 , 845 
182000,Hautapu Rural,Waikato,601,557,522, 927 , 869 
182100,Pokuru,Waikato,1174,1048,951, 893 , 810 
182200,Te Rahu,Waikato,1019,937,850, 920 , 834 
182300,Fencourt,Waikato,641,597,554, 931 , 864 
182400,Hautapu,Waikato,522,Masked,465, >950 , 891 
182500,Karapiro,Waikato,1962,1818,1676, 927 , 854 
182600,Cambridge North,Waikato,2188,Masked,2038, >950 , 931 
182700,Cambridge West,Waikato,2192,2031,1914, 927 , 873 
182800,Cambridge East,Waikato,2375,2198,2063, 925 , 869 
182900,Cambridge Park-River Garden,Waikato,1237,1160,1114, 938 , 901 
183000,Oaklands-St Kilda,Waikato,1531,1437,1383, 939 , 903 
183100,Pukerimu,Waikato,910,849,797, 933 , 876 
183200,Cambridge Central,Waikato,862,793,747, 920 , 867 
183300,Te Awamutu North,Waikato,974,885,798, 909 , 819 
183400,Te Awamutu West,Waikato,1138,1012,916, 889 , 805 
183500,Leamington West,Waikato,1376,1247,1163, 906 , 845 
183600,Goodfellow Park,Waikato,1490,1308,1185, 878 , 795 
183700,Leamington South,Waikato,1560,1438,1361, 922 , 872 
183800,Leamington Central,Waikato,2062,1829,1697, 887 , 823 
183900,Leamington East,Waikato,1725,1611,1508, 934 , 874 
184000,Te Awamutu Stadium,Waikato,1569,1435,1331, 915 , 848 
184100,Te Awamutu Central,Waikato,390,345,331, 885 , 849 
184200,Pekerau,Waikato,2146,1976,1827, 921 , 851 
