Ethnic group,Age group,Gender,DHB of residence,Population
Asian,50 to 54,Male,Waitemata,4139
European or Other,65 to 69,Male,MidCentral,4142
Maori,15 to 19,Male,Counties Manukau,4143
Asian,20 to 24,Female,Waitemata,4148
Asian,15 to 19,Female,Auckland,4152
Maori,20 to 24,Male,Waikato,4172
Asian,15 to 19,Female,Counties Manukau,4195
Asian,60 to 64,Female,Waitemata,4196
European or Other,65 to 69,Female,Hawke's Bay,4206
European or Other,50 to 54,Male,Northland,4209
Asian,20 to 24,Female,Counties Manukau,4220
Maori,20 to 24,Female,Waikato,4221
Asian,15 to 19,Male,Auckland,4228
European or Other,70 to 74,Female,MidCentral,4237
Asian,25 to 29,Male,Canterbury,4246
European or Other,55 to 59,Male,Hawke's Bay,4246
European or Other,0 to 4,Male,Bay of Plenty,4254
Asian,55 to 59,Female,Counties Manukau,4273
European or Other,50 to 54,Male,MidCentral,4292
European or Other,50 to 54,Female,Northland,4307
Maori,0 to 4,Female,Counties Manukau,4314
European or Other,50 to 54,Female,Hawke's Bay,4342
European or Other,15 to 19,Female,Bay of Plenty,4345
Asian,50 to 54,Male,Counties Manukau,4360
European or Other,65 to 69,Female,MidCentral,4361
European or Other,60 to 64,Male,Hawke's Bay,4363
Maori,15 to 19,Female,Waikato,4368
European or Other,5 to 9,Female,Bay of Plenty,4371
Asian,10 to 14,Male,Auckland,4394
Maori,15 to 19,Male,Waikato,4400
Asian,20 to 24,Male,Waitemata,4402
European or Other,45 to 49,Male,Nelson Marlborough,4416
Asian,55 to 59,Female,Waitemata,4420
European or Other,0 to 4,Male,Capital and Coast,4433
Asian,35 to 39,Male,Canterbury,4436
Asian,55 to 59,Female,Auckland,4447
Asian,15 to 19,Male,Waitemata,4455
Pacific Peoples,50 to 54,Female,Counties Manukau,4463
European or Other,55 to 59,Female,Hawke's Bay,4464
European or Other,25 to 29,Male,Bay of Plenty,4475
European or Other,70 to 74,Male,Capital and Coast,4475
European or Other,75 to 79,Male,Bay of Plenty,4483
Pacific Peoples,45 to 49,Female,Counties Manukau,4485
Pacific Peoples,40 to 44,Male,Counties Manukau,4503
European or Other,80 to 84,Male,Waitemata,4511
Asian,0 to 4,Female,Auckland,4518
European or Other,0 to 4,Female,Auckland,4519
Maori,10 to 14,Female,Counties Manukau,4524
European or Other,60 to 64,Female,Hawke's Bay,4557
European or Other,45 to 49,Female,Nelson Marlborough,4568
Asian,35 to 39,Female,Canterbury,4571
European or Other,0 to 4,Female,Counties Manukau,4578
European or Other,5 to 9,Male,Bay of Plenty,4581
Asian,50 to 54,Female,Counties Manukau,4583
Maori,0 to 4,Male,Counties Manukau,4585
European or Other,70 to 74,Female,Northland,4589
European or Other,80 to 84,Female,Waikato,4610
European or Other,25 to 29,Female,Bay of Plenty,4625
European or Other,50 to 54,Female,MidCentral,4646
Pacific Peoples,40 to 44,Female,Counties Manukau,4660
European or Other,55 to 59,Male,MidCentral,4664
European or Other,15 to 19,Male,Bay of Plenty,4687
Asian,0 to 4,Male,Auckland,4697
European or Other,5 to 9,Female,Capital and Coast,4717
Asian,30 to 34,Male,Canterbury,4727
Asian,45 to 49,Male,Auckland,4738
European or Other,40 to 44,Male,Bay of Plenty,4739
Maori,5 to 9,Female,Counties Manukau,4739
European or Other,70 to 74,Male,Nelson Marlborough,4744
Asian,15 to 19,Male,Counties Manukau,4765
European or Other,0 to 4,Male,Counties Manukau,4774
Maori,0 to 4,Female,Waikato,4774
European or Other,70 to 74,Female,Nelson Marlborough,4777
European or Other,55 to 59,Male,Northland,4790
European or Other,60 to 64,Male,MidCentral,4800
European or Other,55 to 59,Female,Northland,4820
European or Other,70 to 74,Female,Capital and Coast,4827
European or Other,55 to 59,Female,MidCentral,4830
European or Other,5 to 9,Female,Counties Manukau,4835
Asian,50 to 54,Female,Auckland,4840
European or Other,35 to 39,Male,Bay of Plenty,4845
Pacific Peoples,35 to 39,Male,Counties Manukau,4848
European or Other,0 to 4,Male,Auckland,4850
Maori,10 to 14,Female,Waikato,4876
Asian,10 to 14,Female,Counties Manukau,4889
European or Other,60 to 64,Female,MidCentral,4889
European or Other,65 to 69,Female,Northland,4893
Maori,5 to 9,Male,Counties Manukau,4901
European or Other,10 to 14,Female,Bay of Plenty,4909
European or Other,5 to 9,Male,Capital and Coast,4914
European or Other,75 to 79,Female,Bay of Plenty,4916
Asian,30 to 34,Female,Canterbury,4926
European or Other,65 to 69,Male,Nelson Marlborough,4932
European or Other,70 to 74,Male,Northland,4934
Maori,10 to 14,Male,Counties Manukau,4935
European or Other,50 to 54,Male,Nelson Marlborough,4951
Asian,5 to 9,Female,Auckland,4985
European or Other,65 to 69,Female,Nelson Marlborough,5001
Asian,45 to 49,Female,Counties Manukau,5003
European or Other,5 to 9,Female,Auckland,5003
European or Other,75 to 79,Male,Southern,5005
European or Other,20 to 24,Female,Counties Manukau,5007
Asian,5 to 9,Male,Auckland,5015
European or Other,10 to 14,Male,Bay of Plenty,5018
Asian,45 to 49,Male,Waitemata,5050
European or Other,30 to 34,Male,Bay of Plenty,5055
European or Other,40 to 44,Female,Bay of Plenty,5074
Asian,10 to 14,Female,Waitemata,5087
Maori,0 to 4,Male,Waikato,5092
European or Other,70 to 74,Male,Counties Manukau,5110
Pacific Peoples,35 to 39,Female,Counties Manukau,5112
European or Other,65 to 69,Male,Capital and Coast,5113
European or Other,60 to 64,Female,Northland,5117
Asian,50 to 54,Female,Waitemata,5129
European or Other,50 to 54,Female,Nelson Marlborough,5148
European or Other,70 to 74,Female,Counties Manukau,5163
Asian,45 to 49,Male,Counties Manukau,5169
European or Other,60 to 64,Male,Northland,5169
Asian,45 to 49,Female,Auckland,5174
European or Other,55 to 59,Male,Nelson Marlborough,5204
European or Other,5 to 9,Male,Counties Manukau,5219
Maori,5 to 9,Female,Waikato,5233
Maori,10 to 14,Male,Waikato,5250
European or Other,65 to 69,Male,Northland,5266
European or Other,80 to 84,Male,Canterbury,5284
Asian,10 to 14,Male,Waitemata,5305
European or Other,70 to 74,Male,Auckland,5372
Asian,10 to 14,Male,Counties Manukau,5373
European or Other,60 to 64,Male,Nelson Marlborough,5396
European or Other,75 to 79,Female,Southern,5401
European or Other,35 to 39,Female,Bay of Plenty,5403
European or Other,5 to 9,Male,Auckland,5408
European or Other,65 to 69,Female,Capital and Coast,5418
European or Other,45 to 49,Male,Bay of Plenty,5429
European or Other,70 to 74,Female,Auckland,5431
European or Other,60 to 64,Female,Nelson Marlborough,5432
Asian,20 to 24,Male,Counties Manukau,5447
European or Other,55 to 59,Female,Nelson Marlborough,5450
European or Other,15 to 19,Female,Counties Manukau,5515
Asian,45 to 49,Female,Waitemata,5540
European or Other,65 to 69,Female,Counties Manukau,5570
European or Other,10 to 14,Female,Counties Manukau,5579
European or Other,80 to 84,Female,Waitemata,5597
Maori,5 to 9,Male,Waikato,5638
European or Other,30 to 34,Female,Bay of Plenty,5656
European or Other,10 to 14,Female,Capital and Coast,5669
European or Other,45 to 49,Female,Bay of Plenty,5670
European or Other,20 to 24,Male,Counties Manukau,5674
European or Other,65 to 69,Male,Counties Manukau,5719
European or Other,25 to 29,Male,Counties Manukau,5745
European or Other,25 to 29,Female,Counties Manukau,5796
European or Other,50 to 54,Male,Bay of Plenty,5809
European or Other,70 to 74,Male,Bay of Plenty,5828
Pacific Peoples,30 to 34,Male,Counties Manukau,5851
European or Other,10 to 14,Male,Capital and Coast,5914
European or Other,15 to 19,Male,Counties Manukau,5923
European or Other,10 to 14,Male,Counties Manukau,5977
European or Other,15 to 19,Male,Capital and Coast,5979
European or Other,75 to 79,Male,Waikato,5981
European or Other,35 to 39,Female,Counties Manukau,6012
European or Other,35 to 39,Male,Counties Manukau,6018
European or Other,0 to 4,Female,Southern,6026
Asian,0 to 4,Female,Waitemata,6038
European or Other,40 to 44,Female,Counties Manukau,6039
European or Other,10 to 14,Female,Auckland,6046
European or Other,65 to 69,Male,Bay of Plenty,6060
European or Other,15 to 19,Female,Capital and Coast,6092
European or Other,65 to 69,Female,Auckland,6111
European or Other,55 to 59,Male,Bay of Plenty,6130
European or Other,40 to 44,Male,Counties Manukau,6143
Pacific Peoples,30 to 34,Female,Counties Manukau,6164
Asian,5 to 9,Female,Counties Manukau,6178
European or Other,15 to 19,Female,Auckland,6182
Asian,20 to 24,Female,Auckland,6185
European or Other,15 to 19,Male,Auckland,6201
European or Other,70 to 74,Female,Bay of Plenty,6227
European or Other,30 to 34,Female,Counties Manukau,6229
European or Other,0 to 4,Male,Southern,6230
European or Other,30 to 34,Male,Counties Manukau,6257
European or Other,60 to 64,Male,Bay of Plenty,6257
Pacific Peoples,0 to 4,Female,Counties Manukau,6263
Asian,0 to 4,Female,Counties Manukau,6300
European or Other,10 to 14,Male,Auckland,6305
Asian,0 to 4,Male,Waitemata,6328
European or Other,50 to 54,Female,Bay of Plenty,6328
European or Other,65 to 69,Male,Auckland,6341
Asian,20 to 24,Male,Auckland,6407
Asian,25 to 29,Male,Waitemata,6418
Asian,5 to 9,Male,Counties Manukau,6437
European or Other,75 to 79,Female,Waikato,6472
Asian,40 to 44,Male,Auckland,6478
European or Other,60 to 64,Female,Capital and Coast,6486
Asian,0 to 4,Male,Counties Manukau,6516
European or Other,55 to 59,Female,Bay of Plenty,6534
European or Other,65 to 69,Female,Bay of Plenty,6542
Asian,40 to 44,Female,Auckland,6554
European or Other,60 to 64,Male,Capital and Coast,6568
Asian,25 to 29,Female,Waitemata,6580
European or Other,80 to 84,Female,Canterbury,6587
European or Other,60 to 64,Female,Counties Manukau,6626
Pacific Peoples,5 to 9,Female,Counties Manukau,6651
Pacific Peoples,25 to 29,Male,Counties Manukau,6681
Pacific Peoples,0 to 4,Male,Counties Manukau,6684
European or Other,5 to 9,Female,Southern,6709
Asian,40 to 44,Female,Counties Manukau,6729
European or Other,60 to 64,Female,Bay of Plenty,6756
Asian,5 to 9,Female,Waitemata,6757
European or Other,45 to 49,Female,Counties Manukau,6794
European or Other,75 to 79,Male,Waitemata,6831
Pacific Peoples,15 to 19,Female,Counties Manukau,6876
European or Other,5 to 9,Male,Southern,6931
European or Other,0 to 4,Female,Waikato,6952
European or Other,45 to 49,Male,Counties Manukau,6955
Pacific Peoples,15 to 19,Male,Counties Manukau,6955
Pacific Peoples,25 to 29,Female,Counties Manukau,7025
European or Other,35 to 39,Male,Capital and Coast,7043
Asian,40 to 44,Male,Counties Manukau,7050
European or Other,40 to 44,Male,Capital and Coast,7068
European or Other,40 to 44,Female,Capital and Coast,7111
Asian,5 to 9,Male,Waitemata,7120
Pacific Peoples,5 to 9,Male,Counties Manukau,7123
European or Other,55 to 59,Female,Counties Manukau,7150
European or Other,60 to 64,Male,Counties Manukau,7166
Asian,25 to 29,Female,Counties Manukau,7187
European or Other,0 to 4,Male,Waikato,7197
European or Other,5 to 9,Female,Waikato,7200
Pacific Peoples,20 to 24,Male,Counties Manukau,7246
Pacific Peoples,10 to 14,Female,Counties Manukau,7284
European or Other,35 to 39,Female,Capital and Coast,7287
European or Other,60 to 64,Female,Auckland,7290
European or Other,55 to 59,Male,Capital and Coast,7419
Asian,40 to 44,Male,Waitemata,7475
Pacific Peoples,20 to 24,Female,Counties Manukau,7475
European or Other,70 to 74,Male,Southern,7478
European or Other,5 to 9,Male,Waikato,7493
European or Other,55 to 59,Female,Capital and Coast,7505
European or Other,50 to 54,Female,Counties Manukau,7507
European or Other,70 to 74,Female,Southern,7527
European or Other,45 to 49,Male,Capital and Coast,7529
European or Other,10 to 14,Female,Southern,7535
Pacific Peoples,10 to 14,Male,Counties Manukau,7559
European or Other,75 to 79,Female,Waitemata,7636
European or Other,20 to 24,Male,Capital and Coast,7675
European or Other,45 to 49,Female,Capital and Coast,7697
European or Other,20 to 24,Female,Waikato,7744
Asian,40 to 44,Female,Waitemata,7751
European or Other,50 to 54,Male,Capital and Coast,7781
European or Other,60 to 64,Male,Auckland,7856
European or Other,15 to 19,Male,Southern,7883
European or Other,75 to 79,Male,Canterbury,7923
European or Other,15 to 19,Female,Waikato,7929
European or Other,40 to 44,Female,Waikato,7929
European or Other,40 to 44,Male,Waikato,7961
European or Other,55 to 59,Male,Counties Manukau,7968
European or Other,15 to 19,Male,Waikato,7984
European or Other,40 to 44,Female,Auckland,7984
European or Other,50 to 54,Male,Counties Manukau,7986
European or Other,15 to 19,Female,Southern,8011
European or Other,50 to 54,Female,Capital and Coast,8034
European or Other,20 to 24,Male,Auckland,8061
European or Other,55 to 59,Female,Auckland,8116
European or Other,10 to 14,Male,Southern,8126
European or Other,40 to 44,Male,Southern,8130
European or Other,20 to 24,Male,Waikato,8133
European or Other,35 to 39,Male,Waikato,8143
European or Other,40 to 44,Female,Southern,8264
European or Other,35 to 39,Female,Waikato,8317
European or Other,30 to 34,Female,Capital and Coast,8392
European or Other,30 to 34,Male,Capital and Coast,8428
European or Other,70 to 74,Male,Waikato,8438
European or Other,10 to 14,Female,Waikato,8440
European or Other,25 to 29,Female,Waikato,8452
European or Other,40 to 44,Male,Auckland,8455
European or Other,70 to 74,Female,Waikato,8455
European or Other,65 to 69,Female,Southern,8468
European or Other,45 to 49,Female,Auckland,8542
European or Other,65 to 69,Male,Southern,8641
European or Other,20 to 24,Female,Auckland,8651
European or Other,35 to 39,Female,Southern,8653
European or Other,0 to 4,Female,Waitemata,8665
Asian,35 to 39,Male,Auckland,8684
European or Other,30 to 34,Male,Waikato,8698
European or Other,20 to 24,Female,Capital and Coast,8736
European or Other,25 to 29,Male,Waikato,8745
Asian,25 to 29,Female,Auckland,8777
Asian,35 to 39,Female,Auckland,8779
European or Other,70 to 74,Male,Waitemata,8779
European or Other,50 to 54,Female,Auckland,8787
European or Other,35 to 39,Male,Southern,8806
European or Other,45 to 49,Male,Waikato,8809
European or Other,55 to 59,Male,Auckland,8820
Asian,30 to 34,Male,Waitemata,8828
European or Other,45 to 49,Male,Southern,8833
European or Other,35 to 39,Female,Auckland,8845
European or Other,75 to 79,Female,Canterbury,8856
European or Other,30 to 34,Female,Waikato,8881
European or Other,45 to 49,Female,Waikato,8892
European or Other,45 to 49,Female,Southern,8919
European or Other,25 to 29,Male,Capital and Coast,8921
Asian,35 to 39,Male,Counties Manukau,8925
European or Other,65 to 69,Male,Waikato,8929
Asian,25 to 29,Male,Counties Manukau,8938
European or Other,10 to 14,Male,Waikato,8939
European or Other,45 to 49,Male,Auckland,8958
Asian,35 to 39,Female,Counties Manukau,8967
European or Other,0 to 4,Male,Waitemata,9006
European or Other,25 to 29,Female,Capital and Coast,9132
European or Other,65 to 69,Female,Waikato,9132
European or Other,25 to 29,Female,Southern,9298
European or Other,70 to 74,Female,Waitemata,9336
European or Other,50 to 54,Male,Southern,9337
European or Other,50 to 54,Female,Southern,9485
European or Other,50 to 54,Male,Auckland,9488
European or Other,20 to 24,Male,Southern,9589
European or Other,5 to 9,Female,Waitemata,9625
Asian,35 to 39,Male,Waitemata,9631
European or Other,55 to 59,Male,Waikato,9645
Asian,30 to 34,Female,Counties Manukau,9652
European or Other,65 to 69,Male,Waitemata,9655
European or Other,30 to 34,Female,Southern,9686
European or Other,35 to 39,Male,Auckland,9694
Asian,25 to 29,Male,Auckland,9728
European or Other,55 to 59,Female,Waikato,9747
European or Other,25 to 29,Male,Southern,9800
European or Other,50 to 54,Male,Waikato,9808
European or Other,55 to 59,Male,Southern,9833
European or Other,55 to 59,Female,Southern,9889
European or Other,60 to 64,Female,Southern,9919
European or Other,60 to 64,Male,Southern,9966
Asian,30 to 34,Female,Waitemata,9978
European or Other,50 to 54,Female,Waikato,9982
European or Other,60 to 64,Male,Waikato,9983
European or Other,30 to 34,Male,Southern,9997
European or Other,15 to 19,Female,Waitemata,10027
European or Other,20 to 24,Female,Southern,10079
European or Other,65 to 69,Female,Waitemata,10086
European or Other,0 to 4,Female,Canterbury,10094
European or Other,60 to 64,Female,Waikato,10096
European or Other,5 to 9,Male,Waitemata,10130
Asian,30 to 34,Male,Auckland,10155
European or Other,20 to 24,Female,Waitemata,10167
Asian,30 to 34,Male,Counties Manukau,10174
Asian,30 to 34,Female,Auckland,10318
European or Other,0 to 4,Male,Canterbury,10346
European or Other,5 to 9,Female,Canterbury,10560
Asian,35 to 39,Female,Waitemata,10662
European or Other,10 to 14,Female,Waitemata,10664
European or Other,15 to 19,Male,Waitemata,10681
European or Other,20 to 24,Male,Waitemata,10751
European or Other,5 to 9,Male,Canterbury,11215
European or Other,70 to 74,Male,Canterbury,11338
European or Other,25 to 29,Female,Waitemata,11347
European or Other,30 to 34,Female,Auckland,11356
European or Other,10 to 14,Male,Waitemata,11388
European or Other,25 to 29,Male,Waitemata,11439
European or Other,25 to 29,Male,Auckland,11664
European or Other,25 to 29,Female,Auckland,11938
European or Other,30 to 34,Male,Auckland,11993
European or Other,60 to 64,Female,Waitemata,12010
European or Other,70 to 74,Female,Canterbury,12093
European or Other,35 to 39,Male,Waitemata,12165
European or Other,40 to 44,Male,Waitemata,12193
European or Other,60 to 64,Male,Waitemata,12201
European or Other,15 to 19,Female,Canterbury,12261
European or Other,10 to 14,Female,Canterbury,12414
European or Other,30 to 34,Male,Waitemata,12435
European or Other,35 to 39,Female,Waitemata,12510
European or Other,40 to 44,Female,Waitemata,12525
European or Other,30 to 34,Female,Waitemata,12728
European or Other,65 to 69,Male,Canterbury,12797
European or Other,40 to 44,Male,Canterbury,12851
European or Other,15 to 19,Male,Canterbury,12898
European or Other,10 to 14,Male,Canterbury,12934
European or Other,55 to 59,Female,Waitemata,13073
European or Other,40 to 44,Female,Canterbury,13197
European or Other,65 to 69,Female,Canterbury,13234
European or Other,45 to 49,Female,Waitemata,13318
European or Other,45 to 49,Male,Waitemata,13434
European or Other,35 to 39,Female,Canterbury,13437
European or Other,55 to 59,Male,Waitemata,13551
European or Other,20 to 24,Female,Canterbury,13581
European or Other,35 to 39,Male,Canterbury,13817
European or Other,50 to 54,Female,Waitemata,13973
European or Other,45 to 49,Male,Canterbury,14402
European or Other,20 to 24,Male,Canterbury,14453
European or Other,25 to 29,Female,Canterbury,14457
European or Other,50 to 54,Male,Waitemata,14519
European or Other,25 to 29,Male,Canterbury,14795
European or Other,45 to 49,Female,Canterbury,14917
European or Other,60 to 64,Male,Canterbury,15287
European or Other,60 to 64,Female,Canterbury,15394
European or Other,30 to 34,Female,Canterbury,15420
European or Other,30 to 34,Male,Canterbury,15755
European or Other,55 to 59,Male,Canterbury,15932
European or Other,55 to 59,Female,Canterbury,16094
European or Other,50 to 54,Male,Canterbury,16195
European or Other,50 to 54,Female,Canterbury,16450
