SA2 CODE 2018,SA2 2018,DHB,ETHNICITY, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
304200,Britannia,Nelson Marlborough,Maori, 126 , 98 , 78 , 778 , 619 
304200,Britannia,Nelson Marlborough,Pacific Peoples, 42 ,Masked,Masked, >950 , >950 
304300,Atawhai,Nelson Marlborough,Maori, 148 , 124 , 110 , 838 , 743 
304400,Broadgreen-Monaco,Nelson Marlborough,Maori, 192 , 158 , 127 , 823 , 661 
304400,Broadgreen-Monaco,Nelson Marlborough,Pacific Peoples, 51 , 44 , 36 , 863 , 706 
304500,Washington,Nelson Marlborough,Maori, 271 , 227 , 168 , 838 , 620 
304500,Washington,Nelson Marlborough,Pacific Peoples, 52 , 47 , 35 , 904 , 673 
304600,Tahuna Hills,Nelson Marlborough,Maori, 195 , 164 , 133 , 841 , 682 
304700,Nelson Central-Trafalgar,Nelson Marlborough,Maori, 68 , 50 , 39 , 735 , 574 
304800,The Wood,Nelson Marlborough,Maori, 178 , 137 , 117 , 770 , 657 
304900,Toi Toi,Nelson Marlborough,Maori, 150 , 115 , 89 , 767 , 593 
305000,Nayland,Nelson Marlborough,Maori, 161 , 118 , 90 , 733 , 559 
305000,Nayland,Nelson Marlborough,Pacific Peoples, 55 ,Masked, 44 , >950 , 800 
305100,Aldinga,Nelson Marlborough,Maori, 174 , 158 , 143 , 908 , 822 
305200,Victory,Nelson Marlborough,Maori, 174 , 133 , 109 , 764 , 626 
305300,Rutherford,Nelson Marlborough,Maori, 164 , 133 , 114 , 811 , 695 
305400,Maitlands,Nelson Marlborough,Maori, 151 , 136 , 118 , 901 , 781 
305500,Maitai,Nelson Marlborough,Maori, 72 ,Masked, 52 , >950 , 722 
305600,Grampians,Nelson Marlborough,Maori, 316 , 249 , 208 , 788 , 658 
305600,Grampians,Nelson Marlborough,Pacific Peoples, 49 ,Masked,Masked, >950 , >950 
305800,Suffolk,Nelson Marlborough,Maori, 160 , 136 , 106 , 850 , 663 
305900,Omaio,Nelson Marlborough,Maori, 295 , 231 , 180 , 783 , 610 
305900,Omaio,Nelson Marlborough,Pacific Peoples, 55 ,Masked,Masked, >950 , >950 
306000,Enner Glynn,Nelson Marlborough,Maori, 188 , 162 , 126 , 862 , 670 
306200,The Brook,Nelson Marlborough,Maori, 91 , 75 , 66 , 824 , 725 
306300,Marlborough Sounds West,Nelson Marlborough,Maori, 163 , 116 , 94 , 712 , 577 
306500,Marlborough Sounds East,Nelson Marlborough,Maori, 119 , 98 , 81 , 824 , 681 
306600,Upper Wairau ,Nelson Marlborough,Maori, 73 ,Masked, 60 , >950 , 822 
306700,Waikawa (Marlborough District),Nelson Marlborough,Maori, 194 , 167 , 147 , 861 , 758 
306800,Waitohi (Marlborough District),Nelson Marlborough,Maori, 427 , 365 , 317 , 855 , 742 
306900,Tuamarina,Nelson Marlborough,Maori, 102 , 81 , 72 , 794 , 706 
307000,Awatere,Nelson Marlborough,Maori, 135 , 118 , 88 , 874 , 652 
307100,Renwick,Nelson Marlborough,Maori, 162 ,Masked, 144 , >950 , 889 
307200,Lower Wairau ,Nelson Marlborough,Maori, 71 ,Masked, 61 , >950 , 859 
307300,Woodbourne,Nelson Marlborough,Maori, 142 ,Masked, 130 , >950 , 915 
307400,Spring Creek-Grovetown,Nelson Marlborough,Maori, 117 , 104 , 86 , 889 , 735 
307500,Springlands,Nelson Marlborough,Maori, 269 , 234 , 193 , 870 , 717 
307500,Springlands,Nelson Marlborough,Pacific Peoples, 68 ,Masked,Masked, >950 , >950 
307600,Yelverton,Nelson Marlborough,Maori, 185 , 161 , 132 , 870 , 714 
307600,Yelverton,Nelson Marlborough,Pacific Peoples, 76 ,Masked, 66 , >950 , 868 
307700,Mayfield,Nelson Marlborough,Maori, 244 , 167 , 127 , 684 , 520 
307700,Mayfield,Nelson Marlborough,Pacific Peoples, 65 ,Masked,Masked, >950 , >950 
307800,Whitney West,Nelson Marlborough,Maori, 246 , 203 , 173 , 825 , 703 
307800,Whitney West,Nelson Marlborough,Pacific Peoples, 71 ,Masked,Masked, >950 , >950 
307900,Blenheim Central,Nelson Marlborough,Maori, 168 , 145 , 110 , 863 , 655 
307900,Blenheim Central,Nelson Marlborough,Pacific Peoples, 49 ,Masked,Masked, >950 , >950 
308000,Riversdale-Islington,Nelson Marlborough,Maori, 309 , 249 , 198 , 806 , 641 
308000,Riversdale-Islington,Nelson Marlborough,Pacific Peoples, 91 ,Masked,Masked, >950 , >950 
308100,Whitney East,Nelson Marlborough,Maori, 235 , 195 , 161 , 830 , 685 
308100,Whitney East,Nelson Marlborough,Pacific Peoples, 108 , 101 , 89 , 935 , 824 
308200,Redwoodtown West,Nelson Marlborough,Maori, 238 , 205 , 168 , 861 , 706 
308200,Redwoodtown West,Nelson Marlborough,Pacific Peoples, 72 ,Masked, 59 , >950 , 819 
308300,Witherlea West,Nelson Marlborough,Maori, 190 , 157 , 141 , 826 , 742 
308300,Witherlea West,Nelson Marlborough,Pacific Peoples, 43 , 39 , 37 , 907 , 860 
308400,Redwoodtown East,Nelson Marlborough,Maori, 233 , 168 , 137 , 721 , 588 
308400,Redwoodtown East,Nelson Marlborough,Pacific Peoples, 60 ,Masked, 57 , >950 , 950 
308500,Riverlands,Nelson Marlborough,Pacific Peoples, 47 ,Masked,Masked, >950 , >950 
308600,Witherlea East,Nelson Marlborough,Maori, 191 , 162 , 134 , 848 , 702 
308800,Kaikoura Ranges,Canterbury,Maori, 188 , 158 , 137 , 840 , 729 
308900,Kaikoura,Canterbury,Maori, 338 , 256 , 216 , 757 , 639 
309000,Karamea,West Coast,Maori, 40 , 31 , 20 , 775 , 500 
309200,Westport North,West Coast,Maori, 157 , 142 , 121 , 904 , 771 
309300,Westport Rural,West Coast,Maori, 72 , 61 , 50 , 847 , 694 
309400,Westport South,West Coast,Maori, 197 , 164 , 133 , 832 , 675 
309500,Buller Coalfields,West Coast,Maori, 81 , 65 , 56 , 802 , 691 
309700,Inangahua,West Coast,Maori, 46 , 33 , 28 , 717 , 609 
309800,Reefton,West Coast,Maori, 85 , 60 , 47 , 706 , 553 
309900,Barrytown,West Coast,Maori, 85 , 69 , 60 , 812 , 706 
310000,Runanga,West Coast,Maori, 96 , 71 , 60 , 740 , 625 
310100,Cobden,West Coast,Maori, 184 , 149 , 117 , 810 , 636 
310200,Blaketown,West Coast,Maori, 75 , 71 , 58 , 947 , 773 
310300,Greymouth Central,West Coast,Maori, 61 , 51 , 46 , 836 , 754 
310400,King Park,West Coast,Maori, 75 , 53 , 50 , 707 , 667 
310500,Marsden,West Coast,Maori, 106 , 92 , 82 , 868 , 774 
310600,Karoro,West Coast,Maori, 49 ,Masked, 46 , >950 , 939 
310700,Rutherglen-Camerons,West Coast,Maori, 79 ,Masked, 70 , >950 , 886 
310800,Greymouth Rural,West Coast,Maori, 50 , 43 , 35 , 860 , 700 
310900,Dobson,West Coast,Maori, 81 , 56 , 44 , 691 , 543 
311000,Nelson Creek,West Coast,Maori, 53 , 46 , 42 , 868 , 792 
311300,Westland Glaciers-Bruce Bay,West Coast,Maori, 46 , 37 , 31 , 804 , 674 
311400,Arahura-Kumara,West Coast,Maori, 135 , 98 , 85 , 726 , 630 
311500,Hokitika,West Coast,Maori, 463 , 387 , 350 , 836 , 756 
311700,Hokitika Rural,West Coast,Maori, 124 , 105 , 93 , 847 , 750 
311900,Whataroa-Harihari,West Coast,Maori, 43 ,Masked, 29 , >950 , 674 
312000,Hokitika Valley-Otira,West Coast,Maori, 42 , 33 , 27 , 786 , 643 
312200,Amuri,Canterbury,Maori, 124 , 109 , 90 , 879 , 726 
312400,Upper Hurunui,Canterbury,Maori, 97 , 67 , 52 , 691 , 536 
312500,Parnassus,Canterbury,Maori, 107 , 76 , 65 , 710 , 607 
312700,Omihi,Canterbury,Maori, 65 , 51 , 40 , 785 , 615 
312800,Balcairn,Canterbury,Maori, 103 , 87 , 74 , 845 , 718 
312900,Amberley,Canterbury,Maori, 98 , 88 , 74 , 898 , 755 
313200,Oxford,Canterbury,Maori, 86 , 78 , 66 , 907 , 767 
313300,Starvation Hill-Cust,Canterbury,Maori, 63 , 49 , 43 , 778 , 683 
313400,Loburn,Canterbury,Maori, 80 , 67 , 58 , 838 , 725 
313500,Eyrewell,Canterbury,Maori, 100 , 78 , 67 , 780 , 670 
313600,West Eyreton,Canterbury,Maori, 54 ,Masked, 46 , >950 , 852 
313700,Ashley-Sefton,Canterbury,Maori, 109 , 88 , 77 , 807 , 706 
313800,Fernside,Canterbury,Maori, 74 , 60 , 53 , 811 , 716 
313900,Rangiora North West,Canterbury,Maori, 82 , 74 , 65 , 902 , 793 
314000,Kingsbury,Canterbury,Maori, 80 ,Masked, 67 , >950 , 838 
314100,Ashgrove,Canterbury,Maori, 99 , 83 , 74 , 838 , 747 
314200,Rangiora North East,Canterbury,Maori, 124 , 102 , 87 , 823 , 702 
314300,Oxford Estate,Canterbury,Maori, 64 , 56 , 47 , 875 , 734 
314500,Rangiora South West,Canterbury,Maori, 114 , 86 , 73 , 754 , 640 
314600,Lilybrook,Canterbury,Maori, 222 , 183 , 143 , 824 , 644 
314700,Waikuku,Canterbury,Maori, 171 , 138 , 123 , 807 , 719 
314800,Mandeville-Ohoka,Canterbury,Maori, 123 , 113 , 105 , 919 , 854 
314900,Rangiora South East,Canterbury,Maori, 131 , 109 , 85 , 832 , 649 
315000,Southbrook,Canterbury,Maori, 45 , 37 , 27 , 822 , 600 
315200,Tuahiwi,Canterbury,Maori, 156 , 138 , 126 , 885 , 808 
315300,Woodend,Canterbury,Maori, 212 , 198 , 161 , 934 , 759 
315400,Pegasus,Canterbury,Maori, 149 , 140 , 124 , 940 , 832 
315500,Clarkville,Canterbury,Maori, 77 , 62 , 50 , 805 , 649 
315600,Pegasus Bay,Canterbury,Maori, 109 , 93 , 81 , 853 , 743 
315700,Kaiapoi North West,Canterbury,Maori, 224 , 185 , 153 , 826 , 683 
315700,Kaiapoi North West,Canterbury,Pacific Peoples, 49 , 39 , 34 , 796 , 694 
315800,Silverstream (Waimakariri District),Canterbury,Maori, 58 ,Masked, 48 , >950 , 828 
315900,Sovereign Palms,Canterbury,Maori, 277 , 244 , 205 , 881 , 740 
315900,Sovereign Palms,Canterbury,Pacific Peoples, 44 , 39 , 36 , 886 , 818 
316000,Kaiapoi West,Canterbury,Maori, 133 , 113 , 93 , 850 , 699 
316100,Kaiapoi Central,Canterbury,Maori, 195 , 170 , 133 , 872 , 682 
316200,Kaiapoi South,Canterbury,Maori, 130 , 106 , 94 , 815 , 723 
316600,Yaldhurst,Canterbury,Maori, 76 ,Masked, 63 , >950 , 829 
316600,Yaldhurst,Canterbury,Pacific Peoples, 40 ,Masked, 38 , >950 , 950 
316900,Belfast West,Canterbury,Maori, 113 , 103 , 92 , 912 , 814 
317100,Brooklands-Spencerville,Canterbury,Maori, 66 , 61 , 48 , 924 , 727 
317200,Styx,Canterbury,Maori, 79 , 74 , 66 , 937 , 835 
317300,Belfast East,Canterbury,Maori, 219 , 202 , 173 , 922 , 790 
317300,Belfast East,Canterbury,Pacific Peoples, 56 ,Masked, 53 , >950 , 946 
317400,Northwood,Canterbury,Maori, 113 , 106 , 99 , 938 , 876 
317600,Regents Park,Canterbury,Maori, 41 ,Masked,Masked, >950 , >950 
317700,Hawthornden,Canterbury,Maori, 140 , 114 , 98 , 814 , 700 
317700,Hawthornden,Canterbury,Pacific Peoples, 65 ,Masked,Masked, >950 , >950 
317800,Bishopdale North,Canterbury,Maori, 278 , 250 , 209 , 899 , 752 
317800,Bishopdale North,Canterbury,Pacific Peoples, 75 ,Masked, 66 , >950 , 880 
317900,Casebrook,Canterbury,Maori, 282 , 246 , 211 , 872 , 748 
317900,Casebrook,Canterbury,Pacific Peoples, 87 ,Masked,Masked, >950 , >950 
318000,Bishopdale West,Canterbury,Maori, 179 , 155 , 129 , 866 , 721 
318000,Bishopdale West,Canterbury,Pacific Peoples, 113 , 78 , 72 , 690 , 637 
318100,Templeton,Canterbury,Maori, 159 ,Masked, 138 , >950 , 868 
318200,Islington,Canterbury,Maori, 123 , 99 , 83 , 805 , 675 
318200,Islington,Canterbury,Pacific Peoples, 59 , 44 , 43 , 746 , 729 
318300,Burnside Park,Canterbury,Maori, 143 , 130 , 108 , 909 , 755 
318300,Burnside Park,Canterbury,Pacific Peoples, 46 , 42 , 34 , 913 , 739 
318400,Marshland,Canterbury,Maori, 68 , 57 , 43 , 838 , 632 
318500,Avonhead North,Canterbury,Maori, 52 , 44 , 37 , 846 , 712 
318600,Redwood North,Canterbury,Maori, 191 , 179 , 154 , 937 , 806 
318700,Broomfield,Canterbury,Maori, 265 , 214 , 183 , 808 , 691 
318700,Broomfield,Canterbury,Pacific Peoples, 154 , 116 , 99 , 753 , 643 
318800,Redwood West,Canterbury,Maori, 244 , 178 , 147 , 730 , 602 
318800,Redwood West,Canterbury,Pacific Peoples, 96 , 77 , 67 , 802 , 698 
318900,Avonhead West,Canterbury,Maori, 46 , 40 , 33 , 870 , 717 
319000,Bishopdale South,Canterbury,Maori, 127 , 118 , 106 , 929 , 835 
319000,Bishopdale South,Canterbury,Pacific Peoples, 71 , 65 , 62 , 915 , 873 
319200,Burnside,Canterbury,Maori, 202 , 160 , 139 , 792 , 688 
319200,Burnside,Canterbury,Pacific Peoples, 80 , 65 , 57 , 813 , 713 
319300,Hei Hei,Canterbury,Maori, 364 , 292 , 241 , 802 , 662 
319300,Hei Hei,Canterbury,Pacific Peoples, 243 , 216 , 200 , 889 , 823 
319400,Papanui North,Canterbury,Maori, 214 , 158 , 120 , 738 , 561 
319400,Papanui North,Canterbury,Pacific Peoples, 83 ,Masked, 71 , >950 , 855 
319500,Avonhead East,Canterbury,Maori, 97 ,Masked, 80 , >950 , 825 
319500,Avonhead East,Canterbury,Pacific Peoples, 47 ,Masked,Masked, >950 , >950 
319600,Redwood East,Canterbury,Maori, 280 , 244 , 218 , 871 , 779 
319600,Redwood East,Canterbury,Pacific Peoples, 66 ,Masked, 57 , >950 , 864 
319700,Avonhead South,Canterbury,Maori, 123 , 113 , 94 , 919 , 764 
319700,Avonhead South,Canterbury,Pacific Peoples, 73 , 69 , 58 , 945 , 795 
319800,Riccarton Racecourse,Canterbury,Maori, 95 , 80 , 68 , 842 , 716 
319800,Riccarton Racecourse,Canterbury,Pacific Peoples, 57 ,Masked,Masked, >950 , >950 
319900,Bryndwr North,Canterbury,Maori, 281 , 235 , 184 , 836 , 655 
319900,Bryndwr North,Canterbury,Pacific Peoples, 107 , 99 , 84 , 925 , 785 
320100,Papanui West,Canterbury,Maori, 152 ,Masked, 121 , >950 , 796 
320100,Papanui West,Canterbury,Pacific Peoples, 54 , 46 , 41 , 852 , 759 
320200,Ilam North,Canterbury,Maori, 129 , 118 , 105 , 915 , 814 
320200,Ilam North,Canterbury,Pacific Peoples, 60 ,Masked, 57 , >950 , 950 
320300,Hornby West,Canterbury,Maori, 258 ,Masked, 218 , >950 , 845 
320300,Hornby West,Canterbury,Pacific Peoples, 150 , 133 , 116 , 887 , 773 
320500,Northcote (Christchurch City),Canterbury,Maori, 157 , 144 , 119 , 917 , 758 
320500,Northcote (Christchurch City),Canterbury,Pacific Peoples, 61 ,Masked, 49 , >950 , 803 
320600,Jellie Park,Canterbury,Maori, 111 , 100 , 91 , 901 , 820 
320700,Ilam South,Canterbury,Maori, 118 , 98 , 88 , 831 , 746 
320700,Ilam South,Canterbury,Pacific Peoples, 75 , 71 , 65 , 947 , 867 
320800,Bryndwr South,Canterbury,Maori, 171 , 149 , 114 , 871 , 667 
320800,Bryndwr South,Canterbury,Pacific Peoples, 63 ,Masked, 57 , >950 , 905 
320900,Papanui East,Canterbury,Maori, 93 , 78 , 70 , 839 , 753 
320900,Papanui East,Canterbury,Pacific Peoples, 45 ,Masked, 37 , >950 , 822 
321000,Sockburn North,Canterbury,Maori, 179 , 163 , 135 , 911 , 754 
321000,Sockburn North,Canterbury,Pacific Peoples, 121 ,Masked, 103 , >950 , 851 
321100,Hornby South,Canterbury,Maori, 423 , 379 , 304 , 896 , 719 
321100,Hornby South,Canterbury,Pacific Peoples, 167 , 154 , 137 , 922 , 820 
321200,Ilam University,Canterbury,Maori, 132 ,Masked, 122 , >950 , 924 
321200,Ilam University,Canterbury,Pacific Peoples, 48 ,Masked, 45 , >950 , 938 
321300,Prestons,Canterbury,Maori, 164 ,Masked, 140 , >950 , 854 
321400,Strowan,Canterbury,Maori, 146 , 125 , 113 , 856 , 774 
321500,Fendalton,Canterbury,Maori, 63 ,Masked, 56 , >950 , 889 
321600,Waitikiri,Canterbury,Maori, 162 ,Masked, 131 , >950 , 809 
321700,Mairehau North,Canterbury,Maori, 217 , 189 , 164 , 871 , 756 
321700,Mairehau North,Canterbury,Pacific Peoples, 67 ,Masked, 61 , >950 , 910 
321800,Bush Inn,Canterbury,Maori, 122 ,Masked, 104 , >950 , 852 
321800,Bush Inn,Canterbury,Pacific Peoples, 64 ,Masked, 53 , >950 , 828 
321900,Awatea North,Canterbury,Maori, 131 ,Masked, 109 , >950 , 832 
321900,Awatea North,Canterbury,Pacific Peoples, 106 ,Masked,Masked, >950 , >950 
322000,Upper Riccarton,Canterbury,Maori, 177 , 124 , 100 , 701 , 565 
322000,Upper Riccarton,Canterbury,Pacific Peoples, 85 , 68 , 58 , 800 , 682 
322100,Malvern,Canterbury,Maori, 119 ,Masked, 108 , >950 , 908 
322200,Rutland,Canterbury,Maori, 109 , 101 , 91 , 927 , 835 
322300,Sockburn South,Canterbury,Maori, 49 , 42 , 35 , 857 , 714 
322400,Deans Bush,Canterbury,Maori, 77 , 60 , 55 , 779 , 714 
322600,Holmwood,Canterbury,Maori, 63 , 56 , 52 , 889 , 825 
322700,Wharenui,Canterbury,Maori, 161 ,Masked, 138 , >950 , 857 
322700,Wharenui,Canterbury,Pacific Peoples, 100 , 93 , 85 , 930 , 850 
322800,Wigram West,Canterbury,Maori, 45 , 36 , 33 , 800 , 733 
322900,Awatea South,Canterbury,Maori, 47 , 37 , 32 , 787 , 681 
323000,Merivale,Canterbury,Maori, 100 , 83 , 74 , 830 , 740 
323100,Mairehau South,Canterbury,Maori, 263 , 238 , 188 , 905 , 715 
323100,Mairehau South,Canterbury,Pacific Peoples, 102 , 91 , 72 , 892 , 706 
323200,Mona Vale,Canterbury,Maori, 60 ,Masked,Masked, >950 , >950 
323300,Riccarton West,Canterbury,Maori, 236 , 207 , 166 , 877 , 703 
323300,Riccarton West,Canterbury,Pacific Peoples, 125 ,Masked, 107 , >950 , 856 
323400,Shirley West,Canterbury,Maori, 424 , 325 , 251 , 767 , 592 
323400,Shirley West,Canterbury,Pacific Peoples, 193 , 159 , 135 , 824 , 699 
323700,Queenspark,Canterbury,Maori, 296 , 255 , 219 , 861 , 740 
323700,Queenspark,Canterbury,Pacific Peoples, 80 , 74 , 55 , 925 , 688 
323800,St Albans North,Canterbury,Maori, 135 , 110 , 98 , 815 , 726 
323800,St Albans North,Canterbury,Pacific Peoples, 44 , 37 , 32 , 841 , 727 
323900,St Albans West,Canterbury,Maori, 124 ,Masked, 105 , >950 , 847 
324000,Travis Wetlands,Canterbury,Maori, 183 , 141 , 126 , 770 , 689 
324000,Travis Wetlands,Canterbury,Pacific Peoples, 59 , 48 , 43 , 814 , 729 
324300,Oaklands West,Canterbury,Maori, 116 , 108 , 97 , 931 , 836 
324400,Riccarton South,Canterbury,Maori, 156 , 148 , 132 , 949 , 846 
324400,Riccarton South,Canterbury,Pacific Peoples, 66 ,Masked, 57 , >950 , 864 
324500,Halswell West,Canterbury,Maori, 147 ,Masked, 127 , >950 , 864 
324500,Halswell West,Canterbury,Pacific Peoples, 43 ,Masked,Masked, >950 , >950 
324600,Shirley East,Canterbury,Maori, 200 , 174 , 144 , 870 , 720 
324600,Shirley East,Canterbury,Pacific Peoples, 41 ,Masked, 34 , >950 , 829 
324800,St Albans East,Canterbury,Maori, 173 ,Masked, 137 , >950 , 792 
324800,St Albans East,Canterbury,Pacific Peoples, 52 ,Masked,Masked, >950 , >950 
325000,Hillmorton,Canterbury,Maori, 172 , 159 , 139 , 924 , 808 
325000,Hillmorton,Canterbury,Pacific Peoples, 85 ,Masked, 77 , >950 , 906 
325100,Parklands,Canterbury,Maori, 412 , 374 , 322 , 908 , 782 
325100,Parklands,Canterbury,Pacific Peoples, 110 , 94 , 79 , 855 , 718 
325200,Riccarton East,Canterbury,Maori, 44 ,Masked,Masked, >950 , >950 
325300,Edgeware,Canterbury,Maori, 292 , 225 , 192 , 771 , 658 
325300,Edgeware,Canterbury,Pacific Peoples, 62 ,Masked, 56 , >950 , 903 
325400,Aidanfield,Canterbury,Maori, 103 , 85 , 75 , 825 , 728 
325400,Aidanfield,Canterbury,Pacific Peoples, 49 , 43 , 42 , 878 , 857 
325600,Burwood,Canterbury,Maori, 331 , 300 , 249 , 906 , 752 
325600,Burwood,Canterbury,Pacific Peoples, 75 ,Masked, 64 , >950 , 853 
325700,Christchurch Central-West,Canterbury,Maori, 68 ,Masked,Masked, >950 , >950 
325800,Christchurch Central-North,Canterbury,Maori, 165 ,Masked, 143 , >950 , 867 
325800,Christchurch Central-North,Canterbury,Pacific Peoples, 41 ,Masked,Masked, >950 , >950 
325900,Richmond North (Christchurch City),Canterbury,Maori, 203 , 174 , 139 , 857 , 685 
325900,Richmond North (Christchurch City),Canterbury,Pacific Peoples, 46 , 43 , 33 , 935 , 717 
326000,Waimairi Beach,Canterbury,Maori, 63 ,Masked, 59 , >950 , 937 
326100,Addington West,Canterbury,Maori, 193 , 161 , 132 , 834 , 684 
326100,Addington West,Canterbury,Pacific Peoples, 99 , 91 , 80 , 919 , 808 
326300,Oaklands East,Canterbury,Maori, 204 , 186 , 161 , 912 , 789 
326300,Oaklands East,Canterbury,Pacific Peoples, 70 , 58 , 50 , 829 , 714 
326500,Dallington,Canterbury,Maori, 217 , 190 , 147 , 876 , 677 
326500,Dallington,Canterbury,Pacific Peoples, 86 , 74 , 61 , 860 , 709 
326700,Hoon Hay West,Canterbury,Maori, 384 , 321 , 260 , 836 , 677 
326700,Hoon Hay West,Canterbury,Pacific Peoples, 396 , 348 , 315 , 879 , 795 
326800,Richmond South (Christchurch City),Canterbury,Maori, 207 , 177 , 145 , 855 , 700 
326800,Richmond South (Christchurch City),Canterbury,Pacific Peoples, 59 ,Masked, 52 , >950 , 881 
326900,Spreydon West,Canterbury,Maori, 243 , 226 , 196 , 930 , 807 
326900,Spreydon West,Canterbury,Pacific Peoples, 77 , 62 , 52 , 805 , 675 
327000,Christchurch Central-East,Canterbury,Maori, 177 ,Masked, 145 , >950 , 819 
327000,Christchurch Central-East,Canterbury,Pacific Peoples, 62 , 52 , 45 , 839 , 726 
327100,Christchurch Central-South,Canterbury,Maori, 54 ,Masked, 46 , >950 , 852 
327200,North Beach,Canterbury,Maori, 465 , 383 , 306 , 824 , 658 
327200,North Beach,Canterbury,Pacific Peoples, 107 , 86 , 77 , 804 , 720 
327300,Halswell North,Canterbury,Maori, 66 ,Masked,Masked, >950 , >950 
327400,Addington East,Canterbury,Maori, 247 , 216 , 178 , 874 , 721 
327400,Addington East,Canterbury,Pacific Peoples, 94 , 89 , 82 , 947 , 872 
327500,Avondale (Christchurch City),Canterbury,Maori, 274 , 215 , 173 , 785 , 631 
327500,Avondale (Christchurch City),Canterbury,Pacific Peoples, 112 , 101 , 90 , 902 , 804 
327600,Spreydon North,Canterbury,Maori, 349 , 298 , 256 , 854 , 734 
327600,Spreydon North,Canterbury,Pacific Peoples, 108 ,Masked, 101 , >950 , 935 
327700,Hoon Hay East,Canterbury,Maori, 188 , 176 , 154 , 936 , 819 
327700,Hoon Hay East,Canterbury,Pacific Peoples, 80 ,Masked, 70 , >950 , 875 
327800,Avonside,Canterbury,Maori, 231 , 177 , 130 , 766 , 563 
327800,Avonside,Canterbury,Pacific Peoples, 104 , 81 , 70 , 779 , 673 
327900,Linwood West,Canterbury,Maori, 500 , 379 , 298 , 758 , 596 
327900,Linwood West,Canterbury,Pacific Peoples, 217 ,Masked, 201 , >950 , 926 
328000,Halswell South,Canterbury,Maori, 113 , 105 , 95 , 929 , 841 
328200,Spreydon South,Canterbury,Maori, 174 , 141 , 117 , 810 , 672 
328200,Spreydon South,Canterbury,Pacific Peoples, 45 ,Masked, 40 , >950 , 889 
328300,Rawhiti ,Canterbury,Maori, 306 , 259 , 210 , 846 , 686 
328300,Rawhiti ,Canterbury,Pacific Peoples, 92 , 84 , 68 , 913 , 739 
328400,Wainoni,Canterbury,Maori, 435 , 345 , 277 , 793 , 637 
328400,Wainoni,Canterbury,Pacific Peoples, 200 , 151 , 123 , 755 , 615 
328500,Linwood North,Canterbury,Maori, 416 , 327 , 253 , 786 , 608 
328500,Linwood North,Canterbury,Pacific Peoples, 141 ,Masked, 111 , >950 , 787 
328600,Aranui,Canterbury,Maori," 1,016 ", 722 , 524 , 711 , 516 
328600,Aranui,Canterbury,Pacific Peoples, 519 , 441 , 384 , 850 , 740 
328700,Sydenham West,Canterbury,Maori, 93 , 86 , 76 , 925 , 817 
328900,Phillipstown,Canterbury,Maori, 478 , 414 , 303 , 866 , 634 
328900,Phillipstown,Canterbury,Pacific Peoples, 255 , 227 , 194 , 890 , 761 
329100,Somerfield East,Canterbury,Maori, 179 , 169 , 144 , 944 , 804 
329200,Somerfield West,Canterbury,Maori, 134 ,Masked, 113 , >950 , 843 
329300,Linwood East,Canterbury,Maori, 317 , 269 , 224 , 849 , 707 
329300,Linwood East,Canterbury,Pacific Peoples, 141 ,Masked, 123 , >950 , 872 
329400,Sydenham North,Canterbury,Maori, 153 , 133 , 101 , 869 , 660 
329400,Sydenham North,Canterbury,Pacific Peoples, 74 , 60 , 53 , 811 , 716 
329500,Hoon Hay South,Canterbury,Maori, 101 , 86 , 78 , 851 , 772 
329500,Hoon Hay South,Canterbury,Pacific Peoples, 40 ,Masked,Masked, >950 , >950 
329600,Charleston (Christchurch City),Canterbury,Maori, 182 , 142 , 114 , 780 , 626 
329600,Charleston (Christchurch City),Canterbury,Pacific Peoples, 64 , 50 , 36 , 781 , 563 
329700,Sydenham South,Canterbury,Maori, 166 , 132 , 101 , 795 , 608 
329700,Sydenham South,Canterbury,Pacific Peoples, 61 , 54 , 47 , 885 , 770 
329800,Bexley,Canterbury,Maori, 471 , 379 , 285 , 805 , 605 
329800,Bexley,Canterbury,Pacific Peoples, 219 , 196 , 171 , 895 , 781 
329900,Waltham,Canterbury,Maori, 168 , 134 , 102 , 798 , 607 
329900,Waltham,Canterbury,Pacific Peoples, 86 , 75 , 71 , 872 , 826 
330000,Westmorland,Canterbury,Maori, 79 ,Masked,Masked, >950 , >950 
330100,Woolston North,Canterbury,Maori, 440 , 365 , 286 , 830 , 650 
330100,Woolston North,Canterbury,Pacific Peoples, 175 , 155 , 133 , 886 , 760 
330200,New Brighton,Canterbury,Maori, 338 , 276 , 236 , 817 , 698 
330200,New Brighton,Canterbury,Pacific Peoples, 73 , 68 , 59 , 932 , 808 
330300,Cashmere West,Canterbury,Maori, 99 , 91 , 83 , 919 , 838 
330400,Bromley South,Canterbury,Maori, 372 , 338 , 282 , 909 , 758 
330400,Bromley South,Canterbury,Pacific Peoples, 248 , 206 , 175 , 831 , 706 
330500,Ensors,Canterbury,Maori, 207 , 170 , 142 , 821 , 686 
330500,Ensors,Canterbury,Pacific Peoples, 87 , 78 , 65 , 897 , 747 
330600,Beckenham,Canterbury,Maori, 87 , 81 , 75 , 931 , 862 
330800,St Martins,Canterbury,Maori, 164 , 129 , 101 , 787 , 616 
330800,St Martins,Canterbury,Pacific Peoples, 43 , 30 , 22 , 698 , 512 
330900,Opawa,Canterbury,Maori, 65 ,Masked, 52 , >950 , 800 
