Week ending,Group,DHB of residence,Dose number,# doses administered
2021-09-12,Group 2,Waikato,1,1289
2021-09-12,Group 2,Waikato,2,1635
2021-09-12,Group 2,Wairarapa,1,135
2021-09-12,Group 2,Wairarapa,2,68
2021-09-12,Group 2,Waitemata,1,3735
2021-09-12,Group 2,Waitemata,2,2620
2021-09-12,Group 2,West Coast,1,52
2021-09-12,Group 2,West Coast,2,39
2021-09-12,Group 2,Whanganui,1,146
2021-09-12,Group 2,Whanganui,2,64
2021-09-12,Group 3,Auckland,1,1497
2021-09-12,Group 3,Auckland,2,2638
2021-09-12,Group 3,Bay of Plenty,1,2304
2021-09-12,Group 3,Bay of Plenty,2,2264
2021-09-12,Group 3,Canterbury,1,3844
2021-09-12,Group 3,Canterbury,2,6634
2021-09-12,Group 3,Capital and Coast,1,1064
2021-09-12,Group 3,Capital and Coast,2,4328
2021-09-12,Group 3,Counties Manukau,1,233
2021-09-12,Group 3,Counties Manukau,2,340
2021-09-12,Group 3,Hawkes Bay,1,817
2021-09-12,Group 3,Hawkes Bay,2,2298
2021-09-12,Group 3,Hutt Valley,1,754
2021-09-12,Group 3,Hutt Valley,2,2549
2021-09-12,Group 3,Lakes,1,242
2021-09-12,Group 3,Lakes,2,236
2021-09-12,Group 3,MidCentral,1,512
2021-09-12,Group 3,MidCentral,2,1128
2021-09-12,Group 3,Nelson Marlborough,1,291
2021-09-12,Group 3,Nelson Marlborough,2,1116
2021-09-12,Group 3,Northland,1,748
2021-09-12,Group 3,Northland,2,1316
2021-09-12,Group 3,Overseas / Unknown,1,8
2021-09-12,Group 3,Overseas / Unknown,2,13
2021-09-12,Group 3,South Canterbury,1,153
2021-09-12,Group 3,South Canterbury,2,247
2021-09-12,Group 3,Southern,1,836
2021-09-12,Group 3,Southern,2,4048
2021-09-12,Group 3,Tairawhiti,1,122
2021-09-12,Group 3,Tairawhiti,2,261
2021-09-12,Group 3,Taranaki,1,878
2021-09-12,Group 3,Taranaki,2,939
2021-09-12,Group 3,Waikato,1,1702
2021-09-12,Group 3,Waikato,2,4366
2021-09-12,Group 3,Wairarapa,1,129
2021-09-12,Group 3,Wairarapa,2,296
2021-09-12,Group 3,Waitemata,1,3486
2021-09-12,Group 3,Waitemata,2,6683
2021-09-12,Group 3,West Coast,1,128
2021-09-12,Group 3,West Coast,2,217
2021-09-12,Group 3,Whanganui,1,238
2021-09-12,Group 3,Whanganui,2,450
2021-09-12,Group 4,Auckland,1,33246
2021-09-12,Group 4,Auckland,2,11584
2021-09-12,Group 4,Bay of Plenty,1,13324
2021-09-12,Group 4,Bay of Plenty,2,2323
2021-09-12,Group 4,Canterbury,1,29113
2021-09-12,Group 4,Canterbury,2,5810
2021-09-12,Group 4,Capital and Coast,1,19390
2021-09-12,Group 4,Capital and Coast,2,4002
2021-09-12,Group 4,Counties Manukau,1,29959
2021-09-12,Group 4,Counties Manukau,2,11620
2021-09-12,Group 4,Hawkes Bay,1,5786
2021-09-12,Group 4,Hawkes Bay,2,2153
2021-09-12,Group 4,Hutt Valley,1,9710
2021-09-12,Group 4,Hutt Valley,2,1398
2021-09-12,Group 4,Lakes,1,4175
2021-09-12,Group 4,Lakes,2,765
2021-09-12,Group 4,MidCentral,1,8270
2021-09-12,Group 4,MidCentral,2,1592
2021-09-12,Group 4,Nelson Marlborough,1,3639
2021-09-12,Group 4,Nelson Marlborough,2,2690
2021-09-12,Group 4,Northland,1,6994
2021-09-12,Group 4,Northland,2,1608
2021-09-12,Group 4,Overseas / Unknown,1,141
2021-09-12,Group 4,Overseas / Unknown,2,32
2021-09-12,Group 4,South Canterbury,1,2493
2021-09-12,Group 4,South Canterbury,2,679
2021-09-12,Group 4,Southern,1,12987
2021-09-12,Group 4,Southern,2,7180
2021-09-12,Group 4,Tairawhiti,1,1202
2021-09-12,Group 4,Tairawhiti,2,621
2021-09-12,Group 4,Taranaki,1,5071
2021-09-12,Group 4,Taranaki,2,1874
2021-09-12,Group 4,Waikato,1,15888
2021-09-12,Group 4,Waikato,2,6842
2021-09-12,Group 4,Wairarapa,1,2111
2021-09-12,Group 4,Wairarapa,2,620
2021-09-12,Group 4,Waitemata,1,45553
2021-09-12,Group 4,Waitemata,2,10640
2021-09-12,Group 4,West Coast,1,868
2021-09-12,Group 4,West Coast,2,321
2021-09-12,Group 4,Whanganui,1,2097
2021-09-12,Group 4,Whanganui,2,645
2021-09-19,Group 1,Auckland,1,40
2021-09-19,Group 1,Auckland,2,81
2021-09-19,Group 1,Bay of Plenty,1,40
2021-09-19,Group 1,Bay of Plenty,2,119
2021-09-19,Group 1,Canterbury,1,80
2021-09-19,Group 1,Canterbury,2,184
2021-09-19,Group 1,Capital and Coast,1,9
2021-09-19,Group 1,Capital and Coast,2,51
2021-09-19,Group 1,Counties Manukau,1,90
2021-09-19,Group 1,Counties Manukau,2,121
2021-09-19,Group 1,Hawkes Bay,1,8
2021-09-19,Group 1,Hawkes Bay,2,8
2021-09-19,Group 1,Hutt Valley,2,14
2021-09-19,Group 1,Lakes,2,5
2021-09-19,Group 1,Nelson Marlborough,1,12
2021-09-19,Group 1,Nelson Marlborough,2,22
2021-09-19,Group 1,Northland,2,5
2021-09-19,Group 1,South Canterbury,1,10
2021-09-19,Group 1,South Canterbury,2,33
2021-09-19,Group 1,Southern,1,11
2021-09-19,Group 1,Southern,2,47
2021-09-19,Group 1,Tairawhiti,2,5
2021-09-19,Group 1,Taranaki,2,8
2021-09-19,Group 1,Waikato,1,6
2021-09-19,Group 1,Waikato,2,15
2021-09-19,Group 1,Waitemata,1,48
2021-09-19,Group 1,Waitemata,2,119
2021-09-19,Group 2,Auckland,1,3107
2021-09-19,Group 2,Auckland,2,3041
2021-09-19,Group 2,Bay of Plenty,1,825
2021-09-19,Group 2,Bay of Plenty,2,387
2021-09-19,Group 2,Canterbury,1,3294
2021-09-19,Group 2,Canterbury,2,2166
2021-09-19,Group 2,Capital and Coast,1,1119
2021-09-19,Group 2,Capital and Coast,2,1403
2021-09-19,Group 2,Counties Manukau,1,4044
2021-09-19,Group 2,Counties Manukau,2,5424
2021-09-19,Group 2,Hawkes Bay,1,312
2021-09-19,Group 2,Hawkes Bay,2,500
2021-09-19,Group 2,Hutt Valley,1,532
2021-09-19,Group 2,Hutt Valley,2,462
2021-09-19,Group 2,Lakes,1,383
2021-09-19,Group 2,Lakes,2,345
2021-09-19,Group 2,MidCentral,1,445
2021-09-19,Group 2,MidCentral,2,440
2021-09-19,Group 2,Nelson Marlborough,1,215
2021-09-19,Group 2,Nelson Marlborough,2,446
2021-09-19,Group 2,Northland,1,422
2021-09-19,Group 2,Northland,2,428
2021-09-19,Group 2,Overseas / Unknown,1,8
2021-09-19,Group 2,Overseas / Unknown,2,14
2021-09-19,Group 2,South Canterbury,1,181
2021-09-19,Group 2,South Canterbury,2,129
2021-09-19,Group 2,Southern,1,758
2021-09-19,Group 2,Southern,2,1191
2021-09-19,Group 2,Tairawhiti,1,77
2021-09-19,Group 2,Tairawhiti,2,172
2021-09-19,Group 2,Taranaki,1,465
2021-09-19,Group 2,Taranaki,2,460
2021-09-19,Group 2,Waikato,1,959
2021-09-19,Group 2,Waikato,2,1636
2021-09-19,Group 2,Wairarapa,1,117
2021-09-19,Group 2,Wairarapa,2,122
2021-09-19,Group 2,Waitemata,1,3854
2021-09-19,Group 2,Waitemata,2,2950
2021-09-19,Group 2,West Coast,1,67
2021-09-19,Group 2,West Coast,2,43
2021-09-19,Group 2,Whanganui,1,128
2021-09-19,Group 2,Whanganui,2,298
2021-09-19,Group 3,Auckland,1,1247
2021-09-19,Group 3,Auckland,2,2932
2021-09-19,Group 3,Bay of Plenty,1,2334
2021-09-19,Group 3,Bay of Plenty,2,1747
2021-09-19,Group 3,Canterbury,1,2776
2021-09-19,Group 3,Canterbury,2,7153
2021-09-19,Group 3,Capital and Coast,1,645
2021-09-19,Group 3,Capital and Coast,2,4711
2021-09-19,Group 3,Counties Manukau,1,231
2021-09-19,Group 3,Counties Manukau,2,398
2021-09-19,Group 3,Hawkes Bay,1,445
2021-09-19,Group 3,Hawkes Bay,2,1656
2021-09-19,Group 3,Hutt Valley,1,463
2021-09-19,Group 3,Hutt Valley,2,2280
2021-09-19,Group 3,Lakes,1,209
2021-09-19,Group 3,Lakes,2,265
2021-09-19,Group 3,MidCentral,1,298
2021-09-19,Group 3,MidCentral,2,786
2021-09-19,Group 3,Nelson Marlborough,1,131
2021-09-19,Group 3,Nelson Marlborough,2,680
2021-09-19,Group 3,Northland,1,538
2021-09-19,Group 3,Northland,2,862
2021-09-19,Group 3,Overseas / Unknown,1,9
2021-09-19,Group 3,Overseas / Unknown,2,15
2021-09-19,Group 3,South Canterbury,1,74
2021-09-19,Group 3,South Canterbury,2,209
2021-09-19,Group 3,Southern,1,585
2021-09-19,Group 3,Southern,2,2521
2021-09-19,Group 3,Tairawhiti,1,56
2021-09-19,Group 3,Tairawhiti,2,109
2021-09-19,Group 3,Taranaki,1,599
2021-09-19,Group 3,Taranaki,2,819
2021-09-19,Group 3,Waikato,1,974
2021-09-19,Group 3,Waikato,2,3398
2021-09-19,Group 3,Wairarapa,1,82
2021-09-19,Group 3,Wairarapa,2,293
2021-09-19,Group 3,Waitemata,1,2772
2021-09-19,Group 3,Waitemata,2,6196
2021-09-19,Group 3,West Coast,1,103
2021-09-19,Group 3,West Coast,2,251
2021-09-19,Group 3,Whanganui,1,159
2021-09-19,Group 3,Whanganui,2,368
2021-09-19,Group 4,Auckland,1,26506
2021-09-19,Group 4,Auckland,2,14168
2021-09-19,Group 4,Bay of Plenty,1,11855
2021-09-19,Group 4,Bay of Plenty,2,2873
2021-09-19,Group 4,Canterbury,1,26717
2021-09-19,Group 4,Canterbury,2,9124
2021-09-19,Group 4,Capital and Coast,1,12118
2021-09-19,Group 4,Capital and Coast,2,6225
2021-09-19,Group 4,Counties Manukau,1,24269
2021-09-19,Group 4,Counties Manukau,2,11905
2021-09-19,Group 4,Hawkes Bay,1,3771
2021-09-19,Group 4,Hawkes Bay,2,2710
2021-09-19,Group 4,Hutt Valley,1,5863
2021-09-19,Group 4,Hutt Valley,2,2667
2021-09-19,Group 4,Lakes,1,3693
2021-09-19,Group 4,Lakes,2,1673
2021-09-19,Group 4,MidCentral,1,4977
2021-09-19,Group 4,MidCentral,2,1951
2021-09-19,Group 4,Nelson Marlborough,1,1547
2021-09-19,Group 4,Nelson Marlborough,2,3071
2021-09-19,Group 4,Northland,1,4699
2021-09-19,Group 4,Northland,2,2082
2021-09-19,Group 4,Overseas / Unknown,1,79
2021-09-19,Group 4,Overseas / Unknown,2,61
2021-09-19,Group 4,South Canterbury,1,2102
2021-09-19,Group 4,South Canterbury,2,1071
2021-09-19,Group 4,Southern,1,8073
2021-09-19,Group 4,Southern,2,7912
2021-09-19,Group 4,Tairawhiti,1,570
2021-09-19,Group 4,Tairawhiti,2,445
2021-09-19,Group 4,Taranaki,1,4705
2021-09-19,Group 4,Taranaki,2,1573
2021-09-19,Group 4,Waikato,1,9673
2021-09-19,Group 4,Waikato,2,8609
2021-09-19,Group 4,Wairarapa,1,1377
2021-09-19,Group 4,Wairarapa,2,671
2021-09-19,Group 4,Waitemata,1,37944
2021-09-19,Group 4,Waitemata,2,15100
2021-09-19,Group 4,West Coast,1,811
2021-09-19,Group 4,West Coast,2,357
2021-09-19,Group 4,Whanganui,1,1125
2021-09-19,Group 4,Whanganui,2,1164
2021-09-26,Group 1,Auckland,1,25
2021-09-26,Group 1,Auckland,2,62
2021-09-26,Group 1,Bay of Plenty,1,53
2021-09-26,Group 1,Bay of Plenty,2,225
2021-09-26,Group 1,Canterbury,1,49
2021-09-26,Group 1,Canterbury,2,144
2021-09-26,Group 1,Capital and Coast,1,10
2021-09-26,Group 1,Capital and Coast,2,60
2021-09-26,Group 1,Counties Manukau,1,61
2021-09-26,Group 1,Counties Manukau,2,87
2021-09-26,Group 1,Hawkes Bay,2,12
2021-09-26,Group 1,Hutt Valley,2,24
2021-09-26,Group 1,Lakes,1,5
2021-09-26,Group 1,Lakes,2,8
2021-09-26,Group 1,MidCentral,2,5
2021-09-26,Group 1,Nelson Marlborough,1,7
2021-09-26,Group 1,Nelson Marlborough,2,6
2021-09-26,Group 1,Northland,1,5
2021-09-26,Group 1,Northland,2,13
2021-09-26,Group 1,South Canterbury,1,5
2021-09-26,Group 1,South Canterbury,2,10
2021-09-26,Group 1,Southern,1,8
2021-09-26,Group 1,Southern,2,57
2021-09-26,Group 1,Taranaki,1,5
2021-09-26,Group 1,Taranaki,2,14
2021-09-26,Group 1,Waikato,1,6
2021-09-26,Group 1,Waikato,2,18
2021-09-26,Group 1,Waitemata,1,37
2021-09-26,Group 1,Waitemata,2,100
2021-09-26,Group 2,Auckland,1,1428
2021-09-26,Group 2,Auckland,2,2652
2021-09-26,Group 2,Bay of Plenty,1,672
2021-09-26,Group 2,Bay of Plenty,2,573
2021-09-26,Group 2,Canterbury,1,2386
2021-09-26,Group 2,Canterbury,2,2120
2021-09-26,Group 2,Capital and Coast,1,609
2021-09-26,Group 2,Capital and Coast,2,1305
2021-09-26,Group 2,Counties Manukau,1,3142
2021-09-26,Group 2,Counties Manukau,2,4907
2021-09-26,Group 2,Hawkes Bay,1,182
2021-09-26,Group 2,Hawkes Bay,2,579
2021-09-26,Group 2,Hutt Valley,1,322
2021-09-26,Group 2,Hutt Valley,2,592
2021-09-26,Group 2,Lakes,1,291
2021-09-26,Group 2,Lakes,2,243
2021-09-26,Group 2,MidCentral,1,276
2021-09-26,Group 2,MidCentral,2,590
2021-09-26,Group 2,Nelson Marlborough,1,106
2021-09-26,Group 2,Nelson Marlborough,2,587
2021-09-26,Group 2,Northland,1,321
2021-09-26,Group 2,Northland,2,693
2021-09-26,Group 2,Overseas / Unknown,1,9
2021-09-26,Group 2,Overseas / Unknown,2,17
2021-09-26,Group 2,South Canterbury,1,62
2021-09-26,Group 2,South Canterbury,2,121
2021-09-26,Group 2,Southern,1,400
2021-09-26,Group 2,Southern,2,1051
2021-09-26,Group 2,Tairawhiti,1,53
2021-09-26,Group 2,Tairawhiti,2,123
2021-09-26,Group 2,Taranaki,1,293
2021-09-26,Group 2,Taranaki,2,543
2021-09-26,Group 2,Waikato,1,828
2021-09-26,Group 2,Waikato,2,2007
2021-09-26,Group 2,Wairarapa,1,43
2021-09-26,Group 2,Wairarapa,2,72
2021-09-26,Group 2,Waitemata,1,2023
2021-09-26,Group 2,Waitemata,2,2803
2021-09-26,Group 2,West Coast,1,55
2021-09-26,Group 2,West Coast,2,51
2021-09-26,Group 2,Whanganui,1,79
2021-09-26,Group 2,Whanganui,2,223
2021-09-26,Group 3,Auckland,1,953
2021-09-26,Group 3,Auckland,2,2605
2021-09-26,Group 3,Bay of Plenty,1,1552
2021-09-26,Group 3,Bay of Plenty,2,1790
2021-09-26,Group 3,Canterbury,1,1714
2021-09-26,Group 3,Canterbury,2,6617
2021-09-26,Group 3,Capital and Coast,1,514
2021-09-26,Group 3,Capital and Coast,2,3991
2021-09-26,Group 3,Counties Manukau,1,171
2021-09-26,Group 3,Counties Manukau,2,322
2021-09-26,Group 3,Hawkes Bay,1,325
2021-09-26,Group 3,Hawkes Bay,2,1519
2021-09-26,Group 3,Hutt Valley,1,318
2021-09-26,Group 3,Hutt Valley,2,1666
2021-09-26,Group 3,Lakes,1,252
2021-09-26,Group 3,Lakes,2,284
2021-09-26,Group 3,MidCentral,1,214
2021-09-26,Group 3,MidCentral,2,783
2021-09-26,Group 3,Nelson Marlborough,1,171
2021-09-26,Group 3,Nelson Marlborough,2,686
2021-09-26,Group 3,Northland,1,437
2021-09-26,Group 3,Northland,2,1011
2021-09-26,Group 3,Overseas / Unknown,2,16
2021-09-26,Group 3,South Canterbury,1,85
2021-09-26,Group 3,South Canterbury,2,175
2021-09-26,Group 3,Southern,1,403
2021-09-26,Group 3,Southern,2,2040
2021-09-26,Group 3,Tairawhiti,1,36
2021-09-26,Group 3,Tairawhiti,2,132
2021-09-26,Group 3,Taranaki,1,360
2021-09-26,Group 3,Taranaki,2,1331
2021-09-26,Group 3,Waikato,1,893
2021-09-26,Group 3,Waikato,2,3431
2021-09-26,Group 3,Wairarapa,1,62
2021-09-26,Group 3,Wairarapa,2,297
2021-09-26,Group 3,Waitemata,1,1869
2021-09-26,Group 3,Waitemata,2,5764
2021-09-26,Group 3,West Coast,1,105
2021-09-26,Group 3,West Coast,2,231
2021-09-26,Group 3,Whanganui,1,149
2021-09-26,Group 3,Whanganui,2,476
2021-09-26,Group 4,Auckland,1,12444
2021-09-26,Group 4,Auckland,2,18271
2021-09-26,Group 4,Bay of Plenty,1,8156
2021-09-26,Group 4,Bay of Plenty,2,4297
2021-09-26,Group 4,Canterbury,1,21529
2021-09-26,Group 4,Canterbury,2,12423
2021-09-26,Group 4,Capital and Coast,1,8028
2021-09-26,Group 4,Capital and Coast,2,9188
2021-09-26,Group 4,Counties Manukau,1,15284
2021-09-26,Group 4,Counties Manukau,2,15626
2021-09-26,Group 4,Hawkes Bay,1,2026
2021-09-26,Group 4,Hawkes Bay,2,3808
2021-09-26,Group 4,Hutt Valley,1,3906
2021-09-26,Group 4,Hutt Valley,2,4189
2021-09-26,Group 4,Lakes,1,3275
2021-09-26,Group 4,Lakes,2,1898
2021-09-26,Group 4,MidCentral,1,3160
2021-09-26,Group 4,MidCentral,2,2830
2021-09-26,Group 4,Nelson Marlborough,1,1472
2021-09-26,Group 4,Nelson Marlborough,2,4106
2021-09-26,Group 4,Northland,1,2968
2021-09-26,Group 4,Northland,2,2991
2021-09-26,Group 4,Overseas / Unknown,1,62
2021-09-26,Group 4,Overseas / Unknown,2,86
2021-09-26,Group 4,South Canterbury,1,962
2021-09-26,Group 4,South Canterbury,2,1622
2021-09-26,Group 4,Southern,1,4912
2021-09-26,Group 4,Southern,2,9651
2021-09-26,Group 4,Tairawhiti,1,446
2021-09-26,Group 4,Tairawhiti,2,684
2021-09-26,Group 4,Taranaki,1,3022
2021-09-26,Group 4,Taranaki,2,2418
2021-09-26,Group 4,Waikato,1,8444
2021-09-26,Group 4,Waikato,2,11909
2021-09-26,Group 4,Wairarapa,1,690
2021-09-26,Group 4,Wairarapa,2,827
2021-09-26,Group 4,Waitemata,1,18730
2021-09-26,Group 4,Waitemata,2,20340
2021-09-26,Group 4,West Coast,1,737
2021-09-26,Group 4,West Coast,2,549
2021-09-26,Group 4,Whanganui,1,1004
2021-09-26,Group 4,Whanganui,2,1559
2021-10-03,Group 1,Auckland,1,23
2021-10-03,Group 1,Auckland,2,75
2021-10-03,Group 1,Bay of Plenty,1,35
2021-10-03,Group 1,Bay of Plenty,2,38
2021-10-03,Group 1,Canterbury,1,32
2021-10-03,Group 1,Canterbury,2,171
2021-10-03,Group 1,Capital and Coast,2,41
2021-10-03,Group 1,Counties Manukau,1,53
2021-10-03,Group 1,Counties Manukau,2,115
2021-10-03,Group 1,Hawkes Bay,1,7
2021-10-03,Group 1,Hawkes Bay,2,5
2021-10-03,Group 1,Hutt Valley,1,7
2021-10-03,Group 1,Hutt Valley,2,16
2021-10-03,Group 1,MidCentral,2,5
2021-10-03,Group 1,Nelson Marlborough,1,8
2021-10-03,Group 1,Nelson Marlborough,2,16
2021-10-03,Group 1,Northland,1,8
2021-10-03,Group 1,Northland,2,12
2021-10-03,Group 1,South Canterbury,2,6
2021-10-03,Group 1,Southern,1,11
2021-10-03,Group 1,Southern,2,30
2021-10-03,Group 1,Taranaki,2,12
2021-10-03,Group 1,Waikato,2,15
2021-10-03,Group 1,Waitemata,1,26
2021-10-03,Group 1,Waitemata,2,85
2021-10-03,Group 2,Auckland,1,843
2021-10-03,Group 2,Auckland,2,2138
2021-10-03,Group 2,Bay of Plenty,1,367
2021-10-03,Group 2,Bay of Plenty,2,727
2021-10-03,Group 2,Canterbury,1,1437
2021-10-03,Group 2,Canterbury,2,2207
2021-10-03,Group 2,Capital and Coast,1,275
2021-10-03,Group 2,Capital and Coast,2,1030
2021-10-03,Group 2,Counties Manukau,1,1602
2021-10-03,Group 2,Counties Manukau,2,4041
2021-10-03,Group 2,Hawkes Bay,1,87
2021-10-03,Group 2,Hawkes Bay,2,351
2021-10-03,Group 2,Hutt Valley,1,163
2021-10-03,Group 2,Hutt Valley,2,501
2021-10-03,Group 2,Lakes,1,153
2021-10-03,Group 2,Lakes,2,148
2021-10-03,Group 2,MidCentral,1,166
2021-10-03,Group 2,MidCentral,2,448
2021-10-03,Group 2,Nelson Marlborough,1,95
2021-10-03,Group 2,Nelson Marlborough,2,408
2021-10-03,Group 2,Northland,1,176
2021-10-03,Group 2,Northland,2,368
2021-10-03,Group 2,Overseas / Unknown,2,12
2021-10-03,Group 2,South Canterbury,1,34
2021-10-03,Group 2,South Canterbury,2,106
2021-10-03,Group 2,Southern,1,232
2021-10-03,Group 2,Southern,2,794
2021-10-03,Group 2,Tairawhiti,1,32
2021-10-03,Group 2,Tairawhiti,2,151
2021-10-03,Group 2,Taranaki,1,214
2021-10-03,Group 2,Taranaki,2,350
2021-10-03,Group 2,Waikato,1,521
2021-10-03,Group 2,Waikato,2,1107
2021-10-03,Group 2,Wairarapa,1,16
2021-10-03,Group 2,Wairarapa,2,47
2021-10-03,Group 2,Waitemata,1,933
2021-10-03,Group 2,Waitemata,2,2318
2021-10-03,Group 2,West Coast,1,19
2021-10-03,Group 2,West Coast,2,28
2021-10-03,Group 2,Whanganui,1,53
2021-10-03,Group 2,Whanganui,2,138
2021-10-03,Group 3,Auckland,1,605
2021-10-03,Group 3,Auckland,2,2122
2021-10-03,Group 3,Bay of Plenty,1,765
2021-10-03,Group 3,Bay of Plenty,2,1659
2021-10-03,Group 3,Canterbury,1,980
2021-10-03,Group 3,Canterbury,2,5492
2021-10-03,Group 3,Capital and Coast,1,301
2021-10-03,Group 3,Capital and Coast,2,3112
2021-10-03,Group 3,Counties Manukau,1,330
2021-10-03,Group 3,Counties Manukau,2,352
2021-10-03,Group 3,Hawkes Bay,1,198
2021-10-03,Group 3,Hawkes Bay,2,1562
2021-10-03,Group 3,Hutt Valley,1,193
2021-10-03,Group 3,Hutt Valley,2,1502
2021-10-03,Group 3,Lakes,1,165
2021-10-03,Group 3,Lakes,2,217
2021-10-03,Group 3,MidCentral,1,204
2021-10-03,Group 3,MidCentral,2,971
2021-10-03,Group 3,Nelson Marlborough,1,104
2021-10-03,Group 3,Nelson Marlborough,2,537
2021-10-03,Group 3,Northland,1,287
2021-10-03,Group 3,Northland,2,1073
2021-10-03,Group 3,Overseas / Unknown,2,14
2021-10-03,Group 3,South Canterbury,1,28
2021-10-03,Group 3,South Canterbury,2,173
2021-10-03,Group 3,Southern,1,320
2021-10-03,Group 3,Southern,2,1593
2021-10-03,Group 3,Tairawhiti,1,42
2021-10-03,Group 3,Tairawhiti,2,204
2021-10-03,Group 3,Taranaki,1,291
2021-10-03,Group 3,Taranaki,2,1087
2021-10-03,Group 3,Waikato,1,574
2021-10-03,Group 3,Waikato,2,3152
2021-10-03,Group 3,Wairarapa,1,65
2021-10-03,Group 3,Wairarapa,2,290
2021-10-03,Group 3,Waitemata,1,938
2021-10-03,Group 3,Waitemata,2,4837
2021-10-03,Group 3,West Coast,1,63
2021-10-03,Group 3,West Coast,2,186
2021-10-03,Group 3,Whanganui,1,102
2021-10-03,Group 3,Whanganui,2,433
2021-10-03,Group 4,Auckland,1,6424
2021-10-03,Group 4,Auckland,2,22329
2021-10-03,Group 4,Bay of Plenty,1,4982
2021-10-03,Group 4,Bay of Plenty,2,5601
2021-10-03,Group 4,Canterbury,1,15414
2021-10-03,Group 4,Canterbury,2,16157
2021-10-03,Group 4,Capital and Coast,1,3934
2021-10-03,Group 4,Capital and Coast,2,11404
2021-10-03,Group 4,Counties Manukau,1,8402
2021-10-03,Group 4,Counties Manukau,2,19618
2021-10-03,Group 4,Hawkes Bay,1,1570
2021-10-03,Group 4,Hawkes Bay,2,5388
2021-10-03,Group 4,Hutt Valley,1,2332
2021-10-03,Group 4,Hutt Valley,2,4847
2021-10-03,Group 4,Lakes,1,2011
2021-10-03,Group 4,Lakes,2,2599
2021-10-03,Group 4,MidCentral,1,2445
2021-10-03,Group 4,MidCentral,2,4386
2021-10-03,Group 4,Nelson Marlborough,1,1009
2021-10-03,Group 4,Nelson Marlborough,2,5110
2021-10-03,Group 4,Northland,1,1938
2021-10-03,Group 4,Northland,2,4238
2021-10-03,Group 4,Overseas / Unknown,1,51
2021-10-03,Group 4,Overseas / Unknown,2,94
2021-10-03,Group 4,South Canterbury,1,601
2021-10-03,Group 4,South Canterbury,2,1613
2021-10-03,Group 4,Southern,1,3534
2021-10-03,Group 4,Southern,2,11738
2021-10-03,Group 4,Tairawhiti,1,350
2021-10-03,Group 4,Tairawhiti,2,1418
2021-10-03,Group 4,Taranaki,1,2368
2021-10-03,Group 4,Taranaki,2,3513
2021-10-03,Group 4,Waikato,1,5554
2021-10-03,Group 4,Waikato,2,14308
2021-10-03,Group 4,Wairarapa,1,444
2021-10-03,Group 4,Wairarapa,2,1345
2021-10-03,Group 4,Waitemata,1,8674
2021-10-03,Group 4,Waitemata,2,25529
2021-10-03,Group 4,West Coast,1,463
2021-10-03,Group 4,West Coast,2,540
2021-10-03,Group 4,Whanganui,1,628
2021-10-03,Group 4,Whanganui,2,1474
2021-10-10,Group 1,Auckland,1,16
2021-10-10,Group 1,Auckland,2,107
2021-10-10,Group 1,Bay of Plenty,1,14
2021-10-10,Group 1,Bay of Plenty,2,50
2021-10-10,Group 1,Canterbury,1,33
2021-10-10,Group 1,Canterbury,2,179
2021-10-10,Group 1,Capital and Coast,2,57
2021-10-10,Group 1,Counties Manukau,1,38
2021-10-10,Group 1,Counties Manukau,2,134
2021-10-10,Group 1,Hawkes Bay,2,22
2021-10-10,Group 1,Hutt Valley,2,16
2021-10-10,Group 1,Lakes,2,6
2021-10-10,Group 1,MidCentral,2,7
2021-10-10,Group 1,Nelson Marlborough,1,5
2021-10-10,Group 1,Nelson Marlborough,2,18
2021-10-10,Group 1,Northland,1,6
2021-10-10,Group 1,Northland,2,23
2021-10-10,Group 1,South Canterbury,2,19
2021-10-10,Group 1,Southern,1,7
2021-10-10,Group 1,Southern,2,27
2021-10-10,Group 1,Taranaki,2,62
2021-10-10,Group 1,Waikato,1,16
2021-10-10,Group 1,Waikato,2,25
2021-10-10,Group 1,Waitemata,1,23
2021-10-10,Group 1,Waitemata,2,86
2021-10-10,Group 2,Auckland,1,844
2021-10-10,Group 2,Auckland,2,3436
2021-10-10,Group 2,Bay of Plenty,1,143
2021-10-10,Group 2,Bay of Plenty,2,1248
2021-10-10,Group 2,Canterbury,1,1283
2021-10-10,Group 2,Canterbury,2,4724
2021-10-10,Group 2,Capital and Coast,1,171
2021-10-10,Group 2,Capital and Coast,2,2044
2021-10-10,Group 2,Counties Manukau,1,1574
2021-10-10,Group 2,Counties Manukau,2,5307
2021-10-10,Group 2,Hawkes Bay,1,229
2021-10-10,Group 2,Hawkes Bay,2,823
2021-10-10,Group 2,Hutt Valley,1,174
2021-10-10,Group 2,Hutt Valley,2,948
2021-10-10,Group 2,Lakes,1,254
2021-10-10,Group 2,Lakes,2,343
2021-10-10,Group 2,MidCentral,1,239
2021-10-10,Group 2,MidCentral,2,971
2021-10-10,Group 2,Nelson Marlborough,1,143
2021-10-10,Group 2,Nelson Marlborough,2,915
2021-10-10,Group 2,Northland,1,220
2021-10-10,Group 2,Northland,2,847
2021-10-10,Group 2,Overseas / Unknown,1,7
2021-10-10,Group 2,Overseas / Unknown,2,22
2021-10-10,Group 2,South Canterbury,1,57
2021-10-10,Group 2,South Canterbury,2,213
2021-10-10,Group 2,Southern,1,267
2021-10-10,Group 2,Southern,2,1465
2021-10-10,Group 2,Tairawhiti,1,65
