Week ending,Group,DHB of residence,Dose number,# doses administered
2021-02-21,Group 1,Auckland,1,20
2021-02-21,Group 1,Counties Manukau,1,62
2021-02-21,Group 1,Waitemata,1,16
2021-02-21,Group 2,Auckland,1,13
2021-02-21,Group 2,Counties Manukau,1,21
2021-02-21,Group 2,Waitemata,1,21
2021-02-28,Group 1,Auckland,1,957
2021-02-28,Group 1,Bay of Plenty,1,22
2021-02-28,Group 1,Canterbury,1,587
2021-02-28,Group 1,Capital and Coast,1,103
2021-02-28,Group 1,Counties Manukau,1,1017
2021-02-28,Group 1,Hawkes Bay,1,10
2021-02-28,Group 1,Hutt Valley,1,22
2021-02-28,Group 1,Lakes,1,63
2021-02-28,Group 1,MidCentral,1,72
2021-02-28,Group 1,Nelson Marlborough,1,11
2021-02-28,Group 1,Northland,1,31
2021-02-28,Group 1,Southern,1,27
2021-02-28,Group 1,Tairawhiti,1,40
2021-02-28,Group 1,Taranaki,1,5
2021-02-28,Group 1,Waikato,1,194
2021-02-28,Group 1,Waitemata,1,769
2021-02-28,Group 1,Whanganui,1,10
2021-02-28,Group 2,Auckland,1,991
2021-02-28,Group 2,Bay of Plenty,1,8
2021-02-28,Group 2,Canterbury,1,67
2021-02-28,Group 2,Capital and Coast,1,43
2021-02-28,Group 2,Counties Manukau,1,710
2021-02-28,Group 2,Hawkes Bay,1,26
2021-02-28,Group 2,Hutt Valley,1,6
2021-02-28,Group 2,Lakes,1,11
2021-02-28,Group 2,MidCentral,1,12
2021-02-28,Group 2,Nelson Marlborough,1,6
2021-02-28,Group 2,Northland,1,7
2021-02-28,Group 2,Tairawhiti,1,37
2021-02-28,Group 2,Waikato,1,35
2021-02-28,Group 2,Waitemata,1,610
2021-02-28,Group 3,Waitemata,1,5
2021-03-07,Group 1,Auckland,1,846
2021-03-07,Group 1,Bay of Plenty,1,209
2021-03-07,Group 1,Canterbury,1,947
2021-03-07,Group 1,Capital and Coast,1,119
2021-03-07,Group 1,Counties Manukau,1,1136
2021-03-07,Group 1,Hawkes Bay,1,200
2021-03-07,Group 1,Hutt Valley,1,54
2021-03-07,Group 1,Lakes,1,172
2021-03-07,Group 1,MidCentral,1,79
2021-03-07,Group 1,Nelson Marlborough,1,349
2021-03-07,Group 1,Northland,1,164
2021-03-07,Group 1,South Canterbury,1,113
2021-03-07,Group 1,Southern,1,404
2021-03-07,Group 1,Tairawhiti,1,43
2021-03-07,Group 1,Taranaki,1,88
2021-03-07,Group 1,Waikato,1,271
2021-03-07,Group 1,Waitemata,1,717
2021-03-07,Group 1,Whanganui,1,7
2021-03-07,Group 2,Auckland,1,665
2021-03-07,Group 2,Bay of Plenty,1,33
2021-03-07,Group 2,Canterbury,1,119
2021-03-07,Group 2,Capital and Coast,1,15
2021-03-07,Group 2,Counties Manukau,1,499
2021-03-07,Group 2,Hawkes Bay,1,22
2021-03-07,Group 2,Hutt Valley,1,6
2021-03-07,Group 2,Lakes,1,52
2021-03-07,Group 2,Nelson Marlborough,1,66
2021-03-07,Group 2,Northland,1,9
2021-03-07,Group 2,South Canterbury,1,118
2021-03-07,Group 2,Southern,1,59
2021-03-07,Group 2,Tairawhiti,1,160
2021-03-07,Group 2,Taranaki,1,68
2021-03-07,Group 2,Waikato,1,766
2021-03-07,Group 2,Waitemata,1,319
2021-03-14,Group 1,Auckland,1,524
2021-03-14,Group 1,Bay of Plenty,1,242
2021-03-14,Group 1,Canterbury,1,857
2021-03-14,Group 1,Capital and Coast,1,61
2021-03-14,Group 1,Counties Manukau,1,1279
2021-03-14,Group 1,Hawkes Bay,1,120
2021-03-14,Group 1,Hutt Valley,1,28
2021-03-14,Group 1,Lakes,1,61
2021-03-14,Group 1,MidCentral,1,99
2021-03-14,Group 1,Nelson Marlborough,1,216
2021-03-14,Group 1,Northland,1,144
2021-03-14,Group 1,Southern,1,18
2021-03-14,Group 1,Taranaki,1,133
2021-03-14,Group 1,Waikato,1,176
2021-03-14,Group 1,Waitemata,1,450
2021-03-14,Group 1,Whanganui,1,7
2021-03-14,Group 2,Auckland,1,526
2021-03-14,Group 2,Bay of Plenty,1,33
2021-03-14,Group 2,Canterbury,1,135
2021-03-14,Group 2,Capital and Coast,1,39
2021-03-14,Group 2,Counties Manukau,1,531
2021-03-14,Group 2,Counties Manukau,2,6
2021-03-14,Group 2,Hawkes Bay,1,11
2021-03-14,Group 2,Hutt Valley,1,16
2021-03-14,Group 2,Lakes,1,36
2021-03-14,Group 2,MidCentral,1,70
2021-03-14,Group 2,Nelson Marlborough,1,164
2021-03-14,Group 2,Northland,1,13
2021-03-14,Group 2,South Canterbury,1,6
2021-03-14,Group 2,Southern,1,11
2021-03-14,Group 2,Taranaki,1,130
2021-03-14,Group 2,Waikato,1,606
2021-03-14,Group 2,Waitemata,1,753
2021-03-14,Group 2,Waitemata,2,7
2021-03-14,Group 2,Whanganui,1,5
2021-03-21,Group 1,Auckland,1,1088
2021-03-21,Group 1,Auckland,2,699
2021-03-21,Group 1,Bay of Plenty,1,231
2021-03-21,Group 1,Bay of Plenty,2,9
2021-03-21,Group 1,Canterbury,1,307
2021-03-21,Group 1,Canterbury,2,15
2021-03-21,Group 1,Capital and Coast,1,18
2021-03-21,Group 1,Capital and Coast,2,91
2021-03-21,Group 1,Counties Manukau,1,1179
2021-03-21,Group 1,Counties Manukau,2,727
2021-03-21,Group 1,Hawkes Bay,1,38
2021-03-21,Group 1,Hawkes Bay,2,6
2021-03-21,Group 1,Hutt Valley,1,42
2021-03-21,Group 1,Hutt Valley,2,15
2021-03-21,Group 1,Lakes,1,111
2021-03-21,Group 1,Lakes,2,27
2021-03-21,Group 1,MidCentral,1,68
2021-03-21,Group 1,Nelson Marlborough,1,59
2021-03-21,Group 1,Northland,1,66
2021-03-21,Group 1,Northland,2,5
2021-03-21,Group 1,South Canterbury,1,66
2021-03-21,Group 1,Southern,1,21
2021-03-21,Group 1,Southern,2,6
2021-03-21,Group 1,Tairawhiti,1,27
2021-03-21,Group 1,Tairawhiti,2,35
2021-03-21,Group 1,Taranaki,1,5
2021-03-21,Group 1,Waikato,1,128
2021-03-21,Group 1,Waikato,2,37
2021-03-21,Group 1,Waitemata,1,890
2021-03-21,Group 1,Waitemata,2,513
2021-03-21,Group 1,Whanganui,1,5
2021-03-21,Group 2,Auckland,1,291
2021-03-21,Group 2,Auckland,2,424
2021-03-21,Group 2,Bay of Plenty,1,58
2021-03-21,Group 2,Bay of Plenty,2,5
2021-03-21,Group 2,Canterbury,1,329
2021-03-21,Group 2,Canterbury,2,21
2021-03-21,Group 2,Capital and Coast,1,219
2021-03-21,Group 2,Capital and Coast,2,29
2021-03-21,Group 2,Counties Manukau,1,314
2021-03-21,Group 2,Counties Manukau,2,361
2021-03-21,Group 2,Hawkes Bay,1,66
2021-03-21,Group 2,Hawkes Bay,2,18
2021-03-21,Group 2,Hutt Valley,1,370
2021-03-21,Group 2,Lakes,1,78
2021-03-21,Group 2,MidCentral,1,733
2021-03-21,Group 2,Nelson Marlborough,1,873
2021-03-21,Group 2,Northland,1,45
2021-03-21,Group 2,Overseas / Unknown,1,6
2021-03-21,Group 2,South Canterbury,1,165
2021-03-21,Group 2,Southern,1,61
2021-03-21,Group 2,Tairawhiti,1,18
2021-03-21,Group 2,Tairawhiti,2,20
2021-03-21,Group 2,Taranaki,1,20
2021-03-21,Group 2,Waikato,1,872
2021-03-21,Group 2,Waikato,2,26
2021-03-21,Group 2,Wairarapa,1,34
2021-03-21,Group 2,Waitemata,1,938
2021-03-21,Group 2,Waitemata,2,341
2021-03-21,Group 2,Whanganui,1,127
2021-03-28,Group 1,Auckland,1,752
2021-03-28,Group 1,Auckland,2,813
2021-03-28,Group 1,Bay of Plenty,1,132
2021-03-28,Group 1,Bay of Plenty,2,122
2021-03-28,Group 1,Canterbury,1,423
2021-03-28,Group 1,Canterbury,2,742
2021-03-28,Group 1,Capital and Coast,1,197
2021-03-28,Group 1,Capital and Coast,2,111
2021-03-28,Group 1,Counties Manukau,1,885
2021-03-28,Group 1,Counties Manukau,2,1066
2021-03-28,Group 1,Hawkes Bay,1,79
2021-03-28,Group 1,Hawkes Bay,2,174
2021-03-28,Group 1,Hutt Valley,1,105
2021-03-28,Group 1,Hutt Valley,2,55
2021-03-28,Group 1,Lakes,1,46
2021-03-28,Group 1,Lakes,2,161
2021-03-28,Group 1,MidCentral,1,46
2021-03-28,Group 1,MidCentral,2,113
2021-03-28,Group 1,Nelson Marlborough,1,62
2021-03-28,Group 1,Nelson Marlborough,2,255
2021-03-28,Group 1,Northland,1,114
2021-03-28,Group 1,Northland,2,150
2021-03-28,Group 1,Overseas / Unknown,2,5
2021-03-28,Group 1,South Canterbury,2,102
2021-03-28,Group 1,Southern,1,433
2021-03-28,Group 1,Southern,2,376
2021-03-28,Group 1,Tairawhiti,1,19
2021-03-28,Group 1,Tairawhiti,2,44
2021-03-28,Group 1,Taranaki,1,104
2021-03-28,Group 1,Taranaki,2,65
2021-03-28,Group 1,Waikato,1,146
2021-03-28,Group 1,Waikato,2,215
2021-03-28,Group 1,Waitemata,1,683
2021-03-28,Group 1,Waitemata,2,667
2021-03-28,Group 1,Whanganui,2,10
2021-03-28,Group 2,Auckland,1,417
2021-03-28,Group 2,Auckland,2,844
2021-03-28,Group 2,Bay of Plenty,1,162
2021-03-28,Group 2,Bay of Plenty,2,10
2021-03-28,Group 2,Canterbury,1,329
2021-03-28,Group 2,Canterbury,2,44
2021-03-28,Group 2,Capital and Coast,1,1067
2021-03-28,Group 2,Capital and Coast,2,22
2021-03-28,Group 2,Counties Manukau,1,529
2021-03-28,Group 2,Counties Manukau,2,573
2021-03-28,Group 2,Hawkes Bay,1,334
2021-03-28,Group 2,Hawkes Bay,2,21
2021-03-28,Group 2,Hutt Valley,1,785
2021-03-28,Group 2,Hutt Valley,2,8
2021-03-28,Group 2,Lakes,1,124
2021-03-28,Group 2,Lakes,2,50
2021-03-28,Group 2,MidCentral,1,622
2021-03-28,Group 2,MidCentral,2,8
2021-03-28,Group 2,Nelson Marlborough,1,677
2021-03-28,Group 2,Nelson Marlborough,2,55
2021-03-28,Group 2,Northland,1,112
2021-03-28,Group 2,Northland,2,6
2021-03-28,Group 2,Overseas / Unknown,1,14
2021-03-28,Group 2,South Canterbury,1,27
2021-03-28,Group 2,South Canterbury,2,106
2021-03-28,Group 2,Southern,1,233
2021-03-28,Group 2,Southern,2,53
2021-03-28,Group 2,Tairawhiti,1,44
2021-03-28,Group 2,Tairawhiti,2,149
2021-03-28,Group 2,Taranaki,1,221
2021-03-28,Group 2,Taranaki,2,14
2021-03-28,Group 2,Waikato,1,459
2021-03-28,Group 2,Waikato,2,446
2021-03-28,Group 2,Wairarapa,1,29
2021-03-28,Group 2,Waitemata,1,1033
2021-03-28,Group 2,Waitemata,2,427
2021-03-28,Group 2,Whanganui,1,168
2021-04-04,Group 1,Auckland,1,480
2021-04-04,Group 1,Auckland,2,535
2021-04-04,Group 1,Bay of Plenty,1,107
2021-04-04,Group 1,Bay of Plenty,2,131
2021-04-04,Group 1,Canterbury,1,619
2021-04-04,Group 1,Canterbury,2,725
2021-04-04,Group 1,Capital and Coast,1,295
2021-04-04,Group 1,Capital and Coast,2,60
2021-04-04,Group 1,Counties Manukau,1,663
2021-04-04,Group 1,Counties Manukau,2,1129
2021-04-04,Group 1,Hawkes Bay,1,34
2021-04-04,Group 1,Hawkes Bay,2,112
2021-04-04,Group 1,Hutt Valley,1,68
2021-04-04,Group 1,Hutt Valley,2,24
2021-04-04,Group 1,Lakes,1,50
2021-04-04,Group 1,Lakes,2,89
2021-04-04,Group 1,MidCentral,1,98
2021-04-04,Group 1,MidCentral,2,72
2021-04-04,Group 1,Nelson Marlborough,1,54
2021-04-04,Group 1,Nelson Marlborough,2,210
2021-04-04,Group 1,Northland,1,106
2021-04-04,Group 1,Northland,2,146
2021-04-04,Group 1,South Canterbury,1,48
2021-04-04,Group 1,South Canterbury,2,6
2021-04-04,Group 1,Southern,1,53
2021-04-04,Group 1,Southern,2,30
2021-04-04,Group 1,Taranaki,1,23
2021-04-04,Group 1,Taranaki,2,72
2021-04-04,Group 1,Waikato,1,77
2021-04-04,Group 1,Waikato,2,215
2021-04-04,Group 1,Waitemata,1,544
2021-04-04,Group 1,Waitemata,2,484
2021-04-04,Group 1,Whanganui,1,5
2021-04-04,Group 1,Whanganui,2,7
2021-04-04,Group 2,Auckland,1,2762
2021-04-04,Group 2,Auckland,2,519
2021-04-04,Group 2,Bay of Plenty,1,391
2021-04-04,Group 2,Bay of Plenty,2,34
2021-04-04,Group 2,Canterbury,1,256
2021-04-04,Group 2,Canterbury,2,28
2021-04-04,Group 2,Capital and Coast,1,2550
2021-04-04,Group 2,Capital and Coast,2,35
2021-04-04,Group 2,Counties Manukau,1,1884
2021-04-04,Group 2,Counties Manukau,2,423
2021-04-04,Group 2,Hawkes Bay,1,95
2021-04-04,Group 2,Hutt Valley,1,1043
2021-04-04,Group 2,Hutt Valley,2,9
2021-04-04,Group 2,Lakes,1,59
2021-04-04,Group 2,Lakes,2,36
2021-04-04,Group 2,MidCentral,1,284
2021-04-04,Group 2,MidCentral,2,25
2021-04-04,Group 2,Nelson Marlborough,1,1280
2021-04-04,Group 2,Nelson Marlborough,2,90
2021-04-04,Group 2,Northland,1,236
2021-04-04,Group 2,Northland,2,9
2021-04-04,Group 2,Overseas / Unknown,1,11
2021-04-04,Group 2,South Canterbury,1,437
2021-04-04,Group 2,South Canterbury,2,12
2021-04-04,Group 2,Southern,1,2411
2021-04-04,Group 2,Tairawhiti,1,11
2021-04-04,Group 2,Taranaki,1,314
2021-04-04,Group 2,Taranaki,2,88
2021-04-04,Group 2,Waikato,1,925
2021-04-04,Group 2,Waikato,2,378
2021-04-04,Group 2,Wairarapa,1,49
2021-04-04,Group 2,Waitemata,1,3333
2021-04-04,Group 2,Waitemata,2,291
2021-04-04,Group 2,West Coast,1,7
2021-04-04,Group 2,Whanganui,1,137
2021-04-04,Group 3,Capital and Coast,1,7
2021-04-04,Group 3,Hutt Valley,1,12
2021-04-04,Group 3,Nelson Marlborough,1,675
2021-04-04,Group 3,Southern,1,14
2021-04-11,Group 1,Auckland,1,471
2021-04-11,Group 1,Auckland,2,977
2021-04-11,Group 1,Bay of Plenty,1,89
2021-04-11,Group 1,Bay of Plenty,2,190
2021-04-11,Group 1,Canterbury,1,680
2021-04-11,Group 1,Canterbury,2,755
2021-04-11,Group 1,Capital and Coast,1,438
2021-04-11,Group 1,Capital and Coast,2,21
2021-04-11,Group 1,Counties Manukau,1,698
2021-04-11,Group 1,Counties Manukau,2,1256
2021-04-11,Group 1,Hawkes Bay,1,25
2021-04-11,Group 1,Hawkes Bay,2,43
2021-04-11,Group 1,Hutt Valley,1,85
2021-04-11,Group 1,Hutt Valley,2,45
2021-04-11,Group 1,Lakes,1,95
2021-04-11,Group 1,Lakes,2,98
2021-04-11,Group 1,MidCentral,1,171
2021-04-11,Group 1,MidCentral,2,73
2021-04-11,Group 1,Nelson Marlborough,1,75
2021-04-11,Group 1,Nelson Marlborough,2,109
2021-04-11,Group 1,Northland,1,54
2021-04-11,Group 1,Northland,2,76
2021-04-11,Group 1,South Canterbury,1,59
2021-04-11,Group 1,South Canterbury,2,61
2021-04-11,Group 1,Southern,1,520
2021-04-11,Group 1,Southern,2,30
2021-04-11,Group 1,Taranaki,1,13
2021-04-11,Group 1,Taranaki,2,69
2021-04-11,Group 1,Waikato,1,82
2021-04-11,Group 1,Waikato,2,138
2021-04-11,Group 1,Waitemata,1,457
2021-04-11,Group 1,Waitemata,2,739
2021-04-11,Group 1,West Coast,1,14
2021-04-11,Group 1,Whanganui,1,8
2021-04-11,Group 1,Whanganui,2,7
2021-04-11,Group 2,Auckland,1,3262
2021-04-11,Group 2,Auckland,2,289
2021-04-11,Group 2,Bay of Plenty,1,597
2021-04-11,Group 2,Bay of Plenty,2,57
2021-04-11,Group 2,Canterbury,1,285
2021-04-11,Group 2,Canterbury,2,268
2021-04-11,Group 2,Capital and Coast,1,2600
2021-04-11,Group 2,Capital and Coast,2,142
2021-04-11,Group 2,Counties Manukau,1,3056
2021-04-11,Group 2,Counties Manukau,2,362
2021-04-11,Group 2,Hawkes Bay,1,516
2021-04-11,Group 2,Hawkes Bay,2,52
2021-04-11,Group 2,Hutt Valley,1,898
2021-04-11,Group 2,Hutt Valley,2,295
2021-04-11,Group 2,Lakes,1,544
2021-04-11,Group 2,Lakes,2,61
2021-04-11,Group 2,MidCentral,1,170
2021-04-11,Group 2,MidCentral,2,452
2021-04-11,Group 2,Nelson Marlborough,1,901
2021-04-11,Group 2,Nelson Marlborough,2,715
2021-04-11,Group 2,Northland,1,1574
2021-04-11,Group 2,Northland,2,35
2021-04-11,Group 2,Overseas / Unknown,1,9
2021-04-11,Group 2,South Canterbury,1,288
2021-04-11,Group 2,South Canterbury,2,138
2021-04-11,Group 2,Southern,1,2224
2021-04-11,Group 2,Southern,2,48
2021-04-11,Group 2,Tairawhiti,1,10
2021-04-11,Group 2,Tairawhiti,2,13
2021-04-11,Group 2,Taranaki,1,183
2021-04-11,Group 2,Taranaki,2,98
2021-04-11,Group 2,Waikato,1,1156
2021-04-11,Group 2,Waikato,2,674
2021-04-11,Group 2,Wairarapa,1,148
2021-04-11,Group 2,Wairarapa,2,26
2021-04-11,Group 2,Waitemata,1,3314
2021-04-11,Group 2,Waitemata,2,824
2021-04-11,Group 2,West Coast,1,27
2021-04-11,Group 2,West Coast,2,5
2021-04-11,Group 2,Whanganui,1,190
2021-04-11,Group 2,Whanganui,2,93
2021-04-11,Group 3,Canterbury,1,18
2021-04-11,Group 3,Capital and Coast,1,8
2021-04-11,Group 3,Hutt Valley,1,14
2021-04-11,Group 3,Nelson Marlborough,1,1122
2021-04-11,Group 3,Southern,1,20
2021-04-11,Group 3,West Coast,1,7
2021-04-18,Group 1,Auckland,1,614
2021-04-18,Group 1,Auckland,2,748
2021-04-18,Group 1,Bay of Plenty,1,80
2021-04-18,Group 1,Bay of Plenty,2,254
2021-04-18,Group 1,Canterbury,1,1169
2021-04-18,Group 1,Canterbury,2,426
2021-04-18,Group 1,Capital and Coast,1,393
2021-04-18,Group 1,Capital and Coast,2,137
2021-04-18,Group 1,Counties Manukau,1,895
2021-04-18,Group 1,Counties Manukau,2,862
2021-04-18,Group 1,Hawkes Bay,1,98
2021-04-18,Group 1,Hawkes Bay,2,61
2021-04-18,Group 1,Hutt Valley,1,111
2021-04-18,Group 1,Hutt Valley,2,74
2021-04-18,Group 1,Lakes,1,116
2021-04-18,Group 1,Lakes,2,52
2021-04-18,Group 1,MidCentral,1,169
2021-04-18,Group 1,MidCentral,2,61
2021-04-18,Group 1,Nelson Marlborough,1,76
2021-04-18,Group 1,Nelson Marlborough,2,69
2021-04-18,Group 1,Northland,1,43
2021-04-18,Group 1,Northland,2,101
2021-04-18,Group 1,Overseas / Unknown,1,5
2021-04-18,Group 1,South Canterbury,1,36
2021-04-18,Group 1,South Canterbury,2,8
2021-04-18,Group 1,Southern,1,853
2021-04-18,Group 1,Southern,2,355
2021-04-18,Group 1,Tairawhiti,1,12
2021-04-18,Group 1,Tairawhiti,2,44
2021-04-18,Group 1,Taranaki,1,26
2021-04-18,Group 1,Taranaki,2,78
2021-04-18,Group 1,Waikato,1,130
2021-04-18,Group 1,Waikato,2,177
2021-04-18,Group 1,Wairarapa,1,5
2021-04-18,Group 1,Waitemata,1,480
2021-04-18,Group 1,Waitemata,2,743
2021-04-18,Group 1,Whanganui,1,7
2021-04-18,Group 2,Auckland,1,3562
2021-04-18,Group 2,Auckland,2,479
2021-04-18,Group 2,Bay of Plenty,1,945
2021-04-18,Group 2,Bay of Plenty,2,135
2021-04-18,Group 2,Canterbury,1,4450
2021-04-18,Group 2,Canterbury,2,411
2021-04-18,Group 2,Capital and Coast,1,2249
2021-04-18,Group 2,Capital and Coast,2,609
2021-04-18,Group 2,Counties Manukau,1,4031
2021-04-18,Group 2,Counties Manukau,2,441
2021-04-18,Group 2,Hawkes Bay,1,824
2021-04-18,Group 2,Hawkes Bay,2,294
2021-04-18,Group 2,Hutt Valley,1,857
2021-04-18,Group 2,Hutt Valley,2,544
2021-04-18,Group 2,Lakes,1,541
2021-04-18,Group 2,Lakes,2,123
2021-04-18,Group 2,MidCentral,1,379
2021-04-18,Group 2,MidCentral,2,643
2021-04-18,Group 2,Nelson Marlborough,1,1218
2021-04-18,Group 2,Nelson Marlborough,2,540
2021-04-18,Group 2,Northland,1,1534
2021-04-18,Group 2,Northland,2,77
2021-04-18,Group 2,Overseas / Unknown,1,22
2021-04-18,Group 2,Overseas / Unknown,2,12
2021-04-18,Group 2,South Canterbury,1,601
2021-04-18,Group 2,South Canterbury,2,47
2021-04-18,Group 2,Southern,1,3852
2021-04-18,Group 2,Southern,2,174
2021-04-18,Group 2,Tairawhiti,1,647
2021-04-18,Group 2,Tairawhiti,2,51
2021-04-18,Group 2,Taranaki,1,282
2021-04-18,Group 2,Taranaki,2,82
2021-04-18,Group 2,Waikato,1,1947
2021-04-18,Group 2,Waikato,2,787
2021-04-18,Group 2,Wairarapa,1,462
2021-04-18,Group 2,Wairarapa,2,25
2021-04-18,Group 2,Waitemata,1,3349
2021-04-18,Group 2,Waitemata,2,1173
2021-04-18,Group 2,West Coast,1,124
2021-04-18,Group 2,Whanganui,1,515
2021-04-18,Group 2,Whanganui,2,157
2021-04-18,Group 3,Auckland,1,9
2021-04-18,Group 3,Canterbury,1,23
2021-04-18,Group 3,Capital and Coast,1,20
2021-04-18,Group 3,Hutt Valley,1,5
2021-04-18,Group 3,MidCentral,1,22
2021-04-18,Group 3,Nelson Marlborough,1,600
2021-04-18,Group 3,Northland,1,39
2021-04-18,Group 3,Southern,1,138
2021-04-18,Group 3,Waikato,1,28
2021-04-25,Group 1,Auckland,1,658
2021-04-25,Group 1,Auckland,2,595
2021-04-25,Group 1,Bay of Plenty,1,103
2021-04-25,Group 1,Bay of Plenty,2,173
2021-04-25,Group 1,Canterbury,1,1047
2021-04-25,Group 1,Canterbury,2,377
2021-04-25,Group 1,Capital and Coast,1,157
2021-04-25,Group 1,Capital and Coast,2,281
2021-04-25,Group 1,Counties Manukau,1,949
2021-04-25,Group 1,Counties Manukau,2,743
2021-04-25,Group 1,Hawkes Bay,1,30
2021-04-25,Group 1,Hawkes Bay,2,36
2021-04-25,Group 1,Hutt Valley,1,38
2021-04-25,Group 1,Hutt Valley,2,62
2021-04-25,Group 1,Lakes,1,183
2021-04-25,Group 1,Lakes,2,56
2021-04-25,Group 1,MidCentral,1,60
2021-04-25,Group 1,MidCentral,2,103
2021-04-25,Group 1,Nelson Marlborough,1,76
2021-04-25,Group 1,Nelson Marlborough,2,59
2021-04-25,Group 1,Northland,1,36
2021-04-25,Group 1,Northland,2,92
2021-04-25,Group 1,South Canterbury,1,12
2021-04-25,Group 1,South Canterbury,2,42
2021-04-25,Group 1,Southern,1,56
2021-04-25,Group 1,Southern,2,66
2021-04-25,Group 1,Tairawhiti,1,11
2021-04-25,Group 1,Taranaki,1,21
2021-04-25,Group 1,Taranaki,2,36
2021-04-25,Group 1,Waikato,1,87
2021-04-25,Group 1,Waikato,2,125
2021-04-25,Group 1,Wairarapa,1,8
2021-04-25,Group 1,Waitemata,1,531
2021-04-25,Group 1,Waitemata,2,574
2021-04-25,Group 1,Whanganui,1,15
2021-04-25,Group 1,Whanganui,2,7
2021-04-25,Group 2,Auckland,1,2540
2021-04-25,Group 2,Auckland,2,1939
2021-04-25,Group 2,Bay of Plenty,1,1581
2021-04-25,Group 2,Bay of Plenty,2,326
2021-04-25,Group 2,Canterbury,1,5602
2021-04-25,Group 2,Canterbury,2,262
2021-04-25,Group 2,Capital and Coast,1,1424
2021-04-25,Group 2,Capital and Coast,2,1969
2021-04-25,Group 2,Counties Manukau,1,3071
2021-04-25,Group 2,Counties Manukau,2,1434
2021-04-25,Group 2,Hawkes Bay,1,1283
2021-04-25,Group 2,Hawkes Bay,2,106
2021-04-25,Group 2,Hutt Valley,1,534
2021-04-25,Group 2,Hutt Valley,2,799
2021-04-25,Group 2,Lakes,1,1270
2021-04-25,Group 2,Lakes,2,62
2021-04-25,Group 2,MidCentral,1,1053
2021-04-25,Group 2,MidCentral,2,454
2021-04-25,Group 2,Nelson Marlborough,1,1251
2021-04-25,Group 2,Nelson Marlborough,2,1151
2021-04-25,Group 2,Northland,1,1327
2021-04-25,Group 2,Northland,2,222
2021-04-25,Group 2,Overseas / Unknown,1,35
2021-04-25,Group 2,Overseas / Unknown,2,11
2021-04-25,Group 2,South Canterbury,1,718
2021-04-25,Group 2,South Canterbury,2,397
2021-04-25,Group 2,Southern,1,2494
2021-04-25,Group 2,Southern,2,1273
2021-04-25,Group 2,Tairawhiti,1,596
2021-04-25,Group 2,Tairawhiti,2,13
2021-04-25,Group 2,Taranaki,1,239
2021-04-25,Group 2,Taranaki,2,211
2021-04-25,Group 2,Waikato,1,3143
2021-04-25,Group 2,Waikato,2,839
2021-04-25,Group 2,Wairarapa,1,488
2021-04-25,Group 2,Wairarapa,2,43
2021-04-25,Group 2,Waitemata,1,2163
2021-04-25,Group 2,Waitemata,2,2525
2021-04-25,Group 2,West Coast,1,279
2021-04-25,Group 2,West Coast,2,7
2021-04-25,Group 2,Whanganui,1,810
2021-04-25,Group 2,Whanganui,2,154
2021-04-25,Group 3,Auckland,1,25
2021-04-25,Group 3,Canterbury,1,24
2021-04-25,Group 3,Capital and Coast,1,44
2021-04-25,Group 3,Counties Manukau,1,11
2021-04-25,Group 3,Hawkes Bay,1,52
2021-04-25,Group 3,Hutt Valley,1,10
2021-04-25,Group 3,Hutt Valley,2,6
2021-04-25,Group 3,Lakes,1,6
2021-04-25,Group 3,Nelson Marlborough,1,861
2021-04-25,Group 3,Nelson Marlborough,2,511
2021-04-25,Group 3,Northland,1,115
2021-04-25,Group 3,Southern,1,102
2021-04-25,Group 3,Southern,2,5
2021-04-25,Group 3,Waikato,1,111
2021-04-25,Group 3,Waitemata,1,6
2021-05-02,Group 1,Auckland,1,568
2021-05-02,Group 1,Auckland,2,465
2021-05-02,Group 1,Bay of Plenty,1,116
2021-05-02,Group 1,Bay of Plenty,2,105
2021-05-02,Group 1,Canterbury,1,866
2021-05-02,Group 1,Canterbury,2,422
2021-05-02,Group 1,Capital and Coast,1,185
2021-05-02,Group 1,Capital and Coast,2,374
2021-05-02,Group 1,Counties Manukau,1,718
2021-05-02,Group 1,Counties Manukau,2,643
2021-05-02,Group 1,Hawkes Bay,1,27
2021-05-02,Group 1,Hawkes Bay,2,32
2021-05-02,Group 1,Hutt Valley,1,61
2021-05-02,Group 1,Hutt Valley,2,85
2021-05-02,Group 1,Lakes,1,252
2021-05-02,Group 1,Lakes,2,89
2021-05-02,Group 1,MidCentral,1,41
2021-05-02,Group 1,MidCentral,2,141
2021-05-02,Group 1,Nelson Marlborough,1,67
2021-05-02,Group 1,Nelson Marlborough,2,43
2021-05-02,Group 1,Northland,1,25
2021-05-02,Group 1,Northland,2,49
2021-05-02,Group 1,South Canterbury,1,12
2021-05-02,Group 1,South Canterbury,2,60
2021-05-02,Group 1,Southern,1,156
2021-05-02,Group 1,Southern,2,90
2021-05-02,Group 1,Tairawhiti,1,15
2021-05-02,Group 1,Taranaki,1,18
2021-05-02,Group 1,Taranaki,2,29
2021-05-02,Group 1,Waikato,1,70
2021-05-02,Group 1,Waikato,2,77
2021-05-02,Group 1,Wairarapa,1,7
2021-05-02,Group 1,Waitemata,1,562
2021-05-02,Group 1,Waitemata,2,451
2021-05-02,Group 1,West Coast,2,11
2021-05-02,Group 1,Whanganui,1,5
2021-05-02,Group 1,Whanganui,2,7
2021-05-02,Group 2,Auckland,1,2674
2021-05-02,Group 2,Auckland,2,2635
