sa2_code,sa2_name,dhb,ta,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
216800,Blagdon-Lynmouth,Taranaki,New Plymouth District,1810,1588,2065,877,769
216900,Kawaroa,Taranaki,New Plymouth District,1723,1536,1919,898,800
217000,New Plymouth Central,Taranaki,New Plymouth District,948,838,1023,927,819
217100,Marfell,Taranaki,New Plymouth District,1041,853,1328,784,642
217200,Whalers Gate,Taranaki,New Plymouth District,1921,1770,2098,916,844
217300,Strandon,Taranaki,New Plymouth District,2033,1841,2231,911,825
217400,Westown ,Taranaki,New Plymouth District,3248,2863,3728,871,768
217500,Bell Block West,Taranaki,New Plymouth District,3129,2698,3492,896,773
217600,Bell Block East,Taranaki,New Plymouth District,2344,2089,2560,916,816
217700,Waiwhakaiho-Bell Block South,Taranaki,New Plymouth District,87,68,113,770,602
217800,Lower Vogeltown,Taranaki,New Plymouth District,2229,1969,2468,903,798
217900,Hurdon,Taranaki,New Plymouth District,1830,1613,2017,907,800
218000,Frankleigh Park,Taranaki,New Plymouth District,2209,1929,2424,911,796
218100,Merrilands,Taranaki,New Plymouth District,2248,1981,2531,888,783
218200,Ferndale,Taranaki,New Plymouth District,616,563,655,940,860
218300,Welbourn,Taranaki,New Plymouth District,2425,2142,2650,915,808
218400,Fitzroy-Glen Avon,Taranaki,New Plymouth District,2749,2428,3060,898,793
218500,Waitara West,Taranaki,New Plymouth District,2521,2044,3322,759,615
218600,Upper Vogeltown,Taranaki,New Plymouth District,2087,1900,2368,881,802
218700,Highlands Park (New Plymouth District),Taranaki,New Plymouth District,2748,2505,2969,926,844
218800,Paraite,Taranaki,New Plymouth District,600,531,673,892,789
218900,Waitara East,Taranaki,New Plymouth District,1954,1614,2433,803,663
219000,Lepperton-Brixton,Taranaki,New Plymouth District,1253,1060,1429,877,742
219100,Mangorei,Taranaki,New Plymouth District,1492,1325,1747,854,758
219200,Mount Messenger,Taranaki,New Plymouth District,560,452,681,822,664
219300,Mangaoraka,Taranaki,New Plymouth District,1239,1080,1469,843,735
219400,Tikorangi,Taranaki,New Plymouth District,1466,1246,1763,832,707
219500,Everett Park,Taranaki,New Plymouth District,1519,1312,1733,877,757
219600,Inglewood,Taranaki,New Plymouth District,2544,2228,2934,867,759
219700,Tarata,Taranaki,New Plymouth District,375,325,438,856,742
219800,Pembroke,Taranaki,Stratford District,1020,874,1236,825,707
219900,Douglas,Taranaki,Stratford District,383,307,497,771,618
220000,Toko,Taranaki,Stratford District,919,809,1084,848,746
220100,Stratford North,Taranaki,Stratford District,1361,1216,1592,855,764
220200,Whangamomona,Taranaki,Stratford District,69,64,102,676,627
220300,Stratford Central,Taranaki,Stratford District,1412,1235,1665,848,742
220400,Stratford South,Taranaki,Stratford District,1207,1046,1425,847,734
220500,Cape Egmont,Taranaki,South Taranaki District,1153,924,1506,766,614
220600,Taungatara,Taranaki,South Taranaki District,720,588,877,821,670
220700,Opunake,Taranaki,South Taranaki District,936,809,1132,827,715
220800,Kaponga-Mangatoki,Taranaki,South Taranaki District,689,557,873,789,638
220900,Manaia-Kapuni,Taranaki,South Taranaki District,925,770,1149,805,670
221000,Eltham,Taranaki,South Taranaki District,1217,1027,1528,796,672
221100,Okaiawa,Taranaki,South Taranaki District,717,622,856,838,727
221200,Te Roti-Moeroa,Taranaki,South Taranaki District,533,428,611,872,700
221300,Egmont Showgrounds,Taranaki,South Taranaki District,masked,1138,1319,>950,863
221400,Normanby-Tawhiti,Taranaki,South Taranaki District,997,862,1160,859,743
221500,Ohangai,Taranaki,South Taranaki District,373,315,424,880,743
221600,Turuturu,Taranaki,South Taranaki District,1213,1048,1363,890,769
221700,King Edward Park,Taranaki,South Taranaki District,999,879,1132,883,777
221800,Ramanui,Taranaki,South Taranaki District,1377,1218,1581,871,770
221900,Hawera Central,Taranaki,South Taranaki District,1663,1468,1878,886,782
222000,Mangawhio,Taranaki,South Taranaki District,453,374,542,836,690
222100,Manutahi-Waitotora,Taranaki,South Taranaki District,1378,1215,1622,850,749
222200,Patea,Taranaki,South Taranaki District,826,708,990,834,715
222300,Otangiwai-Ohura,Waikato,Ruapehu District,600,482,805,745,599
222400,Ngapuke,Waikato,Ruapehu District,801,685,1034,775,662
222500,Taumarunui North,Waikato,Ruapehu District,1127,959,1397,807,686
222600,Taumarunui Central,Waikato,Ruapehu District,1029,888,1252,822,709
222700,Taumarunui East,Waikato,Ruapehu District,928,749,1303,712,575
222800,National Park,Waikato,Ruapehu District,695,609,785,885,776
222900,Tangiwai,Whanganui,Ruapehu District,827,721,1048,789,688
223000,Raetihi,Whanganui,Ruapehu District,583,436,864,675,505
223100,Ohakune,Whanganui,Ruapehu District,850,733,989,859,741
223200,Waiouru,Whanganui,Ruapehu District,392,344,448,875,768
223300,Upper Whanganui,Whanganui,Whanganui District,759,663,945,803,702
223400,Mowhanau,Whanganui,Whanganui District,1012,904,1184,855,764
223500,Brunswick-Papaiti,Whanganui,Whanganui District,1222,1131,1339,913,845
223600,Castlecliff West,Whanganui,Whanganui District,1101,942,1444,762,652
223700,Otamatea (Whanganui District),Whanganui,Whanganui District,1498,1407,1635,916,861
223800,Castlecliff East,Whanganui,Whanganui District,1190,1006,1617,736,622
223900,Springvale North,Whanganui,Whanganui District,284,273,331,858,825
224000,Lower Aramoho,Whanganui,Whanganui District,1320,1097,1613,818,680
224100,St Johns Hill East,Whanganui,Whanganui District,1013,964,1082,936,891
224200,St Johns Hill West,Whanganui,Whanganui District,1774,1656,1965,903,843
224300,Titoki,Whanganui,Whanganui District,2159,1859,2673,808,695
224400,Springvale West,Whanganui,Whanganui District,1257,1172,1412,890,830
224500,Springvale East,Whanganui,Whanganui District,1244,1136,1345,925,845
224600,Upper Aramoho,Whanganui,Whanganui District,1539,1352,1901,810,711
224700,Balgownie,Whanganui,Whanganui District,85,74,119,714,622
224800,Laird Park,Whanganui,Whanganui District,1518,1329,1934,785,687
224900,Wembley Park,Whanganui,Whanganui District,1127,966,1466,769,659
225000,College Estate,Whanganui,Whanganui District,978,877,1111,880,789
225100,Whanganui East-Williams Domain,Whanganui,Whanganui District,1618,1445,1998,810,723
225200,Gonville West,Whanganui,Whanganui District,1045,857,1487,703,576
225300,Gonville North,Whanganui,Whanganui District,1741,1511,2167,803,697
225400,Cornmarket,Whanganui,Whanganui District,1046,949,1241,843,765
225500,Whanganui East-Riverlands,Whanganui,Whanganui District,1616,1397,1886,857,741
225600,Kaitoke-Fordell,Whanganui,Whanganui District,1156,1025,1361,849,753
225700,Whanganui Central,Whanganui,Whanganui District,486,423,554,877,764
225800,Gonville South,Whanganui,Whanganui District,1396,1229,1732,806,710
225900,Bastia-Durie Hill,Whanganui,Whanganui District,1665,1507,1912,871,788
226000,Putiki,Whanganui,Whanganui District,547,500,633,864,790
226100,Mokai Patea,Whanganui,Rangitikei District,1145,1026,1307,876,785
226200,Ngamatea,Whanganui,Rangitikei District,10,6,14,714,429
226300,Turakina,Whanganui,Rangitikei District,907,808,1087,834,743
226400,Otairi,Whanganui,Rangitikei District,900,799,1059,850,754
226500,Taihape,Whanganui,Rangitikei District,1171,1009,1433,817,704
226600,Marton Rural,Whanganui,Rangitikei District,766,704,847,904,831
226700,Marton North,Whanganui,Rangitikei District,2357,2153,2700,873,797
226800,Parewanui,Whanganui,Rangitikei District,603,541,716,842,756
226900,Marton South,Whanganui,Rangitikei District,1546,1343,1892,817,710
227000,Bulls,Whanganui,Rangitikei District,1429,1272,1633,875,779
227100,Kiwitea,MidCentral,Manawatu District,1070,914,1219,878,750
227200,Tokorangi,MidCentral,Manawatu District,1685,1517,1912,881,793
227300,Ohakea-Sanson,MidCentral,Manawatu District,933,824,1025,910,804
227400,Oroua Downs,MidCentral,Manawatu District,962,857,1089,883,787
227500,Awahuri,MidCentral,Manawatu District,1536,1358,1730,888,785
227600,Pohangina-Apiti,MidCentral,Manawatu District,839,745,995,843,749
227700,Mount Taylor,MidCentral,Manawatu District,masked,398,448,>950,888
227800,Taikorea,MidCentral,Manawatu District,925,826,1053,878,784
227900,Makino,MidCentral,Manawatu District,2209,1934,2496,885,775
228000,Sandon,MidCentral,Manawatu District,1780,1603,1943,916,825
228100,Kimbolton North,MidCentral,Manawatu District,2643,2419,2944,898,822
228200,Warwick,MidCentral,Manawatu District,1152,1058,1306,882,810
228300,Kimbolton West,MidCentral,Manawatu District,1860,1631,2119,878,770
228400,Feilding Central,MidCentral,Manawatu District,711,605,820,867,738
228500,Kimbolton South,MidCentral,Manawatu District,1542,1356,1758,877,771
228600,Kauwhata,MidCentral,Manawatu District,1461,1294,1660,880,780
228700,Taonui,MidCentral,Manawatu District,1341,1206,1468,913,822
228800,Newbury,MidCentral,Palmerston North City,1379,1175,1595,865,737
228900,Palmerston North Airport,MidCentral,Palmerston North City,248,232,267,929,869
229000,Milson North,MidCentral,Palmerston North City,1869,1679,2027,922,828
229100,Cloverlea (Palmerston North City),MidCentral,Palmerston North City,1430,1255,1589,900,790
229200,Tremaine,MidCentral,Palmerston North City,470,393,571,823,688
229300,Milson South,MidCentral,Palmerston North City,2240,2011,2486,901,809
229400,Whakarongo,MidCentral,Palmerston North City,1342,1219,1458,920,836
229500,Westbrook,MidCentral,Palmerston North City,2072,1765,2419,857,730
229600,Takaro North,MidCentral,Palmerston North City,2348,2069,2656,884,779
229700,Pioneer West,MidCentral,Palmerston North City,201,184,228,882,807
229800,Palmerston North Hospital,MidCentral,Palmerston North City,2018,1859,2134,946,871
229900,Highbury East,MidCentral,Palmerston North City,1864,1524,2354,792,647
230000,Park West,MidCentral,Palmerston North City,1493,1356,1670,894,812
230100,Takaro South,MidCentral,Palmerston North City,1841,1606,2050,898,783
230200,Roslyn (Palmerston North City),MidCentral,Palmerston North City,1775,1550,2042,869,759
230300,Kelvin Grove West,MidCentral,Palmerston North City,1809,1538,2032,890,757
230400,Kelvin Grove North,MidCentral,Palmerston North City,masked,1650,1860,>950,887
230500,Papaioea North,MidCentral,Palmerston North City,1872,1674,2028,923,825
230600,Palmerston North Central,MidCentral,Palmerston North City,871,743,990,880,751
230700,Awapuni North ,MidCentral,Palmerston North City,2510,2147,2837,885,757
230800,Terrace End,MidCentral,Palmerston North City,2501,2174,2853,877,762
230900,Maraetarata,MidCentral,Palmerston North City,1113,1028,1209,921,850
231000,Papaioea South,MidCentral,Palmerston North City,1559,1392,1661,939,838
231100,Royal Oak (Palmerston North City),MidCentral,Palmerston North City,masked,1870,2056,>950,910
231200,West End,MidCentral,Palmerston North City,2194,1936,2369,926,817
231300,Awapuni South ,MidCentral,Palmerston North City,2627,2371,2802,938,846
231400,Milverton,MidCentral,Palmerston North City,masked,1413,1589,>950,889
231500,Ruamahanga,MidCentral,Palmerston North City,2039,1806,2211,922,817
231600,Esplanade,MidCentral,Palmerston North City,1580,1433,1688,936,849
231700,Hokowhitu Central,MidCentral,Palmerston North City,masked,1893,2050,>950,923
231800,Hokowhitu East,MidCentral,Palmerston North City,masked,2302,2646,>950,870
231900,Turitea,MidCentral,Palmerston North City,masked,masked,387,>950,>950
232000,Ruahine,MidCentral,Palmerston North City,1349,1293,1422,949,909
232100,Linton Camp,MidCentral,Palmerston North City,masked,masked,513,>950,>950
232200,Ashhurst,MidCentral,Palmerston North City,2230,1989,2428,918,819
232300,Hokowhitu South,MidCentral,Palmerston North City,1473,1337,1629,904,821
232400,Aokautere,MidCentral,Palmerston North City,616,577,683,902,845
232500,Pihauatua,MidCentral,Palmerston North City,masked,947,1059,>950,894
232600,Aokautere Rural,MidCentral,Palmerston North City,561,515,614,914,839
232700,Poutoa,MidCentral,Palmerston North City,masked,2960,3181,>950,931
232800,Norsewood,MidCentral,Tararua District,1108,973,1329,834,732
232900,Papatawa,MidCentral,Tararua District,989,873,1136,871,768
233000,Mangatainoka,MidCentral,Tararua District,1268,1096,1458,870,752
233100,Woodville,MidCentral,Tararua District,1131,998,1379,820,724
233200,Dannevirke West,MidCentral,Tararua District,1636,1439,1863,878,772
233300,Dannevirke East,MidCentral,Tararua District,2395,2074,2832,846,732
233400,Waitahora,MidCentral,Tararua District,416,361,497,837,726
233500,Kaitawa,MidCentral,Tararua District,413,336,502,823,669
233600,Pahiatua,MidCentral,Tararua District,1913,1664,2216,863,751
233700,Nireaha-Eketahuna,MidCentral,Tararua District,1005,848,1236,813,686
233800,Owhanga,MidCentral,Tararua District,416,350,544,765,643
233900,Mara,MidCentral,Tararua District,5 or less,5 or less,masked,500,250
234000,Kere Kere,MidCentral,Horowhenua District,673,600,752,895,798
234100,Foxton Beach,MidCentral,Horowhenua District,1547,1403,1772,873,792
234200,Foxton North,MidCentral,Horowhenua District,927,779,1194,776,652
234300,Foxton South,MidCentral,Horowhenua District,1296,1102,1576,822,699
234400,Waitarere,MidCentral,Horowhenua District,1739,1571,2005,867,784
234500,Waikawa (Horowhenua District),MidCentral,Horowhenua District,598,520,712,840,730
234600,Miranui,MidCentral,Horowhenua District,1228,1060,1330,923,797
234700,Donnelly Park,MidCentral,Horowhenua District,905,779,1066,849,731
234800,Ohau-Manakau,MidCentral,Horowhenua District,2006,1844,2212,907,834
234900,Kawiu South,MidCentral,Horowhenua District,1735,1549,1976,878,784
235000,Makomako,MidCentral,Horowhenua District,963,828,1156,833,716
235100,Kawiu North,MidCentral,Horowhenua District,1407,1278,1581,890,808
235200,Levin Central,MidCentral,Horowhenua District,805,721,964,835,748
235300,Tararua,MidCentral,Horowhenua District,906,805,1088,833,740
235400,Shannon,MidCentral,Horowhenua District,940,714,1199,784,595
235500,Queenwood (Horowhenua District),MidCentral,Horowhenua District,1493,1333,1765,846,755
235600,Playford Park,MidCentral,Horowhenua District,1242,1082,1509,823,717
235700,Fairfield (Horowhenua District),MidCentral,Horowhenua District,1085,954,1248,869,764
235800,Taitoko,MidCentral,Horowhenua District,1121,923,1436,781,643
235900,Waiopehu,MidCentral,Horowhenua District,1025,913,1223,838,747
236000,Makahika,MidCentral,Horowhenua District,827,737,951,870,775
236100,Kimberley,MidCentral,Horowhenua District,321,286,375,856,763
236300,Otaki Beach,MidCentral,Kapiti Coast District,1332,1157,1628,818,711
236400,Forest Lakes (Kapiti Coast District),MidCentral,Kapiti Coast District,503,462,595,845,776
236500,Otaki,MidCentral,Kapiti Coast District,2587,2233,3057,846,730
236600,Te Horo,Capital and Coast,Kapiti Coast District,1113,1012,1310,850,773
236600,Te Horo,MidCentral,Kapiti Coast District,1113,1012,1310,850,773
236700,Waitohu,MidCentral,Kapiti Coast District,752,673,880,855,765
236800,Waikanae Beach,Capital and Coast,Kapiti Coast District,2679,2505,2959,905,847
236900,Peka Peka,Capital and Coast,Kapiti Coast District,548,513,596,919,861
237000,Paraparaumu Beach North,Capital and Coast,Kapiti Coast District,3158,2864,3474,909,824
237100,Paraparaumu Beach West,Capital and Coast,Kapiti Coast District,1955,1812,2174,899,833
237200,Waikanae Park,Capital and Coast,Kapiti Coast District,1822,1702,2017,903,844
237300,Paraparaumu Beach East,Capital and Coast,Kapiti Coast District,2178,2027,2337,932,867
237400,Otaihanga,Capital and Coast,Kapiti Coast District,667,603,751,888,803
237500,Paraparaumu North,Capital and Coast,Kapiti Coast District,2876,2671,3145,914,849
237600,Waikanae West,Capital and Coast,Kapiti Coast District,3658,3424,4013,912,853
237700,Otaki Forks,MidCentral,Kapiti Coast District,621,569,693,896,821
237800,Paraparaumu Central,Capital and Coast,Kapiti Coast District,3067,2811,3397,903,827
237900,Maungakotukutuku,Capital and Coast,Kapiti Coast District,1060,982,1205,880,815
238000,Raumati Beach West,Capital and Coast,Kapiti Coast District,2361,2208,2529,934,873
238100,Waikanae East,Capital and Coast,Kapiti Coast District,1954,1803,2152,908,838
238200,Tararua Forest Park ,MidCentral,Kapiti Coast District,5 or less,5 or less,masked,<50,<50
238200,Tararua Forest Park ,Capital and Coast,Kapiti Coast District,5 or less,5 or less,masked,<50,<50
238300,Raumati Beach East,Capital and Coast,Kapiti Coast District,1877,1726,2050,916,842
238400,Paraparaumu East,Capital and Coast,Kapiti Coast District,1552,1388,1864,833,745
238500,Raumati South,Capital and Coast,Kapiti Coast District,2836,2588,3156,899,820
238600,Paekakariki,Capital and Coast,Kapiti Coast District,1303,1186,1442,904,822
238800,Pukerua Bay,Capital and Coast,Porirua City,1331,1225,1453,916,843
238900,Paekakariki Hill,Capital and Coast,Porirua City,masked,288,324,>950,889
239000,Plimmerton,Capital and Coast,Porirua City,1744,1633,1885,925,866
239100,Titahi Bay North,Capital and Coast,Porirua City,1978,1741,2222,890,784
239200,Titahi Bay South,Capital and Coast,Porirua City,2678,2352,3057,876,769
239300,Elsdon-Takapuwahia,Capital and Coast,Porirua City,1727,1465,2014,857,727
239400,Pauatahanui,Capital and Coast,Porirua City,774,726,826,937,879
239500,Onepoto,Capital and Coast,Porirua City,1464,1308,1601,914,817
239600,Camborne,Capital and Coast,Porirua City,1563,1459,1660,942,879
239800,Paremata,Capital and Coast,Porirua City,masked,1902,2098,>950,907
239900,Porirua Central,Capital and Coast,Porirua City,428,381,453,945,841
240000,Papakowhai,Capital and Coast,Porirua City,1873,1758,2012,931,874
240100,Aotea,Capital and Coast,Porirua City,masked,2855,3087,>950,925
240200,Postgate,Capital and Coast,Porirua City,2098,1909,2278,921,838
240300,Ascot Park,Capital and Coast,Porirua City,1986,1711,2348,846,729
240400,Whitby,Capital and Coast,Porirua City,2482,2334,2623,946,890
240500,Porirua East,Capital and Coast,Porirua City,1486,1256,1789,831,702
240600,Endeavour,Capital and Coast,Porirua City,masked,4007,4432,>950,904
240700,Cannons Creek North,Capital and Coast,Porirua City,2189,1787,2729,802,655
240800,Waitangirua,Capital and Coast,Porirua City,2727,2204,3469,786,635
240900,Ranui Heights ,Capital and Coast,Porirua City,964,877,1094,881,802
241000,Cannons Creek East,Capital and Coast,Porirua City,2511,2078,3088,813,673
241100,Cannons Creek South,Capital and Coast,Porirua City,1097,874,1365,804,640
241200,Akatarawa,Hutt Valley,Upper Hutt City,516,457,569,907,803
241300,Riverstone Terraces,Hutt Valley,Upper Hutt City,1414,1321,1495,946,884
241400,Heretaunga,Hutt Valley,Upper Hutt City,1967,1802,2138,920,843
241500,Birchville-Brown Owl,Hutt Valley,Upper Hutt City,2710,2400,3006,902,798
241600,Poets Block,Hutt Valley,Upper Hutt City,1874,1706,2042,918,835
241700,Brentwood (Upper Hutt City),Hutt Valley,Upper Hutt City,1750,1536,1933,905,795
241800,Silverstream (Upper Hutt City),Hutt Valley,Upper Hutt City,2905,2726,3089,940,882
241900,Elderslea,Hutt Valley,Upper Hutt City,2588,2324,2927,884,794
242000,Trentham North,Hutt Valley,Upper Hutt City,2520,2280,2796,901,815
242100,Totara Park,Hutt Valley,Upper Hutt City,2142,1926,2339,916,823
242200,Trentham South,Hutt Valley,Upper Hutt City,masked,1216,1353,>950,899
242300,Mangaroa,Hutt Valley,Upper Hutt City,1620,1469,1755,923,837
242400,Ebdentown,Hutt Valley,Upper Hutt City,1939,1772,2123,913,835
242500,Wallaceville,Hutt Valley,Upper Hutt City,1865,1642,2029,919,809
242600,Maoribank,Hutt Valley,Upper Hutt City,2427,2139,2739,886,781
242700,Te Marua,Hutt Valley,Upper Hutt City,737,659,837,881,787
242800,Pinehaven,Hutt Valley,Upper Hutt City,1520,1390,1630,933,853
242900,Clouston Park,Hutt Valley,Upper Hutt City,1736,1574,1938,896,812
243000,Upper Hutt Central,Hutt Valley,Upper Hutt City,489,442,538,909,822
243100,Belmont Park,Hutt Valley,Lower Hutt City,masked,246,290,>950,848
243200,Maungaraki,Hutt Valley,Lower Hutt City,3146,2951,3331,944,886
243300,Korokoro,Hutt Valley,Lower Hutt City,1131,1051,1213,932,866
243400,Kelson,Hutt Valley,Lower Hutt City,2205,2042,2355,936,867
243500,Normandale,Hutt Valley,Lower Hutt City,masked,1591,1766,>950,901
243600,Belmont (Lower Hutt City),Hutt Valley,Lower Hutt City,2148,1958,2296,936,853
243700,Petone Central,Hutt Valley,Lower Hutt City,masked,714,804,>950,888
243800,Tirohanga,Hutt Valley,Lower Hutt City,1001,917,1100,910,834
243900,Manor Park,Hutt Valley,Lower Hutt City,masked,376,430,>950,874
244000,Alicetown-Melling,Hutt Valley,Lower Hutt City,masked,2040,2308,>950,884
244100,Taita North,Hutt Valley,Lower Hutt City,2259,1995,2610,866,764
244200,Boulcott,Hutt Valley,Lower Hutt City,2207,2067,2334,946,886
244300,Hutt Central North,Hutt Valley,Lower Hutt City,893,799,949,941,842
244400,Avalon West,Hutt Valley,Lower Hutt City,2245,2080,2413,930,862
244500,Stokes Valley Central,Hutt Valley,Lower Hutt City,1547,1364,1794,862,760
244600,Taita South,Hutt Valley,Lower Hutt City,2114,1825,2570,823,710
244700,Petone East,Hutt Valley,Lower Hutt City,masked,3084,3460,>950,891
244800,Hutt Central South,Hutt Valley,Lower Hutt City,2779,2655,2935,947,905
244900,Stokes Valley North,Hutt Valley,Lower Hutt City,2647,2372,2981,888,796
245000,Petone Esplanade,Hutt Valley,Lower Hutt City,masked,1947,2213,>950,880
245100,Epuni West,Hutt Valley,Lower Hutt City,2594,2411,2789,930,864
245200,Avalon East,Hutt Valley,Lower Hutt City,1880,1684,2096,897,803
245300,Woburn,Hutt Valley,Lower Hutt City,1469,1384,1562,940,886
245400,Naenae Central,Hutt Valley,Lower Hutt City,2489,2151,2876,865,748
245500,Waterloo West,Hutt Valley,Lower Hutt City,masked,1868,2063,>950,905
245600,Epuni East,Hutt Valley,Lower Hutt City,2343,2158,2539,923,850
245700,Gracefield,Hutt Valley,Lower Hutt City,126,115,141,894,816
245700,Gracefield,Area outside District Health Board,Lower Hutt City,128,115,141,908,816
245800,Moera,Hutt Valley,Lower Hutt City,1263,1125,1401,901,803
245900,Delaney,Hutt Valley,Lower Hutt City,1738,1465,2127,817,689
246000,Waiwhetu,Hutt Valley,Lower Hutt City,3445,3158,3733,923,846
246100,Waterloo East,Hutt Valley,Lower Hutt City,2457,2282,2680,917,851
246200,Naenae North,Hutt Valley,Lower Hutt City,1793,1531,2126,843,720
246300,Manuka,Hutt Valley,Lower Hutt City,1424,1297,1571,906,826
246400,Naenae South,Hutt Valley,Lower Hutt City,1784,1526,2158,827,707
246600,Arakura,Hutt Valley,Lower Hutt City,1963,1722,2286,859,753
246700,Eastern Bays ,Hutt Valley,Lower Hutt City,1765,1688,1859,949,908
246800,Pencarrow,Hutt Valley,Lower Hutt City,490,417,571,858,730
246900,Wainuiomata West,Hutt Valley,Lower Hutt City,2764,2434,3111,888,782
247000,Glendale,Hutt Valley,Lower Hutt City,2891,2529,3396,851,745
247100,Wainuiomata Central,Hutt Valley,Lower Hutt City,1338,1200,1538,870,780
247200,Eastbourne,Hutt Valley,Lower Hutt City,masked,2239,2416,>950,927
247300,Homedale East,Hutt Valley,Lower Hutt City,2215,1947,2558,866,761
247400,Homedale West,Hutt Valley,Lower Hutt City,1856,1634,2228,833,733
247500,Makara-Ohariu,Capital and Coast,Wellington City,834,767,906,921,847
247600,Tawa North,Capital and Coast,Wellington City,masked,2325,2639,>950,881
247700,Linden,Capital and Coast,Wellington City,2474,2225,2691,919,827
247800,Tawa South,Capital and Coast,Wellington City,masked,2668,2955,>950,903
247900,Tawa Central,Capital and Coast,Wellington City,masked,2083,2371,>950,879
248000,Grenada North,Capital and Coast,Wellington City,1981,1855,2116,936,877
248100,Churton Park North,Capital and Coast,Wellington City,3675,3507,3874,949,905
248200,Takapu-Horokiwi,Capital and Coast,Wellington City,233,211,246,947,858
248300,Churton Park South,Capital and Coast,Wellington City,masked,2742,2919,>950,939
248400,Johnsonville West,Capital and Coast,Wellington City,masked,2693,2987,>950,902
248500,Grenada Village,Capital and Coast,Wellington City,masked,1323,1473,>950,898
248600,Johnsonville North,Capital and Coast,Wellington City,masked,2487,2715,>950,916
248700,Paparangi,Capital and Coast,Wellington City,masked,2267,2513,>950,902
248800,Ngaio North,Capital and Coast,Wellington City,masked,2024,2145,>950,944
248900,Johnsonville Central,Capital and Coast,Wellington City,2330,2163,2479,940,873
249000,Broadmeadows,Capital and Coast,Wellington City,masked,1365,1480,>950,922
249100,Crofton Downs,Capital and Coast,Wellington City,masked,1296,1379,>950,940
249200,Johnsonville South,Capital and Coast,Wellington City,1527,1423,1641,931,867
249300,Khandallah Reserve,Capital and Coast,Wellington City,masked,masked,1881,>950,>950
249400,Karori Park,Capital and Coast,Wellington City,3601,3374,3791,950,890
249500,Newlands North,Capital and Coast,Wellington City,masked,2815,3148,>950,894
249600,Ngaio South,Capital and Coast,Wellington City,masked,2567,2702,>950,950
249700,Newlands South,Capital and Coast,Wellington City,3320,3089,3498,949,883
249800,Woodridge,Capital and Coast,Wellington City,masked,1409,1504,>950,937
249900,Karori North,Capital and Coast,Wellington City,masked,masked,2248,>950,>950
250000,Khandallah North,Capital and Coast,Wellington City,masked,2242,2365,>950,948
250100,Wilton,Capital and Coast,Wellington City,masked,1690,1892,>950,893
250200,Khandallah South,Capital and Coast,Wellington City,masked,1654,1763,>950,938
250300,Wadestown,Capital and Coast,Wellington City,masked,3223,3417,>950,943
250400,Karori South,Capital and Coast,Wellington City,masked,3534,3754,>950,941
250500,Onslow,Capital and Coast,Wellington City,masked,masked,1603,>950,>950
250600,Karori East,Capital and Coast,Wellington City,masked,3011,3220,>950,935
250700,Pipitea-Kaiwharawhara,Capital and Coast,Wellington City,782,742,825,948,899
250800,Northland (Wellington City),Capital and Coast,Wellington City,masked,2814,2985,>950,943
250900,Thorndon,Capital and Coast,Wellington City,masked,3341,3564,>950,937
251000,Wellington Botanic Gardens,Capital and Coast,Wellington City,masked,849,909,>950,934
251100,Kelburn,Capital and Coast,Wellington City,masked,1750,1861,>950,940
251200,Aro Valley,Capital and Coast,Wellington City,masked,2844,3146,>950,904
251300,Wellington University,Capital and Coast,Wellington City,masked,1191,1337,>950,891
251400,Wellington Central,Capital and Coast,Wellington City,masked,2582,2875,>950,898
251500,Brooklyn North,Capital and Coast,Wellington City,masked,1773,1895,>950,936
251600,Dixon Street,Capital and Coast,Wellington City,masked,3600,3998,>950,900
251700,Vivian West,Capital and Coast,Wellington City,masked,2643,2942,>950,898
251800,Courtenay,Capital and Coast,Wellington City,masked,1361,1536,>950,886
251900,Brooklyn East,Capital and Coast,Wellington City,masked,2197,2395,>950,917
252000,Mount Cook West,Capital and Coast,Wellington City,masked,3176,3656,>950,869
252100,Vivian East,Capital and Coast,Wellington City,masked,1890,2043,>950,925
252200,Brooklyn South,Capital and Coast,Wellington City,masked,1434,1579,>950,908
252300,Oriental Bay,Capital and Coast,Wellington City,masked,1212,1325,>950,915
252400,Mount Cook East,Capital and Coast,Wellington City,masked,2007,2307,>950,870
252500,Mount Victoria,Capital and Coast,Wellington City,masked,3618,4008,>950,903
252600,Roseneath ,Capital and Coast,Wellington City,1522,1430,1635,931,875
252700,Owhiro Bay,Capital and Coast,Wellington City,1696,1563,1786,950,875
252800,Kingston-Mornington-Vogeltown,Capital and Coast,Wellington City,masked,2472,2761,>950,895
252900,Newtown North,Capital and Coast,Wellington City,1750,1587,1876,933,846
253000,Newtown West,Capital and Coast,Wellington City,masked,2673,3033,>950,881
253100,Hataitai North,Capital and Coast,Wellington City,masked,3165,3466,>950,913
253200,Evans Bay,Capital and Coast,Wellington City,masked,896,998,>950,898
253300,Berhampore,Capital and Coast,Wellington City,3116,2822,3383,921,834
253400,Hataitai South,Capital and Coast,Wellington City,masked,1166,1292,>950,902
253500,Maupuia,Capital and Coast,Wellington City,1331,1230,1403,949,877
253600,Newtown South,Capital and Coast,Wellington City,2940,2682,3149,934,852
253700,Kilbirnie Central,Capital and Coast,Wellington City,2268,2077,2442,929,851
253800,Island Bay West,Capital and Coast,Wellington City,masked,2564,2846,>950,901
253900,Melrose,Capital and Coast,Wellington City,masked,1002,1129,>950,888
