sa2_code,sa2,dhbresidence,ethnicity_priority,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
322500,Wigram North,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
322600,Holmwood,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
322700,Wharenui,Canterbury,Pacific Peoples,105,105,masked,>950,>950
322800,Wigram West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
322900,Awatea South,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
323000,Merivale,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
323100,Mairehau South,Canterbury,Pacific Peoples,100,100,masked,>950,>950
323200,Mona Vale,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
323300,Riccarton West,Canterbury,Pacific Peoples,121,118,masked,>950,>950
323400,Shirley West,Canterbury,Pacific Peoples,176,166,192,917,865
323500,Middleton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
323600,Wigram South,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
323700,Queenspark,Canterbury,Pacific Peoples,86,83,masked,>950,masked
323800,St Albans North,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
323900,St Albans West,Canterbury,Pacific Peoples,43,43,masked,>950,>950
324000,Travis Wetlands,Canterbury,Pacific Peoples,49,48,57,860,842
324100,Wigram East,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
324200,Riccarton Central,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
324300,Oaklands West,Canterbury,Pacific Peoples,56,54,masked,>950,>950
324400,Riccarton South,Canterbury,Pacific Peoples,69,68,masked,>950,>950
324500,Halswell West,Canterbury,Pacific Peoples,48,48,52,923,923
324600,Shirley East,Canterbury,Pacific Peoples,48,47,masked,>950,>950
324700,Broken Run,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
324800,St Albans East,Canterbury,Pacific Peoples,71,68,masked,>950,>950
324900,Hagley Park,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
325000,Hillmorton,Canterbury,Pacific Peoples,82,82,masked,>950,>950
325100,Parklands,Canterbury,Pacific Peoples,100,97,106,943,915
325200,Riccarton East,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
325300,Edgeware,Canterbury,Pacific Peoples,68,66,80,850,825
325400,Aidanfield,Canterbury,Pacific Peoples,50,50,masked,>950,>950
325500,Tower Junction,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
325600,Burwood,Canterbury,Pacific Peoples,83,81,masked,>950,>950
325700,Christchurch Central-West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
325800,Christchurch Central-North,Canterbury,Pacific Peoples,46,46,53,868,868
325900,Richmond North (Christchurch City),Canterbury,Pacific Peoples,51,46,60,850,767
326000,Waimairi Beach,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
326100,Addington West,Canterbury,Pacific Peoples,96,94,masked,>950,>950
326200,Otakaro-Avon River Corridor,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
326300,Oaklands East,Canterbury,Pacific Peoples,64,63,71,901,887
326400,Addington North,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
326500,Dallington,Canterbury,Pacific Peoples,75,74,masked,>950,>950
326600,Christchurch Central,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
326700,Hoon Hay West,Canterbury,Pacific Peoples,373,352,masked,>950,masked
326800,Richmond South (Christchurch City),Canterbury,Pacific Peoples,62,58,masked,>950,masked
326900,Spreydon West,Canterbury,Pacific Peoples,62,60,67,925,896
327000,Christchurch Central-East,Canterbury,Pacific Peoples,53,49,60,883,817
327100,Christchurch Central-South,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
327200,North Beach,Canterbury,Pacific Peoples,89,88,99,899,889
327300,Halswell North,Canterbury,Pacific Peoples,41,41,masked,masked,masked
327400,Addington East,Canterbury,Pacific Peoples,92,91,98,939,929
327500,Avondale (Christchurch City),Canterbury,Pacific Peoples,109,104,119,916,874
327600,Spreydon North,Canterbury,Pacific Peoples,122,120,masked,>950,>950
327700,Hoon Hay East,Canterbury,Pacific Peoples,84,83,masked,>950,>950
327800,Avonside,Canterbury,Pacific Peoples,90,87,98,918,888
327900,Linwood West,Canterbury,Pacific Peoples,243,236,masked,>950,>950
328000,Halswell South,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
328100,Sydenham Central,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
328200,Spreydon South,Canterbury,Pacific Peoples,46,45,masked,>950,>950
328300,Rawhiti ,Canterbury,Pacific Peoples,98,97,masked,>950,>950
328400,Wainoni,Canterbury,Pacific Peoples,155,151,176,881,858
328500,Linwood North,Canterbury,Pacific Peoples,143,138,masked,>950,>950
328600,Aranui,Canterbury,Pacific Peoples,468,447,511,916,875
328700,Sydenham West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
328800,Lancaster Park,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
328900,Phillipstown,Canterbury,Pacific Peoples,226,218,masked,>950,masked
329000,Kennedys Bush,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
329100,Somerfield East,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
329200,Somerfield West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
329300,Linwood East,Canterbury,Pacific Peoples,141,140,masked,>950,>950
329400,Sydenham North,Canterbury,Pacific Peoples,63,63,68,926,926
329500,Hoon Hay South,Canterbury,Pacific Peoples,48,47,masked,>950,>950
329600,Charleston (Christchurch City),Canterbury,Pacific Peoples,60,55,masked,>950,masked
329700,Sydenham South,Canterbury,Pacific Peoples,57,57,61,934,934
329800,Bexley,Canterbury,Pacific Peoples,209,205,masked,>950,>950
329900,Waltham,Canterbury,Pacific Peoples,79,79,masked,>950,>950
330000,Westmorland,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
330100,Woolston North,Canterbury,Pacific Peoples,165,160,175,943,914
330200,New Brighton,Canterbury,Pacific Peoples,69,67,78,885,859
330300,Cashmere West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
330400,Bromley South,Canterbury,Pacific Peoples,221,216,masked,>950,masked
330500,Ensors,Canterbury,Pacific Peoples,78,76,masked,>950,masked
330600,Beckenham,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
330800,St Martins,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
330900,Opawa,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
331000,Woolston West,Canterbury,Pacific Peoples,48,47,52,923,904
331100,Woolston East,Canterbury,Pacific Peoples,212,209,masked,>950,>950
331200,Huntsbury,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
331300,Cashmere East,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
331400,Hillsborough (Christchurch City),Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
331500,Woolston South,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
331600,Port Hills,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
331700,South New Brighton,Canterbury,Pacific Peoples,53,50,masked,>950,>950
331800,Brookhaven-Ferrymead,Canterbury,Pacific Peoples,57,57,masked,>950,>950
331900,Heathcote Valley,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
332000,Mount Pleasant,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
332100,Redcliffs,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
332200,Governors Bay,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
332400,Clifton Hill,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
332500,Lyttelton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
332700,Sumner,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
332800,Teddington,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
332900,Diamond Harbour,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
333100,Banks Peninsula South,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
333200,Eastern Bays-Banks Peninsula,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
333300,Akaroa Harbour,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
333500,Akaroa,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
333600,Craigieburn,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
333700,Torlesse,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
333800,Glenroy-Hororata,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
333900,Glentunnel,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334000,Darfield,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334100,Kirwee,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334200,Bankside,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334300,Charing Cross,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334400,Halkett,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334500,Newtons Road,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334600,West Melton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334700,Burnham Camp,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334800,Rolleston Izone,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
334900,Rolleston North West,Canterbury,Pacific Peoples,81,81,masked,>950,>950
335000,Springston,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
335100,Rolleston Central,Canterbury,Pacific Peoples,69,68,masked,>950,>950
335200,Rolleston North East,Canterbury,Pacific Peoples,82,82,masked,>950,>950
335300,Rolleston South West,Canterbury,Pacific Peoples,57,56,masked,>950,>950
335400,Southbridge,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
335500,Rolleston South East,Canterbury,Pacific Peoples,175,172,masked,>950,masked
335600,Trents,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
335700,Prebbleton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
335800,Irwell,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
335900,Ladbrooks,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336000,Lincoln West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336100,Lincoln East,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336200,Leeston,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336300,Tai Tapu,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336400,Motukarara,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336600,Ashburton Lakes,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336700,Cairnbrae,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336800,Ashburton Forks,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
336900,Methven,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
337000,Ealing-Lowcliffe,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
337100,Eiffelton,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
337200,Chertsey,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
337300,Winchmore-Wakanui,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
337400,Allenton North,Canterbury,Pacific Peoples,80,79,masked,>950,>950
337500,Allenton South,Canterbury,Pacific Peoples,91,87,masked,>950,>950
337600,Rakaia,Canterbury,Pacific Peoples,62,60,masked,>950,>950
337700,Ashburton North,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
337800,Allenton East,Canterbury,Pacific Peoples,117,115,masked,>950,>950
337900,Tinwald North,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
338000,Ashburton Central,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
338100,Ashburton West,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
338200,Tinwald South,Canterbury,Pacific Peoples,99,96,masked,>950,>950
338300,Ashburton East,Canterbury,Pacific Peoples,138,132,masked,>950,>950
338400,Netherby,Canterbury,Pacific Peoples,200,193,masked,>950,>950
338500,Hampstead,Canterbury,Pacific Peoples,276,267,masked,>950,masked
338700,Arundel,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
338800,Levels Valley,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
338900,Geraldine,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339000,Rangitata,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339100,Waitohi (Timaru District),South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339200,Pleasant Point,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339300,Temuka West,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339400,Hadlow,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339500,Levels,South Canterbury,Pacific Peoples,72,72,masked,masked,masked
339600,Temuka East,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339700,Gleniti North,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339800,Washdyke,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
339900,Fairview,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
340000,Gleniti South,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
340100,Glenwood,South Canterbury,Pacific Peoples,45,45,49,918,918
340200,Marchwiel West,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
340300,Marchwiel East,South Canterbury,Pacific Peoples,70,69,masked,>950,>950
340400,Highfield North,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
340500,Highfield South,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
340600,Waimataitai-Maori Hill,South Canterbury,Pacific Peoples,51,50,masked,>950,>950
340700,Fraser Park,South Canterbury,Pacific Peoples,55,53,masked,>950,>950
340800,Seaview,South Canterbury,Pacific Peoples,77,76,masked,>950,>950
341000,Watlington,South Canterbury,Pacific Peoples,54,54,masked,>950,>950
341100,Timaru Central,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
341200,Timaru East,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
341300,Parkside,South Canterbury,Pacific Peoples,59,56,64,922,875
341400,Kensington (Timaru District),South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
341500,Mackenzie Lakes,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
341800,Twizel,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
341900,Opua (Mackenzie District),South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342000,Fairlie,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342100,Hakataramea,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342200,Maungati,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342300,Lyalldale,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342400,Makikihi-Willowbridge,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342500,Waimate North,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342600,Morven-Glenavy-Ikawai,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342700,Waimate West,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
342800,Waimate East,South Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
343000,Chatham Islands,Canterbury,Pacific Peoples,masked,masked,masked,masked,masked
343100,Aviemore,Southern,Pacific Peoples,masked,masked,masked,masked,masked
343300,Danseys Pass,Southern,Pacific Peoples,masked,masked,masked,masked,masked
343400,Ngapara,Southern,Pacific Peoples,masked,masked,masked,masked,masked
343500,Lower Waitaki,Southern,Pacific Peoples,masked,masked,masked,masked,masked
343600,Waihemo,Southern,Pacific Peoples,masked,masked,masked,masked,masked
343700,Maheno,Southern,Pacific Peoples,masked,masked,masked,masked,masked
343800,Weston,Southern,Pacific Peoples,masked,masked,masked,masked,masked
343900,Oamaru North Milner Park,Southern,Pacific Peoples,157,154,masked,>950,>950
344000,Oamaru North Orana Park,Southern,Pacific Peoples,191,188,masked,>950,>950
344100,Oamaru Gardens,Southern,Pacific Peoples,masked,masked,masked,masked,masked
344200,Glen Warren,Southern,Pacific Peoples,98,95,118,831,805
344300,Holmes Hill,Southern,Pacific Peoples,masked,masked,masked,masked,masked
344400,Oamaru Central,Southern,Pacific Peoples,masked,masked,masked,masked,masked
344500,South Hill,Southern,Pacific Peoples,66,65,masked,>950,>950
344700,Palmerston,Southern,Pacific Peoples,masked,masked,masked,masked,masked
344800,Lindis-Nevis Valleys,Southern,Pacific Peoples,masked,masked,masked,masked,masked
344900,Cromwell West,Southern,Pacific Peoples,122,107,masked,>950,>950
345000,Cromwell East,Southern,Pacific Peoples,62,62,masked,>950,>950
345100,Manuherikia-Ida Valleys,Southern,Pacific Peoples,masked,masked,masked,masked,masked
345200,Earnscleugh,Southern,Pacific Peoples,144,143,masked,masked,masked
345300,Dunstan-Galloway,Southern,Pacific Peoples,masked,masked,masked,masked,masked
345400,Clyde,Southern,Pacific Peoples,masked,masked,masked,masked,masked
345500,Alexandra North,Southern,Pacific Peoples,103,96,masked,masked,masked
345600,Alexandra South,Southern,Pacific Peoples,masked,masked,masked,masked,masked
345700,Maniototo,Southern,Pacific Peoples,masked,masked,masked,masked,masked
345800,Teviot Valley,Southern,Pacific Peoples,123,117,masked,masked,masked
345900,Outer Wanaka,Southern,Pacific Peoples,masked,masked,masked,masked,masked
346000,Glenorchy,Southern,Pacific Peoples,masked,masked,masked,masked,masked
346200,Outer Wakatipu,Southern,Pacific Peoples,masked,masked,masked,masked,masked
346400,Cardrona,Southern,Pacific Peoples,masked,masked,masked,masked,masked
346600,Wanaka Waterfront,Southern,Pacific Peoples,masked,masked,masked,masked,masked
346700,Wanaka North,Southern,Pacific Peoples,masked,masked,masked,masked,masked
346800,Wanaka West,Southern,Pacific Peoples,masked,masked,masked,masked,masked
346900,Albert Town,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347000,Wanaka Central,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347100,Lake Hawea,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347200,Upper Clutha Valley,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347300,Kingston,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347400,Arthurs Point,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347500,Wakatipu Basin,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347700,Warren Park,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347800,Sunshine Bay-Fernhill,Southern,Pacific Peoples,masked,masked,masked,masked,masked
347900,Arrowtown,Southern,Pacific Peoples,masked,masked,masked,masked,masked
348000,Quail Rise,Southern,Pacific Peoples,masked,masked,masked,masked,masked
348100,Queenstown Central,Southern,Pacific Peoples,masked,masked,masked,masked,masked
348200,Queenstown East,Southern,Pacific Peoples,masked,masked,masked,masked,masked
348300,Frankton Arm,Southern,Pacific Peoples,masked,masked,masked,masked,masked
348400,Frankton,Southern,Pacific Peoples,47,46,masked,>950,>950
348500,Lake Hayes,Southern,Pacific Peoples,masked,masked,masked,masked,masked
348600,Kelvin Heights,Southern,Pacific Peoples,masked,masked,masked,masked,masked
348700,Shotover Country,Southern,Pacific Peoples,61,61,masked,>950,>950
348800,Lake Hayes Estate,Southern,Pacific Peoples,masked,masked,masked,masked,masked
348900,Jacks Point,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349000,Strath Taieri,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349100,Bucklands Crossing,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349200,Waikouaiti,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349300,Momona,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349400,Taieri,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349600,Mount Cargill,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349700,Bush Road,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349800,Mosgiel East,Southern,Pacific Peoples,masked,masked,masked,masked,masked
349900,Mosgiel Central,Southern,Pacific Peoples,masked,masked,masked,masked,masked
350000,Seddon Park,Southern,Pacific Peoples,46,44,49,939,898
350100,Wingatui,Southern,Pacific Peoples,masked,masked,masked,masked,masked
350200,Saddle Hill-Chain Hills,Southern,Pacific Peoples,masked,masked,masked,masked,masked
350300,East Taieri,Southern,Pacific Peoples,masked,masked,masked,masked,masked
350400,Halfway Bush,Southern,Pacific Peoples,49,48,masked,>950,masked
350500,Helensburgh,Southern,Pacific Peoples,masked,masked,masked,masked,masked
350600,Glenleith,Southern,Pacific Peoples,44,44,masked,masked,masked
350700,Fairfield (Dunedin City),Southern,Pacific Peoples,masked,masked,masked,masked,masked
350900,Brockville,Southern,Pacific Peoples,98,95,masked,>950,>950
351000,Wakari,Southern,Pacific Peoples,93,92,masked,>950,>950
351100,Abbotsford,Southern,Pacific Peoples,43,42,masked,>950,>950
351200,Brighton,Southern,Pacific Peoples,masked,masked,masked,masked,masked
351300,Pine Hill-Dalmore,Southern,Pacific Peoples,57,56,masked,>950,>950
351400,Kaikorai-Bradford,Southern,Pacific Peoples,masked,masked,masked,masked,masked
351500,Maori Hill,Southern,Pacific Peoples,masked,masked,masked,masked,masked
351600,Roslyn (Dunedin City),Southern,Pacific Peoples,41,41,masked,>950,>950
351700,North East Valley Chingford,Southern,Pacific Peoples,54,54,masked,>950,>950
351800,Roseneath-Sawyers Bay,Southern,Pacific Peoples,masked,masked,masked,masked,masked
351900,Normanby ,Southern,Pacific Peoples,masked,masked,masked,masked,masked
352000,North East Valley Knox,Southern,Pacific Peoples,86,86,masked,>950,>950
352100,Belleknowes,Southern,Pacific Peoples,masked,masked,masked,masked,masked
352200,Gardens (Dunedin City),Southern,Pacific Peoples,104,103,masked,>950,>950
352300,Kenmure,Southern,Pacific Peoples,masked,masked,masked,masked,masked
352400,Campus West,Southern,Pacific Peoples,70,70,masked,>950,>950
352500,Waldronville,Southern,Pacific Peoples,masked,masked,masked,masked,masked
352600,Green Island,Southern,Pacific Peoples,masked,masked,masked,masked,masked
352700,Port Chalmers,Southern,Pacific Peoples,masked,masked,masked,masked,masked
352800,Royal Terrace,Southern,Pacific Peoples,masked,masked,masked,masked,masked
352900,Arthur Street,Southern,Pacific Peoples,55,55,61,902,902
353000,Opoho,Southern,Pacific Peoples,masked,masked,masked,masked,masked
353100,Campus North,Southern,Pacific Peoples,123,122,masked,>950,>950
353200,Campus South,Southern,Pacific Peoples,95,95,masked,>950,>950
353300,Mornington,Southern,Pacific Peoples,91,90,masked,>950,>950
353400,Dunedin Central,Southern,Pacific Peoples,87,87,masked,>950,>950
353500,Maryhill,Southern,Pacific Peoples,78,78,masked,>950,>950
353600,Ravensbourne-St Leonards,Southern,Pacific Peoples,masked,masked,masked,masked,masked
353700,Harbourside,Southern,Pacific Peoples,masked,masked,masked,masked,masked
353800,Fernhill,Southern,Pacific Peoples,70,69,masked,>950,>950
353900,Otago Peninsula,Southern,Pacific Peoples,masked,masked,masked,masked,masked
354000,Concord,Southern,Pacific Peoples,59,57,masked,>950,>950
354100,Calton Hill,Southern,Pacific Peoples,67,65,masked,>950,masked
354200,Caversham,Southern,Pacific Peoples,118,114,masked,>950,masked
354300,Hillside-Portsmouth Drive,Southern,Pacific Peoples,masked,masked,masked,masked,masked
354400,Kew (Dunedin City),Southern,Pacific Peoples,46,45,masked,>950,>950
354500,Corstorphine,Southern,Pacific Peoples,94,91,106,887,858
354600,Forbury,Southern,Pacific Peoples,71,70,masked,>950,>950
354700,Bathgate Park,Southern,Pacific Peoples,127,123,masked,>950,>950
354800,St Clair,Southern,Pacific Peoples,56,55,masked,>950,>950
354900,Waverley ,Southern,Pacific Peoples,41,41,masked,masked,masked
355000,Macandrew Bay-Company Bay,Southern,Pacific Peoples,masked,masked,masked,masked,masked
355100,Broad Bay-Portobello,Southern,Pacific Peoples,masked,masked,masked,masked,masked
355200,St Kilda South,Southern,Pacific Peoples,138,136,masked,>950,>950
355300,Musselburgh,Southern,Pacific Peoples,masked,masked,masked,masked,masked
355400,Shiel Hill,Southern,Pacific Peoples,masked,masked,masked,masked,masked
355500,St Kilda North,Southern,Pacific Peoples,127,125,masked,>950,>950
355600,Andersons Bay,Southern,Pacific Peoples,masked,masked,masked,masked,masked
355700,Tainui,Southern,Pacific Peoples,48,46,54,889,852
355800,West Otago,Southern,Pacific Peoples,masked,masked,masked,masked,masked
355900,Tuapeka,Southern,Pacific Peoples,masked,masked,masked,masked,masked
356000,Clinton,Southern,Pacific Peoples,masked,masked,masked,masked,masked
356100,Clutha Valley,Southern,Pacific Peoples,69,68,masked,masked,masked
356200,Bruce,Southern,Pacific Peoples,masked,masked,masked,masked,masked
356300,Catlins,Southern,Pacific Peoples,masked,masked,masked,masked,masked
356400,Milton,Southern,Pacific Peoples,masked,masked,masked,masked,masked
356500,Balclutha South,Southern,Pacific Peoples,96,95,masked,>950,>950
356600,Balclutha North,Southern,Pacific Peoples,61,59,masked,>950,>950
356700,Benhar-Stirling,Southern,Pacific Peoples,masked,masked,masked,masked,masked
356800,Kaitangata-Matau,Southern,Pacific Peoples,masked,masked,masked,masked,masked
357300,Mararoa,Southern,Pacific Peoples,masked,masked,masked,masked,masked
357500,Te Anau,Southern,Pacific Peoples,masked,masked,masked,masked,masked
357700,Mossburn,Southern,Pacific Peoples,masked,masked,masked,masked,masked
357900,Longwood Forest,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358000,Ohai-Nightcaps,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358100,Riversdale-Piano Flat,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358200,Lumsden-Balfour,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358300,Oreti River,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358400,Otautau,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358500,Hedgehope,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358600,Winton,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358700,Waianiwa,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358800,Riverton,Southern,Pacific Peoples,masked,masked,masked,masked,masked
358900,Wallacetown,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359000,Grove Bush,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359100,Edendale-Woodlands,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359300,Stewart Island,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359400,Awarua Plains,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359500,Wyndham-Catlins,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359600,Waikaka,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359700,Waimumu-Kaiwera,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359800,Gore North,Southern,Pacific Peoples,masked,masked,masked,masked,masked
359900,Gore West,Southern,Pacific Peoples,masked,masked,masked,masked,masked
360000,East Gore,Southern,Pacific Peoples,masked,masked,masked,masked,masked
360100,Gore Central,Southern,Pacific Peoples,masked,masked,masked,masked,masked
360200,Gore Main,Southern,Pacific Peoples,masked,masked,masked,masked,masked
360300,Gore South,Southern,Pacific Peoples,masked,masked,masked,masked,masked
360400,Mataura,Southern,Pacific Peoples,44,42,masked,masked,masked
360500,West Plains-Makarewa,Southern,Pacific Peoples,masked,masked,masked,masked,masked
360600,Prestonville-Grasmere,Southern,Pacific Peoples,72,71,masked,>950,>950
360700,Donovan Park,Southern,Pacific Peoples,masked,masked,masked,masked,masked
360800,Myross Bush,Southern,Pacific Peoples,masked,masked,masked,masked,masked
360900,Otatara,Southern,Pacific Peoples,masked,masked,masked,masked,masked
361000,Invercargill Central,Southern,Pacific Peoples,masked,masked,masked,masked,masked
